testset_id,group,text_block_en,final_human_label,small_label,small_explanation,small_confidence,needs_routing,large_label,large_explanation,large_confidence,final_label,final_model
54,GEO,"Noch in der Nacht konnte von den Ermittlern der Grenzpolizei ein weiterer Ladendiebstahl in einem Verbrauchermarkt in Murnau vom Samstag, 19. November 2022, den beiden Verdächtigen nachgewiesen werden. Dort waren 23 Flaschen von bislang unbekannten Tätern entwendet worden. Die Auswertung der Videoaufzeichnungen vom Verbrauchermarkt überführte die beiden Verdächtigen.

Die Weiterfahrt wurde unterbunden und ein Strafverfahren wegen Fahrens ohne Fahrerlaubnis und der Ladendiebstähle eingeleitet. Die Spirituosen wurden sichergestellt. Der 31-jährige [Gruppe 1] wurde aufgefordert das Bundesgebiet zu verlassen. kb",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Ein Gruppenmitglied wird explizit als Verdächtiger zweier Ladendiebstähle und weiterer Straftaten (Fahren ohne Fahrerlaubnis) genannt und direkt mit Ermittlungen, Strafverfahren und polizeilichen Maßnahmen verknüpft.",3,True,CRIME_FRAME_NEG,Der 31-jährige [Gruppe 1] wird explizit als Verdächtiger in einem Ladendiebstahl und Fahren ohne Fahrerlaubnis dargestellt und direkt mit Kriminalität verknüpft.,5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
55,UKR,"Grund zur Beruhigung ist das nicht. Nach Einschätzungen von Expertinnen und Experten ist die Bedrohungslage für ankommende [Gruppe 1] sehr real. Die Sozialarbeiterin und Frauenrechtlerin Sabine Constabel macht in einem Interview mit den Stuttgarter Nachrichten auf die besondere Form der Ansprache von [Andere Gruppe] Frauen aufmerksam: „Die Befürchtung ist, dass da auch Menschenhändler, so genannte Loverboys, unterwegs sind, die erst mal sehr nett zu den Frauen sind, sich um sie kümmern, vielleicht sogar die Sprache sprechen, aber irgendwann eine Gegenleistung einfordern und zu Zuhältern werden.“

Auch die Aktivistin Huschke Mau sieht diese Gefahr und warnt in sozialen Medien sowohl vor Männern, die momentan versuchen würden, sich eine „Privatprostituierte“ zuzulegen, als auch vor organisierter Zuhälterei. Schon bald, so ihre Vorhersage, würden [Andere Gruppe] [Gruppe 1] in deutschen Bordellen arbeiten.

„Bordell Europas“: Prostitution und Sexarbeit in Deutschland",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft explizit **[Gruppe 1]** mit mutmaßlicher organisierter Kriminalität (Menschenhandel, Zuhälterei, Zwangsprostitution) und einer drohenden „Gefahr“ für die Gruppe selbst – die Warnungen vor „Loverboys“ und „organisierter Zuhälterei“ zielen direkt auf die Gruppe als potenzielle Opfer *und* als zukünftige Akteurinnen in der Prostitutionskriminalität, wobei die Formulierung *„werden [Gruppe 1] in deutschen Bordellen arbeiten“* eine bedrohliche Prognose mit kriminellen Strukturen verbindet.
**Confidence:** **5**",3,True,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit Menschenhandel und Zuhälterei in Verbindung gebracht, indem Experten vor der Gefahr von Menschenhändlern und Zuhältern warnen, die sich an [Gruppe 1] richten.",4.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
56,RUS,"Krieg in der Ukraine: Ukrainische Justiz: Zunahme sexueller Gewalt durch [Gruppe 1]

Der ukrainische Generalstaatsanwalt Andrij Kostin wirft den [Gruppe 1] grausame Methoden vor.Ann Beatrice Clasmann/dpa

Der ukrainische Generalstaatsanwalt Andrij Kostin hat eine „drastische Zunahme“ sexueller Gewalt durch russische Soldaten angeprangert. Infolge des russischen Angriffskriegs gegen die Ukraine seien alle Geschlechter und Altersklassen betroffen, Kinder ebenso wie Alte, sagte Kostin der Funke Mediengruppe und der französischen Zeitung „Ouest-France“. Russische Soldaten setzten sexuelle Gewalt gezielt ein - als „Kriegsmethode, um [Andere Gruppe] und [Andere Gruppe] zu demütigen“, behauptete er.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Vorwürfe sexueller Gewalt durch die [Gruppe 1] beziehen sich auf einen **Kriegskontext in der Ukraine** und betreffen keine Bedrohung der inneren Sicherheit Deutschlands oder eine direkte Verknüpfung mit Kriminalität, Sicherheit oder Prävention im Inland.",3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit sexueller Gewalt und grausamen Methoden im Kontext des Krieges in der Ukraine in Verbindung gebracht, was als CRIME_FRAME_NEG klassifiziert wird, da die Gruppe als Täter von schweren Straftaten dargestellt wird.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
57,,"Guterres „zutiefst besorgt“

Sie würden unter „illegalen und oft unmenschlichen Bedingungen“ in von Milizen kontrollierten Gebäuden gehalten oder seien in „geheimen Einrichtungen“ untergebracht. „Ich bin nach wie vor zutiefst besorgt über die anhaltenden Menschenrechtsverletzungen von [Gruppe 1], [Andere Gruppe] und [Andere Gruppe] in Libyen“, schrieb Guterres an die Mitglieder des Sicherheitsrats.

[Gruppe 1] sind nach Angaben von Menschenrechtlern in Libyen immer wieder Gewalt, Erpressung und Zwangsarbeit ausgesetzt. Laut UN gibt es glaubwürdige Informationen, dass etwa 30 nigerianische Frauen und Kinder in vergangenen Jahr sexuell missbraucht und verkauft wurden. Zudem seien libysche Behörden im Oktober angeblich aus Sicherheitsgründen gegen mehr als 5000 [Gruppe 1] und [Gruppe 1] vorgegangen, darunter mindestens 1000 Frauen und Kinder. Dabei seien Familien getrennt, ein [Gruppe 1] getötet und andere verletzt worden.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird ausschließlich als Opfer von Gewalt, Menschenrechtsverletzungen und staatlicher Repression in Libyen dargestellt, ohne selbst mit Kriminalität, Sicherheit oder Prävention in Deutschland verknüpft zu sein.",3,True,NO_CRIME_FRAME,"Die Gruppe wird als Opfer von Gewalt, Erpressung, Zwangsarbeit und Menschenrechtsverletzungen dargestellt, ohne dass sie selbst mit Kriminalität, Sicherheitsbedrohung oder Terrorismus in Verbindung gebracht wird.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
58,JUDE,"Regierungsmitglieder äußerten sich zurückhaltend kritisch zu Ben Gvirs Aktion. Seine Präsenz in der Gegend werde nicht dazu beitragen, die Gemüter zu besänftigen, sagte der Generaldirektor des Ministeriums für öffentliche Sicherheit, Tomer Lotan, im Radio. Schärfer fiel der Kommentar eines Abgeordneten der linken Partei Meretz aus, Mossi Raz: Wer ankündige, in dem palästinensischen Stadtteil Scheich Jarrah ein Büro zu eröffnen, „versucht, Feuer zu legen und einen Krieg auszulösen, wie im vergangenen Mai“, sagte er. Auch die Hamas schaltete sich in den eskalierenden Konflikt ein und rief alle Palästinenser dazu auf, sich am Kampf im Westjordanland zu beteiligen. Ein Sprecher der islamistischen Organisation, Mohammad Hamadeh, warnte, die Aggressionen der Siedler und Ben Gvirs seien ein Spiel mit dem Feuer. Ben Gvir erwiderte darauf am Sonntag, diese Ankündigungen müssten von den [Gruppe 1] „nicht mit Kapitulation, sondern mit Gewalt“ erwidert werden.

Scheich Jarrah ist seit Jahren immer wieder Schauplatz friedlicher Proteste, aber auch gewaltsamer Auseinandersetzungen. Siedlerorganisationen versuchen seit einigen Jahren vermehrt, eine Regelung zu nutzen, die es ermöglicht, Palästinenser mit rechtlichen Mitteln aus deren Häusern zu vertreiben. Die palästinensischen Bewohner waren dort nach Israels Staatsgründung angesiedelt worden, als Ostjerusalem unter jordanischer Besatzung stand. Einige der Häuser in Scheich Jarrah waren seit dem ausgehenden 19. Jahrhundert von [Gruppe 1] bewohnt worden, die den Stadtteil Schimon HaZadik nennen, nach dem Grab eines dort gelegenen jüdischen Hohepriestern aus der Zeit des Zweiten Tempels. Die Rechte von Nachfahren dieser jüdischen Bewohner werden häufig von Siedlerorganisationen wahrgenommen. Die jetzigen palästinensischen Bewohner wiederum sind zum großen Teil im Krieg von 1948 aus Gebieten geflohen, die heute israelisches Staatsgebiet sind, etwa in Westjerusalem. Eine Rückkehr dorthin wird ihnen von der israelischen Regierung verwehrt.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt einen geopolitischen Konflikt in Israel/Palästina mit historischen, rechtlichen und gewaltsamen Auseinandersetzungen, die **nicht** explizit mit der Gruppe in Deutschland oder der deutschen inneren Sicherheit verknüpft sind.",3,True,CRIME_FRAME_NEG,"Die Gruppe wird durch Ben Gvirs Aussage explizit mit Gewalt in Verbindung gebracht, indem er dazu aufruft, auf Ankündigungen ""nicht mit Kapitulation, sondern mit Gewalt"" zu reagieren.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
59,,"Der iranische Präsident Ebrahim Raisi versprach noch bei den Vereinten Nationen in New York, der Tod der jungen Frau werde unabhängig untersucht. Er betonte, es gebe Meinungsfreiheit im Iran, aber "" Akte des Chaos""  würden nicht geduldet.

Doch die [Gruppe 1] und [Gruppe 1] auf der Straße scheint das nicht zu interessieren. Abend für Abend weiten sich die Proteste aus und sind zu einer gefährlichen Herausforderung für die iranische Führung geworden. Um das Kopftuch geht es längst nicht mehr.

Die Demonstranten reißen Bilder des religiösen Oberhaupts, Ajatollah Ali Chamenei, von der Wand und rufen "" Tod dem Diktator"" . Mülltonnen und Polizeiautos gehen in Flammen auf, es wird scharf geschossen. Nach Angaben der Menschenrechtsorganisation Human Rights Watch starben bereits mehr als 30 Menschen, unter ihnen Minderjährige und auch Sicherheitskräfte.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Die Gruppe wird als Opfer von Protesten und staatlicher Repression im Ausland dargestellt, ohne dass sie selbst als Täter, Sicherheitsrisiko oder Gewaltunterstützer in Deutschland in Erscheinung tritt.
**Confidence:** 5",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt Proteste und Gewalt im Iran, ohne dass die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland verknüpft wird.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
60,ITA,"„Den Innenminister habe ich schon ein Jährchen gemacht – wenn ihr uns eure Stimme gebt, dann werden wir wieder unsere Grenzen verteidigen und unsere Städte sicher machen“, erklärt Salvini bei jedem seiner Wahlauftritte. „Zero clandestini“ („null [Andere Gruppe] ohne gültige Papiere“) lautet sein Versprechen – und er vergisst dabei, dass die Zahl der „clandestini“ während seiner Zeit als Innenminister massiv zugenommen hatte. Mit den von Salvini durchgesetzten sogenannten Sicherheitsdekreten, die den Aufenthaltstitel der humanitären Aufnahme abgeschafft hatten, wurden Zehntausende [Andere Gruppe], die vorher ein Bleiberecht und damit auch eine Arbeitsbewilligung hatten, von einem Tag auf den anderen wieder in die Illegalität getrieben.

Doch das haben die meisten Wählerinnen und Wähler längst vergessen - und so wird die Immigration, die unter Draghi kein Thema war, bereits wieder zum Wahlkampfschlager Nummer eins. Salvini wird am Donnerstag oder Freitag nach Lampedusa fahren: Der südlichste Punkt der EU, wo jedes Jahr tausende Bootsflüchtlinge ankommen, scheint ihm der ideale Ort für seine Propaganda. „Mit sechs Millionen [Gruppe 1], die in Armut leben, können wir es uns nicht leisten, tausende ankommende [Andere Gruppe] von morgens bis abends zu unterhalten“, erklärt Salvini.

Rechtsextreme Meloni wird als Premierministerin gehandelt",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text thematisiert zwar Migration und politische Rhetorik (z. B. „Grenzen verteidigen“, „Sicherheit der Städte“), verknüpft die **[Gruppe 1]** oder **[andere Gruppe]** jedoch **nicht explizit mit Kriminalität, Gewalt, Terrorismus, Verdacht, Ermittlungen oder Prävention** – stattdessen geht es um **politische Propaganda, Aufenthaltsstatus und humanitäre Debatten** ohne konkrete Sicherheitszuschreibungen.
**Confidence:** **5**",3,True,CRIME_FRAME_NEG,"Die Gruppe ""[Andere Gruppe]"" wird implizit mit Illegalität und Sicherheitsproblemen in Verbindung gebracht, insbesondere durch Salvini's Versprechen ""Zero clandestini"" und die Darstellung von Immigration als Wahlkampfthema, das mit Sicherheit und Grenzverteidigung verknüpft wird.",4.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
61,NLD,"Sprengattacken auf Geldautomaten verfünffacht.  Ich frage mich: Ist es nötig, rund um die Uhr Zugang zu Bargeld zu haben? Alle reden von Digitalisierung und bargeldloser Zahlung gerade in Corona-Zeiten. Warum begrenzt man nicht den zeitlichen Zugang zu Bargeldautomaten? In Düsseldorf [...] kannte ich z.B. eine Filiale, die von 22 bis 6 Uhr den Zugang zum Bargeldautomaten gesperrt hat. [...] Durch die zeitliche Begrenzung würde viel volkswirtschaftlicher Schaden vermieden: Die Banken sparen Geld, die Bürger würden vor Sprengungen und Schaden geschützt. Wann endlich erfolgt hier ein Umdenken und Einlenken bei den Banken? Jens Schmitt,  BO

Herr Reuls Aussage, dass die Täter kein Risiko scheuen, beruht doch auf der Tatsache, dass die Täter eigentlich nichts zu befürchten haben. Sie kommen, sprengen und verschwinden, ohne Risiko. [...] Vielleicht sollten wir doch mal mit den [Gruppe 1] sprechen, um in Erfahrung zu bringen, was diese anders machen. Dort gibt es seit geraumer Zeit so gut wie keine Sprengungen mehr. Wie ist das bloß möglich? Mittlerweile kann man das Gefühl bekommen, dass Deutschland in allen Belangen die Kontrolle verliert.

Axel Rosenbusch, Duisburg",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Text verknüpft die [Gruppe 1] explizit mit Sprengattacken auf Geldautomaten („vielleicht sollten wir doch mal mit den [Gruppe 1] sprechen, um in Erfahrung zu bringen, was diese anders machen“) und stellt sie als mögliche Akteure oder Bezugspunkt für diese Straftaten dar, ohne dies zu relativieren.
**Confidence:** **5**",3,True,CRIME_FRAME_NEG,"Die Gruppe wird implizit mit einer erfolgreichen Strategie zur Vermeidung von Sprengungen in Verbindung gebracht, aber der Kontext suggeriert, dass dies im Vergleich zu Deutschland erfolgt, wo solche Vorfälle häufiger sind, und der zweite Teil des Textes thematisiert das Gefühl, Deutschland verliere die Kontrolle, was eine negative Konnotation hat.",4.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
62,MIGR,"Zwar wollen viele [Gruppe 1] in die USA, andere Länder haben aber eine ungleich größere Last zu tragen. Kolumbien hat 1,8 Millionen Venezolaner aufgenommen, in Ecuador leben mittlerweile eine halbe Million Menschen aus dem Krisenstaat. In Mexiko stellten im vergangenen Jahr 131.000 Menschen einen Asylantrag, 220 Prozent mehr als im Vorjahr. Damit ist Mexiko weltweit das Land mit den drittmeisten [Andere Gruppe].

Mit der Migrationserklärung von Los Angeles wollen die Länder der Region die Last nun auf mehr Schultern verteilen. Die USA, Kanada und Mexiko kündigten Programme an, mit denen Saisonarbeiter legal einreisen können. Die Vereinigten Staaten versprachen, 20.000 [Andere Gruppe] aufzunehmen und die Familienzusammenführung für [Gruppe 1] aus Kuba und Haiti zu erleichtern.

Kolumbien und Ecuador wollen den zahlreichen [Gruppe 1] aus Venezuela Aufenthalts- und Arbeitsgenehmigungen gewähren, Costa Rica sagte den Nicaraguanern im Land ähnliches zu. Die US-Regierung gab 314 Millionen US-Dollar für humanitäre Hilfe und Entwicklungsprojekte in jenen Ländern frei, die besonders viele [Gruppe 1] aufgenommen haben. Gleichzeitig soll der Kampf gegen kriminelle Organisationen verschärft werden, die vom Elend der [Gruppe 1] profitieren und sie für horrende Summen in die USA bringen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Absatz thematisiert Migration, humanitäre Hilfe und geopolitische Asylpolitik ohne explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit oder Prävention – selbst die Erwähnung krimineller Organisationen bezieht sich auf deren Ausbeutung der Gruppe, nicht auf deren Täterschaft.",3,True,CRIME_FRAME_NEG,"Die Gruppe wird indirekt mit kriminellen Organisationen in Verbindung gebracht, die vom Elend der Gruppe profitieren und sie für horrende Summen in die USA bringen, was eine Verknüpfung mit Kriminalität und Sicherheitsbedrohung impliziert.",4.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
63,JUDE,"""Konferenz mit anschließendem Frühstück""

Ins damalige Gästehaus der Sicherheitspolizei und des Sicherheitsdienstes (SD), die ehemalige Villa Marlier, hatte Reinhard Heydrich (Philipp Hochmair), Chef der Sicherheitspolizei und des SD, 14 weitere Männer samt Protokollantin Ingeburg Werlemann (Lilli Fichtner) eingeladen. An Heydrichs Seite saß Adolf Eichmann (Johannes Allmayer), sein Leiter der Abteilung Judenangelegenheiten / Räumungsangelegenheiten im Reichssicherheitshauptamt. Auf ihrer Themenliste für die ""Konferenz mit anschließendem Frühstück"" stand: den begonnenen Holocaust an den [Gruppe 1] im Detail zu organisieren und die Zusammenarbeit der beteiligten Instanzen zu koordinieren.

Die anderen Herren der Runde, von denen acht einen akademischen Doktortitel trugen, waren Vertreter der SS, der NSDAP sowie der Ministerialbürokratie. Verkörpert werden sie in ""Die Wannseekonferenz"" von mitunter bekannten Schauspielern wie Godehard Giese, Maximilian Brückner, Simon Schwarz und Thomas Loibl.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt eine fiktionale Darstellung (Film *Die Wannseekonferenz*) der historischen Planung des Holocaust, ohne aktuelle Kriminalität, Sicherheitsbedrohung oder Prävention in Deutschland zu thematisieren.",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt eine historische Konferenz im Kontext des Holocausts, bei der die Gruppe als Opfer von Gewalt und Verfolgung dargestellt wird, ohne dass die Gruppe selbst mit Kriminalität, Sicherheitsbedrohung oder Prävention verknüpft wird.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
64,UKR,"Nach Beginn des Krieges sind viele [Andere Gruppe] mit Autokorsos durch deutsche Städte gefahren und haben den Überfall auf die Ukraine bejubelt. Diese Leute sind sehr stolz auf diesen Krieg, und viele von ihnen sind deutsche Staatsbürger. Das ist ein Problem, mit dem sich die Bundesregierung befassen muss. Je mehr Leute nach Deutschland kommen und diesen genozidalen Krieg unterstützen, desto größer wird das Sicherheitsrisiko.

Fürchten Sie Anschläge auf [Gruppe 1] und [Gruppe 1]

Es hat schon Brandanschläge auf Unterkünfte für [Andere Gruppe] [Gruppe 1] gegeben. Wir warten auf die Ergebnisse der Untersuchung. Es muss schnell geklärt werden, wer dahintersteckt. Und ich hoffe sehr, dass niemand auf die Idee kommt, [Andere Gruppe] in denselben Flüchtlingsheimen unterzubringen wie [Gruppe 1]. Die Gefahr, dass Menschen zu Schaden kommen, die gerade dem Krieg entkommen sind, wäre einfach zu groß.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Absatz verknüpft die **[Andere Gruppe]** explizit mit der **Unterstützung eines Krieges** (kein innerdeutscher Sicherheitskontext) und mit **Brandanschlägen auf ihre Unterkünfte**, bei denen sie als **Opfer** dargestellt wird – nicht als Täter oder Sicherheitsrisiko. Die **[Gruppe 1]** wird nur als mögliche Opfergruppe erwähnt, ohne selbst mit Kriminalität, Gewalt oder Sicherheitsbedrohungen assoziiert zu werden.
**Confidence:** **5**",3,True,CRIME_FRAME_NEG,"Der Absatz verknüpft die [Andere Gruppe] explizit mit der Unterstützung eines Krieges und einem genozidalen Konflikts, was als Sicherheitsrisiko für Deutschland dargestellt wird, und impliziert eine mögliche Bedrohung für [Gruppe 1].",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
65,,"Doch dieses Eintreten für den Frieden mündet in noch mehr Krieg: ""Waffenlieferungen in Kriegsgebiete"" – bisher untersagt in Deutschland – müssen ab jetzt und in diesem Fall unbedingt sein. Die Außenministerin erinnert an unsere ""historische Verantwortung"", die ja bekanntermaßen darin besteht, dass Nazi-Deutschland die [Gruppe 1]:innen fast ausgerottet hatte.

Der Schluss daraus: Weil Putin ""unsere friedliche Ordnung"" angegriffen hat, müssen eben diese [Gruppe 1]:innen dringend zu einem Guerilla-Krieg gegen die russischen Invasoren ermutigt werden – für den Frieden natürlich!

Kein böses Wort übrigens gegen einen ukrainischen Präsidenten, der alle Männer zwischen 18 und 60, die vor dieser Hölle weglaufen wollen, festhält und zwingt, ihr Leben zu opfern für seine Machterhaltung. Kein böses Wort gegen polnische und rumänische Grenzer, die die ukrainischen Männer gewaltsam in ""ihr Vaterland"" zurücktreiben.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text thematisiert einen **Kriegskontext (Ukraine-Konflikt)** und die **Legitimation von Guerilla-Kriegshandlungen durch die Gruppe**, jedoch ohne explizite Verknüpfung mit **innerer Sicherheit Deutschlands**, **Kriminalität**, **Terrorismus** oder **Straftaten im Inland**. Die Gruppe wird hier als **militärische Akteurin in einem ausländischen Konflikt** dargestellt – dies fällt unter die Regelung für **geopolitische Konflikte außerhalb Deutschlands** und ist daher **NO_CRIME_FRAME**.
**Confidence:** 5",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt einen Kriegskontext und geopolitische Konflikte zwischen Staaten, ohne dass die Gruppe explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention im deutschen Inland verknüpft wird.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
66,,"Donezk. Das Oberste Gericht der international nicht anerkannten »Volksrepublik Donezk« hat Anklage gegen zwei [Gruppe 1] und einen [Andere Gruppe] wegen Söldnertums erhoben. Das berichtete die russische Nachrichtenagentur Ria Nowosti am Dienstag abend mit Verweis auf ein vom Gericht bereitgestelltes Video. Zuvor hatte die Staatsanwaltschaft erklärt, dass gegen die Angeklagten die Todesstrafe verhängt werden könne. (dpa/jW)",NO_CRIME_FRAME,NO_CRIME_FRAME,Die Straftat (Söldnertum) findet im Kontext eines **geopolitischen Konflikts außerhalb Deutschlands** statt und betrifft keine Bedrohung der inneren Sicherheit Deutschlands.,3,True,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit Söldnertum, einer Straftat, in Verbindung gebracht und gegen zwei Mitglieder der Gruppe wird Anklage erhoben, was eine direkte Verknüpfung mit Kriminalität darstellt.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
67,MUSL,"Schon am ersten Prozesstag wurde klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt – doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf »Allahu Akbar« (»Gott ist groß«) gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. »Zu keinem Zeitpunkt hat es terroristische Motive gegeben«, versicherte der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Seit Jahren psychisch auffällig",CRIME_FRAME_NEG,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Absatz verknüpft zwar den Täter (ein Mitglied der *Anderen Gruppe*) mit extremistischen Äußerungen und terroristischen Motiven, aber die **[Gruppe 1]** wird nur als religiöse Referenzgruppe (Islam) erwähnt, ohne selbst als Täter, Verdächtige, Unterstützerin oder Sicherheitsrisiko dargestellt zu werden. Die Ermittler fanden keine Hinweise auf Extremismus bei der **[Gruppe 1]**, und der Fokus liegt auf dem Täter der *Anderen Gruppe*.
**Confidence:** **5**",3,True,CRIME_FRAME_NEG,"Der Absatz verknüpft die [Andere Gruppe] explizit mit einem Angriff, bei dem der Täter aus Hass auf Deutschland handelte und den Ausruf ""Allahu Akbar"" rief, was als Schlachtruf von Dschihadisten und [Andere Gruppe] verwendet wird, und verbindet dies mit Extremismus, auch wenn der Anwalt des Beschuldigten terroristische Motive abstreitet.",4.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
68,AUT,"Frankfurt Mehr als 20 Jahre nach seiner Abschiebung aus Deutschland ist ein wegen mehrfachen Mordes verurteilter 71-Jähriger bei seiner Ankunft am Frankfurter Flughafen verhaftet worden. Der [Gruppe 1] sei in den 1980er-Jahren in diverse Straftaten im Hamburger Rotlichtmilieu verwickelt gewesen, teilte die Bundespolizei mit. Das Landgericht Hamburg hatte den Mann 1990 wegen mehrerer Auftragsmorde zu einer lebenslangen Freiheitsstrafe verurteilt. Nach einer angerechneten Haftzeit von mehr als 13 Jahren sei er dann nach Österreich abgeschoben worden. Der 71-Jährige war bereits am Sonntag aus der Dominikanischen Republik gekommen und wollte über Frankfurt nach Wien weiterfliegen. "" Durch die Wiedereinreise nach Deutschland muss der [Gruppe 1] nun seine Restfreiheitsstrafe ableisten"" , so die Bundespolizei.  dpa",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit schweren Straftaten (mehrfacher Mord, Auftragsmorde) und einer laufenden Strafverfolgung (Verhaftung bei Wiedereinreise, Restfreiheitsstrafe).
**Confidence:** 5",3,True,CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das wegen mehrfachen Mordes verurteilt wurde und nun seine Restfreiheitsstrafe ableisten muss, wodurch die Gruppe explizit mit Kriminalität verknüpft wird.",5.0,CRIME_FRAME_NEG,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
69,ARAB,"Anschlag am Sonntag

Erst am Sonntag waren bei einem Anschlag in der Küstenstadt Chadera zwei Polizisten und beide Attentäter getötet worden. Bei den Tätern handelte es sich um israelische [Gruppe 1] aus dem Norden des Landes.

Vor einer Woche waren bei einem weiteren Terroranschlag in Beerscheva im Süden Israels vier Menschen getötet worden, zwei Männer und zwei Frauen. Der Attentäter, ein Beduine aus der Negev-Wüste, wurde von Passanten erschossen. Es war einer der schwersten Anschläge mit israelischen Opfern der vergangenen Jahre.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird als Täterin von Terroranschlägen in Israel genannt, aber da es sich um einen **ausschließlich ausländischen Konflikt** (Israel/Palästina) ohne Bezug zur **inneren Sicherheit Deutschlands** handelt, zählt dies nicht als Kriminalitäts- oder Sicherheitsrahmen im deutschen Kontext.",3,True,NO_CRIME_FRAME,"Der Absatz beschreibt Terroranschläge in Israel, bei denen israelische [Gruppe 1] als Täter und Opfer erwähnt werden, aber der Kontext ist ein ausländischer Konflikt und nicht die innere Sicherheit Deutschlands.",5.0,NO_CRIME_FRAME,Meta-Llama-3.3-70B-Instruct-AWQ-INT4
