testset_id,group,text_block_en,final_human_label,fewshot_label,fewshot_explanation
67,MUSL,"Schon am ersten Prozesstag wurde klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt – doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf »Allahu Akbar« (»Gott ist groß«) gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. »Zu keinem Zeitpunkt hat es terroristische Motive gegeben«, versicherte der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Seit Jahren psychisch auffällig",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Beschuldigte wird explizit als Mitglied der **[Andere Gruppe]** mit einer terroristischen Tat (Attacke mit Hassmotiv und Ausruf von *""Allahu Akbar""*) verknüpft, wobei Ermittlungen und Vorwürfe der Generalstaatsanwaltschaft direkt auf seine Gruppenzugehörigkeit Bezug nehmen – selbst wenn der Anwalt später fehlende terroristische Motive betont. Die Verknüpfung mit Extremismus und der religiöse Schlachtruf sind zentrale Indikatoren für **CRIME_FRAME_NEG**."
68,AUT,"Frankfurt Mehr als 20 Jahre nach seiner Abschiebung aus Deutschland ist ein wegen mehrfachen Mordes verurteilter 71-Jähriger bei seiner Ankunft am Frankfurter Flughafen verhaftet worden. Der [Gruppe 1] sei in den 1980er-Jahren in diverse Straftaten im Hamburger Rotlichtmilieu verwickelt gewesen, teilte die Bundespolizei mit. Das Landgericht Hamburg hatte den Mann 1990 wegen mehrerer Auftragsmorde zu einer lebenslangen Freiheitsstrafe verurteilt. Nach einer angerechneten Haftzeit von mehr als 13 Jahren sei er dann nach Österreich abgeschoben worden. Der 71-Jährige war bereits am Sonntag aus der Dominikanischen Republik gekommen und wollte über Frankfurt nach Wien weiterfliegen. "" Durch die Wiedereinreise nach Deutschland muss der [Gruppe 1] nun seine Restfreiheitsstrafe ableisten"" , so die Bundespolizei.  dpa",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit schweren Straftaten (mehrfache Morde, Auftragsmorde) und einer aktuellen Festnahme aufgrund einer Restfreiheitsstrafe, die sie nun in Deutschland ableisten muss."
69,ARAB,"Anschlag am Sonntag

Erst am Sonntag waren bei einem Anschlag in der Küstenstadt Chadera zwei Polizisten und beide Attentäter getötet worden. Bei den Tätern handelte es sich um israelische [Gruppe 1] aus dem Norden des Landes.

Vor einer Woche waren bei einem weiteren Terroranschlag in Beerscheva im Süden Israels vier Menschen getötet worden, zwei Männer und zwei Frauen. Der Attentäter, ein Beduine aus der Negev-Wüste, wurde von Passanten erschossen. Es war einer der schwersten Anschläge mit israelischen Opfern der vergangenen Jahre.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Anschläge und Taten finden außerhalb Deutschlands statt, und es wird kein expliziter Bezug zur deutschen inneren Sicherheit oder zu Gruppenmitgliedern in Deutschland hergestellt."
70,AFG,"Der Mann am späten Sonntagnachmittag in seiner Wohnung im Obergeschoss eines Plattenbaus am Unterhorstweg randaliert. Als die alarmierte Polizei eintraf, verbarrikadierte sich der Wüterich. Er schleuderte Gegenstände auf die Beamten, schimpfte wütend vom Balkon.

Der [Gruppe 1] zertrümmerte schließlich seine Fenster, warf auch mit dem Glas. Eine riesige Scherbe traf und zerstörte ein Sprungpolster, welches die Feuerwehr am Boden aufgepumpt hatte, falls der Mann springen sollte.

Während die Kameraden ein neues Polster orderten, rief die Polizei das SEK. Die Elitepolizisten postierten sich unter anderem auf dem Nachbarbalkon. Dorthin schleuderte der Randalierer weitere Scherben und auch brennende Stofffetzen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz beschreibt ein Gruppenmitglied explizit als Täter von Gewalt und Randalieren, das gezielt Gegenstände auf Polizeibeamte und Feuerwehrkräfte wirft – eine direkte Verknüpfung mit kriminellem Verhalten und Sicherheitsbedrohung."
71,REFUG,"Angesichts der hohen Flüchtlingszahlen will die grün-schwarze Koalition auch in den kommenden zwei Jahren die 1165 Stellen für Integrations-Lehrkräfte...

Stuttgart (dpa/lsw) - Angesichts der hohen Flüchtlingszahlen will die grün-schwarze Koalition auch in den kommenden zwei Jahren die 1165 Stellen für Integrations-Lehrkräfte weiterfinanzieren. Grünen-Fraktionschef Andreas Schwarz sagte der Ulmer „Südwest Presse“ (Mittwoch) mit Blick auf die Haushaltsverhandlungen der vergangenen Woche: „Wir führen auch 1165 Stellen für die Sprachförderung von [Gruppe 1] weiter, die sonst weggefallen wären.“ Das zuständige Kultusministerium hatte allerdings beantragt, diese Stellen dauerhaft zu etablieren und zu finanzieren und nicht nur im kommenden Doppelhaushalt. Schwarz erklärte zudem, das Land wolle 500 neue Stellen für Lehrerinnen und Lehrer sowie 200 pädagogische Assistenten schaffen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Absatz behandelt ausschließlich die Finanzierung von Integrations-Lehrkräften und Sprachförderung ohne jeden Bezug zu Kriminalität, Sicherheit, Prävention oder Verdacht."
72,UKR,"„Was passiert dann? Ein Kolonne wird gestoppt. Ein ungeduldiger General am Ende der Kolonne ist in seinem Panzer oder was auch immer für ein Fahrzeug. Er geht nach vorne, um zu schauen, was passiert ist.“ Dieses mutmaßliche Phänomen begründete Petraeus mit den russischen Kommandostrukturen. Es gebe weder ein Unteroffizierskorps, noch Sinn für Eigeninitiative in den unteren Rängen. Die Soldaten warteten auf Order.

In der Folge begäben sich auch Generäle an die Spitze der Kolonne. „Und die [Gruppe 1] haben sehr sehr gute Scharfschützen und haben sie einfach links und rechts abgeschossen.“ *Merkur.de ist ein Angebot von IPPEN.MEDIA",CRIME_FRAME_NEG,NO_CRIME_FRAME,"Der Text beschreibt einen **Kriegskontext** (russische Kommandostrukturen, Scharfschützenangriffe) ohne expliziten Bezug zur deutschen inneren Sicherheit oder zu einer Gruppe in Deutschland. Selbst wenn die Gruppe als Täterin genannt wird, handelt es sich um einen **militärischen Konflikt außerhalb Deutschlands**, der nicht mit Kriminalität, Sicherheit oder Prävention im deutschen Inland verknüpft ist."
73,ASYL,"So heißt es aus dem bayerischen Innenministerium ganz unumwunden: “Angesichts der Migrationspolitik der neuen Bundesregierung besteht auch im Freistaat die Notwendigkeit, die Kapazitäten an die steigenden Asylzahlen anzupassen.” Ausdrücklich gelte dies besonders für den Zugang angeblicher “Ortskräfte” aus Afghanistan (ein neuer Aliasbegriff für die früheren Kriegsflüchtlinge, deren Zahl offenbar unerschöpflich ist und nicht hinterfragt wird – auch wenn bald auf jeden einstigen in Afghanistan stationierten Bundeswehrsoldaten über 1.000 Ortskräfte entfallen müssten).

Ausdrücklich legen die Behörden inzwischen den Schwerpunkt auf die “Ausweitung der Kapazitäten in der Anschlussunterbringung – also durch Anmietung von Wohnungen und geeigneten Gebäuden für Gemeinschaftsunterkünfte und dezentrale Unterkünfte“, wie die “Welt” einen Sprecher des bayerischen Innenministers Joachim Herrmann zitiert. Hierdurch werde sichergestellt, “dass die in den Anker-Zentren dringend benötigten Plätze wieder schnell verfügbar werden.” Auch andere Bundesländer wappnen sich bereits: So teilt die niedersächsische Regierung laut “Welt” mit, dass man im Januar drei Jugendherbergen eingerichtet und ein Hotel für die Unterbringung von [Gruppe 1] angemietet habe, “um im Zusammenhang mit bundesweit steigenden Ankunftszahlen und den Herausforderungen der Corona-Pandemie die Kapazitäten zu erhöhen.”

Im vergangenen Sommer – also noch vor Faesers unseligem Wirken – war die Zahl der Asylanträge trotz Coronakrise von zuvor monatlich rund 8000 auf bereits über 14.000 angestiegen. Dabei handelt es sich vornehmlich um “Schutzsuchende”, die unerlaubt aus anderen EU-Staaten weiterreisten (sogenannte “EU-Binnenflüchtlinge”), Personen, die sich entweder noch im Aufnahmeverfahren befinden oder bereits abgelehnt wurden. Speziell Deutschland ist erklärtermaßen ihr Hauptziel – weil hier das Abschieberisiko minimal ist und die sozialstaatliche Rundumversorgung geradezu paradiesisch; selbst eine Gefängnisunterbringung kommt – verglichen mit den Lebensbedingungen der Herkunftsländer vieler der sogenannten [Andere Gruppe] – einer Luxusherberge gleich, was möglicherweise auch die überproportionale Straffälligkeit diverser Problemmigranten erklärt.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit „überproportionaler Straffälligkeit“ und deutet an, dass die „Lebensbedingungen“ (z. B. Gefängnisunterbringung als „Luxusherberge“) als mögliche Ursache für Kriminalität dargestellt werden – dies zählt als **generaliserte Bedrohungsrahmung** (auch ohne konkrete Straftaten), da die Gruppe indirekt als Sicherheitsrisiko für Deutschland thematisiert wird. Zudem wird die Gruppe mit „Problemmigranten“ assoziiert, was eine negative Kriminalitätsverknüpfung impliziert."
74,UKR,"Bandera war ideologischer Führer des radikalen Flügels der Organisation Ukrainischer Nationalisten (OUN). Nationalistische Partisanen aus dem Westen der Ukraine waren 1943 für ethnisch motivierte Vertreibungen verantwortlich, bei denen Zehntausende polnische Zivilisten ermordet wurden. Bandera floh nach dem Zweiten Weltkrieg nach Deutschland, wo er 1959 von einem Agenten des sowjetischen Geheimdienstes KGB ermordet wurde. Einige Forscher bezeichnen Bandera als Faschisten.

Für die nächsten Serien sollen die [Gruppe 1] Varianten vorschlagen, forderte Juschtschenko. ""Wir sind wirklich die stärkste Armee der Welt. Denn Macht und Stärke der Armee misst sich nicht in erster Linie an der Zahl der Panzer, sondern der Stärke des Geists!"", schrieb der Politiker.

Juschtschenko war von 2005 bis 2010 Präsident der Ukraine. Er kam über einen 2004 durch Straßenproteste erzwungenen außerordentlichen dritten Wahlgang an die Macht. Nach dem ersten Wahlgang der Präsidentschaftswahlen 2010 verlieh er Bandera den Titel ""Held der Ukraine"", obwohl dieser nie ukrainischer Staatsbürger war. Die Entscheidung wurde von Juschtschenkos Nachfolger Viktor Janukowitsch rückgängig gemacht.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text beschreibt historische Kriegsverbrechen und politische Konflikte in der Ukraine ohne Bezug zur deutschen inneren Sicherheit oder Kriminalität der Gruppe in Deutschland."
75,UKR,"Der rechtsextreme Philosoph Alexander Dugin spricht sich für ein europäisch-asiatisches Reich unter russischer Vorherrschaft aus.

Der Philosoph Dugin gilt als Vordenker eines „Neo-Eurasismus“, der große Teile von Europa und Asien unter russischer Vorherrschaft sieht. Im Kern ist Dugins Ideologie faschistisch. Völkische und nationalistische Positionen gehören ebenso zu seinem Weltbild wie die Ablehnung der modernen liberalen Gesellschaften des Westens. Schon 2014 forderte er, man müsse [Gruppe 1] „töten, töten, töten“. Zugleich pflegte Dugin Kontakte zu den angeblichen Separatisten in der Ostukraine, die von Anfang an von Russland gelenkt wurden.

Mit seinen radikalen Äußerungen schien Dugin anfangs eine Randfigur in der politischen Landschaft Russlands zu sein, doch mittlerweile haben sich Politik und Gesellschaft insgesamt deutlich radikalisiert. Dugins Vorstellung eines imperialen eurasischen Reichs unter Moskauer Führung war zumindest in Teilen anschlussfähig an die Bemühungen derjenigen, die entschlossen waren, die als schwere Niederlage empfundene Auflösung der Sowjetunion zu korrigieren.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text verknüpft die Gruppe **[Gruppe 1]** zwar mit einer expliziten Gewaltforderung („man müsse [Gruppe 1] *töten, töten, töten*“), jedoch findet diese Äußerung **außerhalb Deutschlands** statt (von einem russischen Philosophen in einem geopolitischen Kontext) und wird nicht als direkte Bedrohung der **deutschen inneren Sicherheit** dargestellt. Zudem handelt es sich um eine **ideologische Position** ohne konkreten Bezug zu Straftaten, Ermittlungen oder Sicherheitsmaßnahmen in Deutschland."
76,,"Schon am ersten Prozesstag wird klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt - doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf ""Allahu Akbar"" (""Gott ist groß"") gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. ""Zu keinem Zeitpunkt hat es terroristische Motive gegeben"", versichert der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Fraglich ist, ob dem Mann Mordmerkmale wie Heimtücke und niedrige Beweggründe, etwa Rachsucht oder Zorn, nachzuweisen sind. Und unklar ist, ob die Angehörigen eine Antwort auf ihre Frage bekommen werden, warum der seit Jahren psychisch auffällige Mann nicht längst in einer geschlossenen Psychiatrie saß.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die **[Andere Gruppe]** explizit mit einer mutmaßlichen terroristischen Straftat (Angriff aus Hass auf Deutschland, Ausruf von *""Allahu Akbar""* als Schlachtruf), Ermittlungen und extremistischen Motiven – selbst wenn der Anwalt des Beschuldigten später fehlende terroristische Absichten betont. Die Gruppe wird als potenziell kriminell und sicherheitsrelevant dargestellt."
77,SYR,"Über den Messengerdienst Telegram soll der Jugendliche Kontakt mit einer nicht näher identifizierten Person aufgenommen haben, die ihn in der Zeit bis zum 29. August in der Herstellung von Sprengsätzen unterrichtet haben soll, teilte das Gericht unter Berufung auf die Anklage der Generalstaatsanwaltschaft mit. Früheren Informationen der Ermittler zufolge soll es sich bei dem Mann mit dem Kampfnamen Abu Harb um einen mutmaßlichen IS-Terroristen gehandelt haben. Der Angeklagte soll den Angeklagten um Informationen für den Bau einer Bombe gebeten und diese auch erhalten haben.

Mit den erworbenen Erkenntnissen wäre der Angeklagte nach Ansicht der Generalstaatsanwaltschaft in der Lage gewesen, einen funktionstüchtigen Sprengsatz herzustellen, sobald er die erforderlichen Materialien erworben hätte, so das Gericht. Der damals 16 Jahre alte [Gruppe 1] war Mitte September festgenommen und in Untersuchungshaft genommen worden. Die Polizei war am höchsten jüdischen Feiertag Jom Kippur zu einem Großeinsatz zur Synagoge ausgerückt, um sie zu bewachen.

Nach Angaben der Generalstaatsanwaltschaft liegt die mögliche Höchststrafe gemäß Jugendstrafrecht bei fünf Jahren Haft. Bis Ende April sind bislang insgesamt zehn Verhandlungstage angesetzt. (dpa)",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die [Gruppe 1] explizit mit mutmaßlicher Terrorismusunterstützung (Herstellung von Sprengsätzen, Kontakt zu einem IS-Terroristen) und Ermittlungen gegen ein Gruppenmitglied, das als Verdächtiger in Untersuchungshaft sitzt."
78,RUS,"Der Hang zu extrem rechter Ästhetik ist trotzdem da, der Totenkopf ist nicht das einzige Beispiel. Punfs Arme sind mit Tattoos dekoriert. Zwischen den farbigen Bildern, Schnörkeln und den US-amerikanischen Cartoon-Charaktären Rick and Morty schwebt ein rotes Logo. Ein Hakenkreuz. Auf seinem Finger prangt ein S. Der gleiche Stil der „Schutzstaffel“, der SS der Nazis. Punf bestreitet das. „Das Hakenkreuz ist ein altes Symbol, viel älter als die Nazis, und das S ist eine Sonnenrune.“ Es ist das gängige Argumentationsmuster, um diese Art von Symbolik zu rechtfertigen. „Wir stehen auf die alten Sachen“, sagt er. „Auf germanische, slawische Tradition. Das sind unsere Vorfahren.“

Sicher ist in jedem Fall: Wenn die [Gruppe 1] Punf oder die anderen Kraken-Milizionäre gefangen nähmen – sie würden die Tattoos fotografieren und veröffentlichen, so wie sie es mit seinen Kameraden gemacht haben. Sie würden sich bestätigt sehen in ihrer Behauptung, die Ukraine zu „entnazifizieren“. Für Punf ist das eine akzeptable Aussicht. Alle jungen Asow-Kämpfer haben Zweifel daran, dass sie lange leben. Das ist es ihnen wert.

Nach ihrer Versetzung in den Donbass bricht der Kontakt zu Sledak und Rijs ab. Ein paar Wochen später lädt die Einheit ein neues Video hoch. Es zeigt brutale Kämpfe im Donbass, Feuergefechte aus nächster Nähe. Am Ende nehmen die [Andere Gruppe] zwei russische Soldaten gefangen. Sledak postet das Video, dazu schreibt er: „Deshalb waren wir eine Weile unerreichbar. Das ist unsere Arbeit. Denkt darüber nach, wenn ihr in einem fremden Land sitzt und Bier trinkt.“ Es ist eine Botschaft an die vor dem Krieg geflohenen Landsleute. Sledak und seine Kameraden würden nie fliehen, sagen sie. Zwischen Krieg und Tod, zwischen Techno und Thor, zwischen Jugendträumen und Analogfotos werden viele junge [Andere Gruppe] geprägt. Es ist die Generation Asow.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt fiktionale, kulturelle und symbolische Äußerungen (Tattoos, Ästhetik) sowie Kriegsberichterstattung über einen Konflikt im Ausland (Ukraine/Donbass) ohne expliziten Bezug zur deutschen inneren Sicherheit oder Kriminalität der genannten Gruppen."
79,ARAB,"Der 55-Jährige Fahrer befand sich in einem psychischen Ausnahmezustand und unter dem Einfluss von berauschenden Mitteln. Er wurde noch am selben Tag in eine Fachklinik eingewiesen. In enger Zusammenarbeit mit der Staatsanwaltschaft Traunstein und Staatsanwaltschaft München II führt die Verkehrspolizeiinspektion Rosenheim alle weiteren Ermittlungen. Unter anderen muss sich der Fahrer wegen Freiheitsberaubung, Gefährdung des Straßenverkehrs und Nötigung verantworten.

Auch interessant: Mit Victory-Zeichen brettern vier [Gruppe 1] in Blitzer an A8 am Irschenberg

Weitere Ermittlungen ergaben zudem, dass der 55-Jährige [Andere Gruppe] bereits seit mehr mehreren Kilometern unter waghalsiger Fahrweise über die Autobahn A8, A99 und A9 fuhr. Sollten Sie von einem roten Renault SUV mit roten französischen Kurzzeitkennzeichen gefährdet worden sein oder sind Zeuge dieser Irrfahrt geworden, werden Sie gebeten die Verkehrspolizeiinspektion Rosenheim unter der Telefonnummer 08035/9068-0 zu verständigen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird nur als **Beobachter** einer waghalsigen Fahrweise erwähnt, ohne dass sie selbst als Täter, Verdächtiger, Unterstützer von Straftaten oder Sicherheitsrisiko dargestellt wird – die Kriminalität (Freiheitsberaubung, Gefährdung des Straßenverkehrs) wird explizit einem Mitglied der *Anderen Gruppe* zugeschrieben."
80,ISLMST,"Bislang haben die Hilfsorganisationen Care, Save the Children, die Norwegische Flüchtlingshilfe (NRC), World Vision und das International Rescue Committee (IRC) erklärt, sie hätten ihre Arbeit eingestellt. "" Wir können Kinder, Frauen und Männer in dringender Not nicht ohne unsere weiblichen Angestellten erreichen"" , teilten sie am Sonntag gemeinsam mit. Die Hilfsorganisation Aktion gegen den Hunger stoppte am 25. Dezember ihre Aktivitäten vorübergehend, mit Ausnahme der lebenswichtigen medizinischen Maßnahmen für Kinder, die an akuter Unterernährung leiden. Offen ist noch, wie wichtige UN-Organisationen wie das Kinderhilfswerk Unicef oder das Welternährungsprogramm reagieren.

Die Taliban selbst verbaten sich Kritik an ihrer Entscheidung. Ihr Sprecher Sabiullah Mudschahid rief dazu auf, sich nicht in die internen Angelegenheiten Afghanistans einzumischen. Alle Institutionen, die in Afghanistan tätig werden wollten, seien verpflichtet, die Vorschriften des Landes einzuhalten. Bundesaußenministerin Annalena ­Baer­bock wies die Forderung der [Gruppe 1] am Sonntag zurück. "" Wir werden nicht akzeptieren, dass die Taliban die Humanitäre Hilfe zum Spielball ihrer Frauenverachtung machen"" , twitterte die Grünen-Politikerin. Auch der UN-Generalsekretär, die EU-Kommission und das US-Außenministerium verurteilten den Schritt.

Bereits zuvor hat sich der stellvertretende UN-Sondergesandte in Afghanistan, Markus Potzel, dafür ausgesprochen, dass Deutschland und andere westliche Nationen ihre Botschaften in Kabul wiedereröffnen. "" Mein Appell wäre, dass wieder mehr westliche Staaten hier vertreten sind"" , sagte der frühere deutsche Botschafter in Afghanistan dem RedaktionsNetzwerk Deutschland. Man könne die Lage vor Ort einfach besser einschätzen. Ein solcher Schritt sei nicht gleichbedeutend mit einer Anerkennung des Taliban­regimes, betonte Potzel. Dem Westen sei aber an einem stabilen Afghanistan gelegen, in dem sich die Terrormiliz Islamischer Staat nicht weiter ausbreitet.",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** NO_CRIME_FRAME
**Explanation:** Der Text thematisiert die Taliban als politische Akteure in Afghanistan, die humanitäre Hilfe einschränken, und verknüpft sie mit **Frauenrechten und politischer Kontrolle** – nicht jedoch mit Kriminalität, innerer Sicherheit Deutschlands oder konkreten Straftaten im deutschen Kontext. Die Erwähnung des *Islamischen Staates* als Bedrohung für Afghanistan ist ein **geopolitischer Konflikt außerhalb Deutschlands** und fällt daher unter NO_CRIME_FRAME."
81,USA,"Biden forderte die Menschen außerdem auf, Corona nicht als parteipolitischen Streitpunkt zu betrachten. „Lasst uns aufhören, uns gegenseitig als Feinde zu sehen, und anfangen, uns als das zu sehen, was wir sind, nämlich Mitbürger.“ Es gehe darum, Probleme gemeinsam anzugehen, um vorwärts zu kommen. Seit Beginn der Pandemie sind in den USA mehr als 950.000 Menschen im Zusammenhang mit einer Corona-Infektion gestorben. Die Impfquote stagniert.

Während Demokraten Bidens Rede bejubelten, beklagten führende Republikaner, der Kurs des Präsidenten sei falsch. Die [Gruppe 1] hätten zu leiden unter der hohen Inflation, Kriminalität und den Folgen offener Grenzen. Nötig sei ein politischer Kurswechsel.

Biden hatte bereits am 29. April vergangenen Jahres - gut drei Monate nach seiner Amtsübernahme - eine Rede vor beiden Kongresskammern gehalten. Die erste Ansprache eines neu gewählten US-Präsidenten bei einer gemeinsamen Sitzung des Repräsentantenhauses und des Senats im US-Kapitol wird traditionell aber nicht als Rede zur Lage der Nation bezeichnet. Bei seinem Auftritt im vergangenen Jahr hatte der Demokrat Biden einen amerikanischen Neuanfang nach der Ära seines republikanischen Amtsvorgängers Donald Trump beschworen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird zwar mit Kriminalität erwähnt, aber diese wird nicht explizit mit ihr verknüpft – stattdessen wird sie als Opfer der Folgen (z. B. „die [Gruppe 1] hätten zu leiden unter ... Kriminalität“) dargestellt, ohne dass sie selbst als Täter, Verdächtige oder Sicherheitsrisiko erscheint."
82,GEO,"Parallele zum Tiergarten-Mord

Der Fall ähnelt dem sogenannten Tiergarten-Mord in Berlin. Wegen der Erschießung eines [Gruppe 1] im August 2019 in der Parkanlage Kleiner Tiergarten war ein [Andere Gruppe] Mitte Dezember 2021 zu lebenslanger Haft verurteilt worden. Im Urteil war von ""Staatsterrorismus"" die Rede.

""Vom Prinzip her ist der Fall ähnlich gelagert, wie der Tiergarten-Mord"", sagte die Tschetschenien-Expertin Miriam Katharina Heß von der Deutschen Gesellschaft für Auswärtige Politik vor Prozessbeginn. ""Man kann ihn in die Tradition russischer Auftragsmorde in Europa setzen.""",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Die **[Gruppe 1]** wird im Text ausschließlich als **Opfer** eines Mordes dargestellt, während die Täterschaft explizit einer **anderen Gruppe** ([Andere Gruppe]) zugeschrieben wird – ein Kriminalitäts- oder Sicherheitsrahmen bezieht sich daher nicht auf **[Gruppe 1]**."
83,,"Der Beschuldigte wirkte zu Verhandlungsbeginn etwas verloren, wohl auch wegen des großes Medieninteresses an dem Fall. Nach Angaben seines Verteidigers nimmt er Medikamente.

Der [Gruppe 1] soll bei der Tat am 25. Juni 2021 schuldunfähig gewesen sein. Es gilt als erwiesen, dass der Mann in einem Kaufhaus drei Frauen tötete. Vier weitere Frauen, ein damals 11-jähriges Mädchen und ein 16-Jähriger überlebten die Attacke schwer verletzt. Zudem gab es drei Leichtverletzte. Einer der Angegriffenen blieb unversehrt.

Die Generalstaatsanwaltschaft wirft dem 33-Jährigen in dem Sicherungsverfahren unter anderem Mord in drei Fällen, versuchten Mord in elf Fällen und gefährliche Körperverletzung vor.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einer schweren Straftat (Mord, versuchter Mord, gefährliche Körperverletzung) und stellt sie als Beschuldigten im Ermittlungsverfahren dar – dies zählt als **CRIME_FRAME_NEG** nach den Regeln zu Verdacht, Ermittlungen und Täterschaft."
84,NLD,"Deutsch erklärt, dass die niederländische Regierung, nachdem sie ihre Finanzierung der UAWC 2020 erst einmal nur eingefroren hatte, eine unabhängige Ermittlungskommission eingesetzt habe. Diese sei jetzt erst, nach 18 Monaten, zu ihrem Abschluss gekommen. Nun sei der Beschluss der Regierung, der damals unter dem Vorbehalt der Ermittlungsergebnisse gestanden habe, endgültig, so Deutsch.

Sie erklärt, dass die Ermittlungskommission keine Geheimdienstinformationen habe nutzen dürfen, ihr Ergebnis also nur auf öffentlich zugänglichen Quellen beruhe. „Im Grunde“, sagt Olga Deutsch, habe „die Herangehensweise von NGO Monitor, die sozialen Medien, öffentliche Berichte und öffentliche Bekundungen von Mitgliedschaften“ der PFLP und der UAWC zu analysieren, die [Gruppe 1] zu ihrem Schluss gebracht.

Deutsch nennt die aus ihrer Sicht vier wichtigsten Punkte:",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Absatz beschreibt eine **Ermittlungskommission zu einer NGO ([Gruppe 1] als Organisation, nicht als ethnische/soziale Gruppe im deutschen Kontext)**, die öffentlich zugängliche Quellen (soziale Medien, Berichte, Mitgliedschaften) analysiert – es wird **keine konkrete Straftat, Sicherheitsbedrohung oder Kriminalität in Deutschland** thematisiert, sondern eine **internationale NGO-Finanzierungsdebatte** ohne Bezug zu deutscher innerer Sicherheit oder Täterschaft einer ethnischen/sozialen Gruppe."
