testset_id,group,text_block_en,final_human_label,fewshot_label,fewshot_explanation,fewshot_raw
102,KURD,"Im August attackierten türkische Streitkräfte Stellungen der PKK im türkischen Gaziantep.

Nach dem Bombenanschlag in Istanbul ist sich die türkische Regierung schnell sicher, dass [Gruppe 1] aus Nordsyrien den Auftrag gaben. Nun erfolgt die Antwort Ankaras. Die Luftwaffe fliegt Angriffe vor allem auf die Stadt Kobane und soll dabei nach Angaben einer NGO zwölf Menschen getötet haben.

Die Türkei hat nach Angaben syrisch-kurdischer Kämpfer am Samstag mehrere Orte im Norden Syriens bombardiert, darunter die Stadt Kobane. Die türkische Luftwaffe habe mehrere Angriffe geflogen, sagte ein Sprecher des von kurdischen Einheiten angeführten Militärbündnisses SDF. Nach Angaben der Syrischen Beobachtungsstelle für Menschenrechte mit Sitz in London wurden dabei mindestens sechs Mitglieder des SDF sowie sechs Soldaten der Regierung getötet. Die Beobachtungsstelle bezieht ihre Informationen aus einem Netzwerk verschiedener Quellen in Syrien. Die Angaben der Organisation sind von unabhängiger Seite oft kaum zu überprüfen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Handlungen finden außerhalb Deutschlands statt, und es wird kein expliziter Bezug zur deutschen inneren Sicherheit oder Kriminalität hergestellt. Zudem handelt es sich um militärische Konflikte zwischen Staaten bzw. bewaffneten Gruppen im Ausland.","Label: **NO_CRIME_FRAME**
Explanation: Die Handlungen finden außerhalb Deutschlands statt, und es wird kein expliziter Bezug zur deutschen inneren Sicherheit oder Kriminalität hergestellt. Zudem handelt es sich um militärische Konflikte zwischen Staaten bzw. bewaffneten Gruppen im Ausland."
104,ROU,"Streit um eine Bierflasche

Der Auseinandersetzung habe sich sich um eine kaputte Bierflasche entwickelt, erklärt Erdbeerhof-Chef Robert Dahl am Samstagabend gegenüber der „Ostsee-Zeitung“ (OZ). Die sei einem Mitarbeiter aus Rumänien heruntergefallen. Ein Mann aus der Ukraine soll den [Gruppe 1] dann aufgefordert haben, die Scherben zu beseitigen. Drei weitere [Gruppe 1] kamen hinzu. Sie sollen sinngemäß geäußert haben: „Vor dir lassen wir uns gar nichts sagen“, berichtet die OZ.

Die verbale Auseinandersetzung sei schnell handgreiflich geworden, bei der die rumänischen Männer schließlich mit Stühlen auf die [Andere Gruppe] losgingen. „Das war aber keine Massenschlägerei“, so Dahl. Von den 100 anwesenden Personen hätten die meisten nur zugeschaut. Der Erdbeerhof hat die drei Täter nach eigenen Angaben sofort nach dem Vorfall entlassen. Die Polizei ermittelt wegen des Verdachts des Landfriedensbruchs und schwerer Körperverletzung.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label: CRIME_FRAME_NEG**
**Explanation:** Die **[Gruppe 1]** wird explizit als Tätergruppe mit konkreten Straftaten (Landfriedensbruch, schwere Körperverletzung) und Ermittlungen gegen ihre Mitglieder verknüpft.","**Label: CRIME_FRAME_NEG**
**Explanation:** Die **[Gruppe 1]** wird explizit als Tätergruppe mit konkreten Straftaten (Landfriedensbruch, schwere Körperverletzung) und Ermittlungen gegen ihre Mitglieder verknüpft."
106,BGR,"Rosenheim/A93 – Bei einer Kontrolle auf der A93 nahe Kiefersfelden hat die Bundespolizei einen 21-Jährigen gestoppt, der eine verbotene Waffe bei sich hatte.

600 Euro ist ein [Gruppe 1] am Wochenende (20. August) bei Grenzkontrollen der Rosenheimer Bundespolizei auf der Inntalautobahn A93 losgeworden. „Eine Strafanzeige wegen Verstoßes gegen das Waffengesetz hat der 21-jährige Pkw-Fahrer noch obendrein erhalten“, teilt Sprecher Rainer Scharf von der Bundespolizeiinspektion Rosenheim mit. „Er hatte bei seiner Einreise eine verbotene Waffe dabei.“

Nahe Kiefersfelden unterzogen die Bundespolizisten den in den Niederlanden gemeldeten bulgarischen Fahrzeugführer einer Kontrolle. Mit seinen Papieren war alles in Ordnung, doch in der Umhängetasche, die der Mann um den Hals trug, fanden die Beamten einen Schlagring.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft explizit einen [Gruppe 1]-Mitglied (21-jähriger bulgarischer Pkw-Fahrer) mit einer Straftat (Verstoß gegen das Waffengesetz durch Besitz einer verbotenen Waffe) und polizeilichen Ermittlungen (Kontrolle, Strafanzeige).","**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft explizit einen [Gruppe 1]-Mitglied (21-jähriger bulgarischer Pkw-Fahrer) mit einer Straftat (Verstoß gegen das Waffengesetz durch Besitz einer verbotenen Waffe) und polizeilichen Ermittlungen (Kontrolle, Strafanzeige)."
107,KURD,"Was ist der Hintergrund des Konflikts?

Im jahrzehntealten Konflikt zwischen PKK und dem türkischen Staat sind Tausende Menschen getötet worden. Ankara geht in der Südosttürkei und im Nordirak regelmäßig mit Militäreinsätzen gegen die PKK vor. Diese wiederum verübt immer wieder Anschläge vor allem auf türkische Sicherheitskräfte. Es kommen aber auch Zivilisten dabei ums Leben. Die Türkei wirft der PKK vor, mit Terror die nationale Sicherheit und Einheit zu gefährden. Die PKK argumentiert, sie kämpfe unter anderem für die ""Rechte der [Gruppe 1]"" und gegen Unterdrückung. 2015 war ein Friedensprozess zwischen Türkei und PKK gescheitert.

Warum greift auch der Iran die [Gruppe 1] an?",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Konflikt spielt sich außerhalb Deutschlands ab, und die Gruppe wird als Opfer von Repression oder als Akteurin in einem geopolitischen Konflikt dargestellt, nicht als Bedrohung der deutschen inneren Sicherheit oder Kriminalität.","Label: **NO_CRIME_FRAME**
Explanation: Der Konflikt spielt sich außerhalb Deutschlands ab, und die Gruppe wird als Opfer von Repression oder als Akteurin in einem geopolitischen Konflikt dargestellt, nicht als Bedrohung der deutschen inneren Sicherheit oder Kriminalität."
109,,"Die Ereignisse lösten auch in Spanien Empörung aus. ""Caminando Fronteras"" prangerte an, die Opfer hätten ""stundenlang hilflos gelitten, unter den grausamen Blicken derjenigen, die ihnen hätten helfen sollen und es nicht taten"". Nach Angaben von MAP wurden Dutzende weitere [Andere Gruppe] sowie 140 Sicherheitskräfte verletzt. Das marokkanische Innenministerium warf den [Andere Gruppe] vor, selbst Gewalt eingesetzt zu haben. 133 [Andere Gruppe] sei es gelungen, über den Zaun auf spanisches Gebiet zu gelangen, meldeten spanische Medien.

Marokko war 1956 von Frankreich und Spanien unabhängig geworden. Dennoch hält Spanien dort weiterhin zwei Exklaven: Melilla und das 250 Kilometer weiter westlich gelegene Ceuta an der Meerenge von Gibraltar. Beide Gebiete werden von Marokko beansprucht. In der Nähe warten oft Zehntausende [Gruppe 1] vorwiegend aus Ländern südlich der Sahara auf eine Chance, in die EU zu gelangen.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird im Text nicht mit Kriminalität, Gewalt oder Sicherheitsbedrohungen in Verbindung gebracht, sondern als Opfer von Gewalt und als Menschen, die auf eine Einreise in die EU warten. Die erwähnte Gewalt und Verletzung von Sicherheitskräften bezieht sich auf die *andere Gruppe* (marokkanische Sicherheitskräfte und [Andere Gruppe]), nicht auf [Gruppe 1]. Zudem handelt es sich um einen geopolitischen Konflikt außerhalb Deutschlands.","Label: **NO_CRIME_FRAME**
Explanation: Die Gruppe wird im Text nicht mit Kriminalität, Gewalt oder Sicherheitsbedrohungen in Verbindung gebracht, sondern als Opfer von Gewalt und als Menschen, die auf eine Einreise in die EU warten. Die erwähnte Gewalt und Verletzung von Sicherheitskräften bezieht sich auf die *andere Gruppe* (marokkanische Sicherheitskräfte und [Andere Gruppe]), nicht auf [Gruppe 1]. Zudem handelt es sich um einen geopolitischen Konflikt außerhalb Deutschlands."
110,GBR,"Und weiter: „Ein Junge erlitt eine gebrochene Nase. Pickford war überhaupt nicht verletzt. Er war sofort aus der Tür, als es losging. Pickfords Gruppe fuhr mit einem Kleinbus weg, bevor die Polizei kam.“

Das Handy eines jungen Mannes, der den Vorfall filmte, soll von jemanden aus der Gruppe des [Gruppe 1] zertrümmert worden sein. Everton lehnte eine Stellungnahme ab.

Ein Sprecher der Polizei von Northumbria sagte: „Wir erhielten einen Bericht über eine Störung im Beggar's Bridge Pub. Es wurde berichtet, dass eine Schlägerei zwischen zwei Gruppen von Männern innerhalb des Lokals ausgebrochen ist. Die Ermittlungen dauern an. Jeder, der Informationen hat, wird gebeten, sich mit der Polizei in Verbindung zu setzen.“",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Die Gruppe wird explizit mit einer mutmaßlichen Straftat (Zertrümmerung eines Handys) und einer Schlägerei im Pub verknüpft, wobei die Polizei Ermittlungen führt und die Gruppe als mögliche Täterin oder Beteiligte genannt wird.","Label: **CRIME_FRAME_NEG**
Explanation: Die Gruppe wird explizit mit einer mutmaßlichen Straftat (Zertrümmerung eines Handys) und einer Schlägerei im Pub verknüpft, wobei die Polizei Ermittlungen führt und die Gruppe als mögliche Täterin oder Beteiligte genannt wird."
111,ASYL,"[[Als sich am Samstag um 11.40 Uhr die Tür des Streifenwagens öffnet, führen Polizisten einen Mann in Handschellen ins Amtsgericht Münster, der gar nicht mehr in Deutschland sein dürfte. Der russische Staatsbürger, der mit den Händen seine Hose festhält, ist abgelehnter [Gruppe 1]. Und seit Freitag soll er ein Menschenleben auf dem Gewissen haben!]]

[[Der Mann heißt Nuradi A. (20). Er soll vor einer Woche beim Christopher Street Day in Münster Trans-Mann Malte C. (25) ins Koma geprügelt haben. Das Opfer starb am Freitag in einer Klinik.]]",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Text verknüpft explizit den abgelehnten **[Gruppe 1]**-Mann Nuradi A. mit einer mutmaßlichen schweren Straftat (Tötung durch Prügeln) und stellt ihn als Verdächtigen dar („soll ein Menschenleben auf dem Gewissen haben“). Die Polizei führt ihn in Handschellen vor Gericht, was eine direkte Verbindung zu Ermittlungen und kriminellem Verhalten herstellt.","Label: **CRIME_FRAME_NEG**

Explanation: Der Text verknüpft explizit den abgelehnten **[Gruppe 1]**-Mann Nuradi A. mit einer mutmaßlichen schweren Straftat (Tötung durch Prügeln) und stellt ihn als Verdächtigen dar („soll ein Menschenleben auf dem Gewissen haben“). Die Polizei führt ihn in Handschellen vor Gericht, was eine direkte Verbindung zu Ermittlungen und kriminellem Verhalten herstellt."
113,REFUG,"Wie viele Kriegsflüchtlinge sind bereits in Deutschland?

Das Bundesinnenministerium berichtet bislang von 50.294 nach Deutschland eingereisten Kriegsflüchtlingen aus der Ukraine. «Was wir im Moment sehen, sind ganz, ganz überwiegend Frauen und Kinder», sagte ein Sprecher am Montag in Berlin. Da es keine Grenzkontrollen gibt, kann die tatsächliche Zahl der [Gruppe 1] aber deutlich höher liegen. Die Bundespolizei ist nach Angaben des Ministeriums in der deutsch-polnischen Grenzregion und an Bahnhöfen aber verstärkt im Einsatz, um die Einreise etwa von Kriminellen, die die Situation für sich nutzen, zu verhindern. In [Andere Gruppe] sind nach Angaben des Grenzschutzes seit dem Beginn des Kriegs mehr als eine Million [Gruppe 1] aus dem Nachbarland eingetroffen.

Wie viele [Gruppe 1] werden noch erwartet?",NO_CRIME_FRAME,CRIME_FRAME_NEG,"Der Text verknüpft explizit die Gruppe mit präventiven polizeilichen Maßnahmen („um die Einreise etwa von Kriminellen, die die Situation für sich nutzen, zu verhindern“) und stellt sie als potenzielle Quelle von Kriminalität dar, die durch die Bundespolizei kontrolliert werden muss.","Label: **CRIME_FRAME_NEG**
Explanation: Der Text verknüpft explizit die Gruppe mit präventiven polizeilichen Maßnahmen („um die Einreise etwa von Kriminellen, die die Situation für sich nutzen, zu verhindern“) und stellt sie als potenzielle Quelle von Kriminalität dar, die durch die Bundespolizei kontrolliert werden muss."
114,,"5.2 Politische Verbrecher ohne Moral

5.3 Trickreiches Vorgehen erstreckt sich vom Scheinkampf gegen [Gruppe 1] bis zum Scheinkampf gegen Terroristen

5.4 Zustimmung und Ernsthaftigkeit vorgaukeln, aber insgeheim dagegen sein",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text erwähnt zwar Kriminalität und Terrorismus, verknüpft diese jedoch nicht explizit mit der **[Gruppe 1]**, sondern beschreibt nur ein generisches „Scheinkampf“-Narrativ ohne konkrete Täterschaft, Verdacht oder Sicherheitsbezug der Gruppe.","Label: **NO_CRIME_FRAME**

Explanation: Der Text erwähnt zwar Kriminalität und Terrorismus, verknüpft diese jedoch nicht explizit mit der **[Gruppe 1]**, sondern beschreibt nur ein generisches „Scheinkampf“-Narrativ ohne konkrete Täterschaft, Verdacht oder Sicherheitsbezug der Gruppe."
117,TUN,"Sieben Männer und eine Frau müssen sich in dem Prozess als mutmaßliche Unterstützer verantworten. Drei von ihnen wird Mitgliedschaft in einer terroristischen Vereinigung vorgeworfen. Den Angeklagten drohen Haftstrafen zwischen fünf Jahren und lebenslänglich. Auch zahlreiche andere Angehörige und Betroffene will das Gericht in den kommenden Wochen hören, es gibt mehr als 860 Nebenkläger.

Am 14. Juli 2016, dem französischen Nationalfeiertag, war der [Gruppe 1] Mohamed Lahouaiej Bouhlel abends nach dem Feuerwerk auf der Flaniermeile Promenade des Anglais mit einem tonnenschweren Lastwagen in eine Menschenmenge gerast. Es gab 86 Tote, mehr als 200 Menschen wurden verletzt, darunter eine weitere Berliner Schülerin. Polizisten erschossen den Gewalttäter. Die Terrormiliz Islamischer Staat (IS) reklamierte die Tat für sich. Obwohl die Ermittler Hinweise auf eine islamistische Radikalisierung des Täters fanden, ergab sich keine Verbindung zum IS.

Bewegt und empört schildert die Mutter vor Gericht, dass sie von der Berliner Schule zunächst gar nichts zum Schicksal ihrer Tochter erfahren habe. Sie habe angerufen um zu hören, ob die Klasse betroffen sei. „Ja, und ihre Tochter ist verschwunden“, habe man ihr gesagt. Ein zermürbendes Warten ohne Informationen habe eingesetzt. „Die sind zurückgekommen, ich habe nur den Koffer meiner Tochter bekommen, ich durfte nicht mit den anderen Schülern reden“, sagt die Mutter. Die Polizei habe eine Zahnbürste und eine Bürste ihrer Tochter abgeholt - wohl für eine Identifizierung über die DNA.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Text verknüpft explizit die Gruppe [Gruppe 1] mit dem terroristischen Anschlag von Mohamed Lahouaiej Bouhlel (einem Gruppenmitglied), der als mutmaßlicher Täter und Mitglied einer terroristischen Vereinigung dargestellt wird, sowie mit der Reklamation der Tat durch den IS, was die Gruppe als sicherheitsgefährdend und kriminell einordnet.","Label: **CRIME_FRAME_NEG**

Explanation: Der Text verknüpft explizit die Gruppe [Gruppe 1] mit dem terroristischen Anschlag von Mohamed Lahouaiej Bouhlel (einem Gruppenmitglied), der als mutmaßlicher Täter und Mitglied einer terroristischen Vereinigung dargestellt wird, sowie mit der Reklamation der Tat durch den IS, was die Gruppe als sicherheitsgefährdend und kriminell einordnet."
119,UKR,"Noch am 23. Mai hatte Peskow ausdrücklich bezweifelt, dass Medwedtschuk als ukrainischer Staatsbürger und Zivilist gegen ukrainische Soldaten oder gar die Verteidiger des „Asowstal“-Stahlwerks ausgetauscht werden könne. Russlands Propaganda lastete alle Zerstörungen in der nach zähen Kämpfen eroberten Hafenstadt „neonazistischen“ Verteidigern an, gegen die in Moskau unter anderem ein Tribunal nach dem Muster der Nürnberger Prozesse gefordert wurde. Peskow sagte seinerzeit, „Soldaten und Gefangene neonazistischer Formationen“ seien ganz andere „Personenkategorien“ als Medwedtschuk, „daher kann man kaum über irgendeinen Austausch sprechen“.

Doch lässt sich nun das Ungleichgewicht im Austausch, in dem die [Gruppe 1] nur 56 Personen freiließen, vor allem mit der Bedeutung Medwedtschuks für Putin erklären. Der Präsident soll Taufpate einer Tochter des [Gruppe 1] sein und setzte noch vor wenigen Jahren in der Hoffnung auf eine prorussische Regierung in Kiew auf ihn, doch ohne Erfolg.

Offenbar soll die russische Bevölkerung nun nicht mitbekommen, dass Moskau bereit war, Mitglieder und sogar Kommandeure der über Jahre dämonisierten Nationalgardisten des „Asow“-Regiments gegen wenige eigene Leute sowie einen Putin-Günstling einzutauschen. Einzig das „Oberhaupt“ der „Volksrepublik“ Donezk, Denis Puschilin, sprach von Medwedtschuk sowie freigekommenen 55 „Soldaten“, die nach Kiewer Medien Ränge vom Oberstleutnant abwärts innehaben.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert zwar den Konflikt in der Ukraine und die Zuschreibung von „Neonazismus“ an die Asow-Regiment-Mitglieder, jedoch findet die Handlung **ausschließlich außerhalb Deutschlands** statt, und es wird **kein expliziter Bezug zur deutschen inneren Sicherheit** hergestellt. Zudem geht es um **geopolitische Konflikte und Kriegspropaganda**, nicht um Kriminalität oder Sicherheitsbedrohungen im deutschen Kontext.","Label: **NO_CRIME_FRAME**
Explanation: Der Text thematisiert zwar den Konflikt in der Ukraine und die Zuschreibung von „Neonazismus“ an die Asow-Regiment-Mitglieder, jedoch findet die Handlung **ausschließlich außerhalb Deutschlands** statt, und es wird **kein expliziter Bezug zur deutschen inneren Sicherheit** hergestellt. Zudem geht es um **geopolitische Konflikte und Kriegspropaganda**, nicht um Kriminalität oder Sicherheitsbedrohungen im deutschen Kontext."
120,,"Wie schnell nach dem 24. Februar begannen die Menschen, die Stadt zu verlassen?

Das fing langsam an. Wir haben aus dem Fenster gesehen, wie alle, die die Möglichkeit hatten, sich für die Flucht bereit machten. Die Leute, die nicht fliehen konnten, versteckten sich in ihren Kellern, sie saßen in ihren Wohnungen und warteten auf Rettung. Aber die [Gruppe 1] haben die Stadt so schnell okkupiert, dass es schwierig wurde, sich durch die Stadt zu bewegen. Die Leute hatten Angst, sie trauten sich nicht, ihren eigenen Hof zu verlassen. Am 5. und 6. März wurde dann eine Evakuierung der Stadt versucht. Angeblich gab es Vereinbarungen mit den russischen Streitkräften über einen humanitären Korridor. Wir trugen auch alle weiße Armbänder, um zu zeigen, dass wir Zivilisten sind. Aber die russischen Soldaten haben trotzdem die Überreste der Brücke beschossen, als die Leute fliehen wollten. Ich habe gehört, dass dabei mindestens zwei Menschen getötet wurden.

Wie ist die Situation in Kiew für Sie jetzt?",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt einen **Kriegskontext** (russische Invasion in der Ukraine) und die **Okupation einer Stadt durch russische Streitkräfte**, nicht durch die [Gruppe 1]. Die Gruppe wird hier als **Opfer von Gewalt** dargestellt, nicht als Täter oder Sicherheitsrisiko. Zudem findet die Handlung **ausschließlich außerhalb Deutschlands** statt, ohne expliziten Bezug zur deutschen inneren Sicherheit.","Label: **NO_CRIME_FRAME**
Explanation: Der Text beschreibt einen **Kriegskontext** (russische Invasion in der Ukraine) und die **Okupation einer Stadt durch russische Streitkräfte**, nicht durch die [Gruppe 1]. Die Gruppe wird hier als **Opfer von Gewalt** dargestellt, nicht als Täter oder Sicherheitsrisiko. Zudem findet die Handlung **ausschließlich außerhalb Deutschlands** statt, ohne expliziten Bezug zur deutschen inneren Sicherheit."
123,REFUG,"WELT: Was passt Ihnen denn nicht?

Metsola: Es ist beispielsweise nicht akzeptabel, dass sich die EU-Staaten seit Jahren nicht auf eine einheitliche Asylpolitik und eine solidarische Verteilung von [Gruppe 1] einigen können. Ich weiß, das ist ein schwieriges Thema. Aber die Menschen erwarten hier endlich eine Lösung. Wir sind Mit-Gesetzgeber und werden uns nicht abspeisen lassen mit immer neuen Absichtserklärungen bei EU-Gipfeln oder bei den Treffen der Innenminister. Wir erwarten, dass die EU-Kommission mehr Rückführungsabkommen abschließt, und wir verlangen von den Regierungen Härte gegen illegale Migration und Schleuserkriminalität, faire Asylverfahren und eine ausreichende Integration Asylberechtigter in die Gesellschaft.

WELT: Sollte das EU-Parlament mehr Macht bekommen?",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text erwähnt zwar Schleuserkriminalität und illegale Migration, verknüpft diese jedoch nicht explizit mit der **[Gruppe 1]**, sondern spricht allgemein von „Härte gegen illegale Migration und Schleuserkriminalität“ – ohne die Gruppe als Täter oder Sicherheitsrisiko zu benennen. Die Forderung nach Integration und fairen Asylverfahren deutet zudem auf eine präventive, aber nicht gruppenbezogene Perspektive hin.","Label: **NO_CRIME_FRAME**
Explanation: Der Text erwähnt zwar Schleuserkriminalität und illegale Migration, verknüpft diese jedoch nicht explizit mit der **[Gruppe 1]**, sondern spricht allgemein von „Härte gegen illegale Migration und Schleuserkriminalität“ – ohne die Gruppe als Täter oder Sicherheitsrisiko zu benennen. Die Forderung nach Integration und fairen Asylverfahren deutet zudem auf eine präventive, aber nicht gruppenbezogene Perspektive hin."
125,RUS,"Militäreinsatz falsches Mittel

Der französische Einsatz in Mali habe trotz einiger anfänglicher Erfolge nicht dazu geführt, die Ausbreitung des Dschihadismus einzudämmen, sagte der Sahel-Experte der International Crisis Group (ICG), Richard Moncrieff. Dieser habe tiefere Ursachen politischer, gesellschaftlicher und wirtschaftlicher Natur, die mit einem Militäreinsatz alleine nicht zu beheben seien. ""Mali scheint nun die von den [Gruppe 1] geleistete Militärhilfe zu bevorzugen, aber es ist unwahrscheinlich, dass die [Gruppe 1] es schaffen, mehr zu erreichen.""

Nach Ansicht des Verteidigungsexperten Roland Marchal von der renommierten Pariser Universität Sciences Po wird eine Diskussion auf europäischer Ebene auch darüber nötig sein, ob man weiterhin malische Soldaten ausbilden wolle, die dann unter russischem Kommando kämpfen, womit man indirekt Russland unterstütze. Die wirkliche Sorge, die man haben müsse sei, dass die Ankunft der [Gruppe 1] den Eindruck einer Verbesserung in manchen Zonen vermitteln könne, grundsätzlich aber eine Verschlechterung weiter gehe.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text thematisiert zwar den Dschihadismus und militärische Konflikte, bezieht sich aber ausschließlich auf **Mali und den Sahel-Region** ohne expliziten Bezug zur **inneren Sicherheit Deutschlands** oder konkreten Straftaten, Ermittlungen oder Sicherheitsbedrohungen durch die Gruppe im deutschen Kontext.","Label: **NO_CRIME_FRAME**
Explanation: Der Text thematisiert zwar den Dschihadismus und militärische Konflikte, bezieht sich aber ausschließlich auf **Mali und den Sahel-Region** ohne expliziten Bezug zur **inneren Sicherheit Deutschlands** oder konkreten Straftaten, Ermittlungen oder Sicherheitsbedrohungen durch die Gruppe im deutschen Kontext."
128,JUDE,"Die Seifenblasen platzen. Man muss sich verabschieden von den grandiosen Träumen einer Weltverbesserung durch „Klimarettung“, von der Rolle als Heilsbringer und Führungsmacht, plötzlich ist man mit so profanen Problemen wie der Anschaffung flugfähiger Hubschrauber für die Bundeswehr konfrontiert, mit Bettelfahrten zu den Ölscheichs und dem Ankauf eines Raketensystems ausgerechnet aus Israel. Sechzehn Jahre Angela Merkel waren sechzehn Jahre Aufschieben und Aussitzen. Die erdrückenden Probleme überlässt man der nächsten Generation, die man zuvor an den Gymnasien und Universitäten in einen Zustand gelinder Geistesverwirrung versetzt hat, der sie jetzt, wo es auf Handeln und Tapferkeit ankäme, klagend in die Knie gehen lässt.

Nur in Kreuzberg herrscht Super-Stimmung. Dort sieht man noch Temperament und Lebenslust, Lachen und Schulterklopfen auf der Anti-[Gruppe 1]-Demo. Soweit ist alles beim Alten. Und dann gibt es noch ein paar [Gruppe 1] in Deutschland. Wie dort die Stimmung ist, frage ich lieber nicht.

Zitate: Die Zeit",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text erwähnt zwar eine Anti-[Gruppe 1]-Demo und eine generelle Skepsis gegenüber der Gruppe („wie dort die Stimmung ist, frage ich lieber nicht“), verknüpft dies aber nicht mit konkreter Kriminalität, Sicherheitsbedrohung, Gewalt, Verdacht, Ermittlungen oder Prävention. Es handelt sich um eine subjektive, ironisch-satirische Darstellung ohne expliziten Bezug zu Straftaten oder sicherheitsrelevanten Handlungen der Gruppe.","Label: **NO_CRIME_FRAME**
Explanation: Der Text erwähnt zwar eine Anti-[Gruppe 1]-Demo und eine generelle Skepsis gegenüber der Gruppe („wie dort die Stimmung ist, frage ich lieber nicht“), verknüpft dies aber nicht mit konkreter Kriminalität, Sicherheitsbedrohung, Gewalt, Verdacht, Ermittlungen oder Prävention. Es handelt sich um eine subjektive, ironisch-satirische Darstellung ohne expliziten Bezug zu Straftaten oder sicherheitsrelevanten Handlungen der Gruppe."
131,ISLMST,"Die Macher tragen zusammen, was Ermittler, Psychologen und Journalisten in den vergangenen Jahren an Erkenntnissen zu der Tat gewinnen konnten. So entsteht das beängstigende Psychogramm des Täters, das Bild einer Stadt in Panik, und mehr noch: das Porträt einer Gesellschaft am Rande der Hysterie.

Ein Jahr vor den Schüssen in München war es in Paris zu mehreren islamistisch motivierten Terroranschlägen gekommen, nur wenige Tage zuvor starben in Nizza 85 Menschen bei der Amokfahrt eines [Gruppe 1]. Die ersten Meldungen von Schüssen am Olympia-Einkaufszentrum trafen auf eine panische Großstadtgesellschaft, die sich als neues Ziel islamistischen Terrors wähnte.

Lange war unklar, um wie viele Täter es sich handelte, die Polizei war mit immer mehr Meldungen von angeblichen Schüssen oder verdächtigen Personen aus mehreren Münchner Stadtteilen konfrontiert. Auf Handyaufnahmen ist zu sehen, wie Menschen in Panik aus dem Hofbräuhaus flohen und von innen die Scheiben aufdrückten, obwohl dort zu keinem Zeitpunkt eine Gefahr bestand. 73 dieser angeblichen Tatorte machte die Polizei aus. Erst in den frühen Morgenstunden des 23. Juli stand zweifelsfrei fest, dass ein Einzeltäter geschossen hatte.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Der Text verknüpft die **[Gruppe 1]** explizit mit islamistisch motiviertem Terrorismus (Amokfahrt in Nizza als Beispiel) und stellt sie als mutmaßliche Quelle der Bedrohung dar, indem die Münchner Gesellschaft in Panik vor einem „islamistischen Terroranschlag“ reagiert – selbst wenn sich die konkrete Tat später als Einzeltäter herausstellte. Die Gruppe wird als Sicherheitsrisiko und Auslöser der kollektiven Hysterie dargestellt.","Label: **CRIME_FRAME_NEG**
Explanation: Der Text verknüpft die **[Gruppe 1]** explizit mit islamistisch motiviertem Terrorismus (Amokfahrt in Nizza als Beispiel) und stellt sie als mutmaßliche Quelle der Bedrohung dar, indem die Münchner Gesellschaft in Panik vor einem „islamistischen Terroranschlag“ reagiert – selbst wenn sich die konkrete Tat später als Einzeltäter herausstellte. Die Gruppe wird als Sicherheitsrisiko und Auslöser der kollektiven Hysterie dargestellt."
