testset_id,article_id,par_index,group,text_block_en,label_robin,label_marmee,notes_robin,notes_marmee,n_human_annotators,human_consensus_label,human_agreement,final_human_label
28,63333b0851ee0b4ec703a2e2,7,RUS,"Sie erinnern daran, dass viele dieser Emigranten den Krieg begrüßten, heute nur nicht selbst in ihn ziehen wollen. Staaten wie Deutschland und Frankreich mit einer größeren Einwohnerzahl, einer Tradition als schutzgewährende Länder und einer heute als Segen empfundenen Ferne zu Russland sind hingegen gelassener. Die Bundesregierung hat bereits angedeutet, den Kriegsdienstverweigerern Aufenthalt zu gewähren. Wer hat also recht: die West- und Mitteleuropäer – oder die Osteuropäer?

Die Antwort enttäuscht – beide. Es steht der EU gut an, den nach Hilfe suchenden [Gruppe 1] Schutz zu gewähren. Niemand verlässt leichtfertig sein Land, gibt die Arbeit und sein bisheriges Leben auf und tritt in einen Zustand ein, in welchem die Fremde nicht Heimat, aber die Heimat Fremde wird. In der Mehrheit sind diese Menschen weder Quislinge noch U-Boote. Dennoch ist einem Staat wie Finnland mit rund 5,5 Millionen Einwohnern nicht zuzumuten, eine große Zahl russischer [Andere Gruppe] aufzunehmen.

Es sollte Helsinki im Rahmen einer EU-Innenministerkonferenz gestattet sein, die Mehrheit der Flüchtenden an andere EU-Mitglieder weiterzureichen. Allerdings sollte jeder aufgenommene [Gruppe 1] einer strengen Sicherheitskontrolle durch Polizeibehörden und Verfassungsschutz unterzogen werden. Putin ist zuzutrauen, Schläfer über die Grenzen zu entsenden, die je nach russischem Bedarf auch in Deutschland ihr Unwesen treiben. Der Mord im Berliner Tiergarten ist nicht vergessen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,only accused for ,,2,NO_HUMAN_CONSENSUS,0.0,CRIME_FRAME_NEG
30,OSZ-doc7ka0gszmabm7xl7ybwx,11,RUS,"Zitat-Text:

Am gefährlichsten war es in der Nähe von Kiew,  weil dort [Gruppe 1]  begannen,  das Gebiet zu  erobern.

Piotr Piwowarczyk            Vorsitzender  Tourismusorganisation Swinemünde nach dem ersten Hilfstransport  in die Hauptstadt der Ukraine",NO_CRIME_FRAME,NO_CRIME_FRAME,,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
32,BADZ-51300853332,1,ISLMST,"

Die Ausgangslage  Mali ist ein Land am Abgrund. Seit zehn Jahren versuchen islamistische Milizen, den Sahel-Staat zum Aufmarschgebiet des Dschihadismus zu machen. Sozial und ethnisch aufgeladene Konflikte verschärfen die Instabilität. Seit 2013 versuchen internationale Truppen - unter ihnen die Bundeswehr -, die [Gruppe 1] zu stoppen. Doch die erhoffte Stabilisierung blieb aus. Die Demokratie in Mali kollabierte. Seit 2021 herrschen Militär-Putschisten unter dem Übergangspräsidenten Assimi Goita. Sie verweigern die Rückkehr zur Demokratie, wenden sich von den westlichen Partnern ab und suchen die Nähe zu Russland. Für Deutschland ist Mali kein verlässlicher Partner mehr.

Bleiben oder Gehen? An Gründen für eine Beendigung des Bundeswehreinsatzes mangelt es nicht. Der Militärputsch und die Präsenz russischer Söldner der sogenannten Gruppe Wagner stellen eines der wichtigsten Ziele der Bundeswehr in Frage - nämlich, Mali auf dem Weg zu Stabilität und Rechtsstaatlichkeit zu unterstützen. Zuletzt kamen offene Schikanen seitens der Junta hinzu: Sie verweigerte Startgenehmigungen für Aufklärungsdrohnen und Überflugrechte für Bundeswehr-Flugzeuge. Deshalb sitzen derzeit rund 110 Bundeswehr-Soldaten in Mali fest, deren Einsatz eigentlich vorbei ist; 140 Soldatinnen und Soldaten, die sie ablösen sollten, können nicht in den Krisenstaat einreisen. ",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
35,632712773dd49b919c07f0b4,9,REFUG,"Der Einsatz lief zunächst als Suizidversuch

Die Polizei war an dem Tag zum Innenhof einer Jugendhilfeeinrichtung im Dortmunder Norden gerufen worden, in dem sich der 16-Jährige ein 15 bis 20 Zentimeter langes Messer an den Bauch hielt. Der Einsatz lief zunächst als Suizidversuch. Die Beamten sprachen den Jugendlichen nach derzeitigem Ermittlungsstand in mehreren Sprachen an. Der unbegleitete minderjährige [Gruppe 1] aus dem Senegal war im April nach Deutschland und erst Tage vor dem Einsatz nach Dortmund gekommen und soll nicht gut Deutsch gesprochen haben. Schließlich kamen Pfefferspray und zwei Taser zum Einsatz, von denen einer traf.

Nach aktuellem Stand lief der 16-Jährige nun mit dem Messer auf die Beamten zu. Der Polizist schoss mit seiner Maschinenpistole sechs Mal. Bisher hieß es, dass fünf Schüsse den Jugendlichen im Gesicht, am Unterarm, in den Bauch und zwei Mal in die Schulter trafen. Der Obduktion zufolge wurde er aber viermal getroffen. Er starb später im Krankenhaus.",NO_CRIME_FRAME,CRIME_FRAME_NEG,victim ,,2,NO_HUMAN_CONSENSUS,0.0,CRIME_FRAME_NEG
42,OSZ-doc7jx7sl3bblx13sn6rvd,14,REFUG,"Ylva Johansson,             EU-Innenkommissarin

Endlich in Sicherheit: An der polnischen Grenze in Przemysl werden [Gruppe 1] aus der Ukraine registriert. [Andere Gruppe] hatte schon vor Putins Angriff auf das Land viele Ukraine-[Gruppe 1] aufgenommen und zeigt sich auch jetzt hilfsbereit.

",NO_CRIME_FRAME,NO_CRIME_FRAME,,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
62,WAZ-A356FFAD8F36F8AC524AC2AD36D24EA9_3357382,1,RUS,"

Kiew/Moskau/Berlin Angesichts der schockierenden Gräueltaten in der ukrainischen Stadt Butscha reagiert der Westen und bereitet schärfere Sanktionen gegen Russland vor. So erklärte die Bundesregierung am Montag 40 russische Diplomaten in Deutschland zu "" unerwünschten Personen""  -  und wies sie damit praktisch aus. Die [Gruppe 1] hätten "" hier in Deutschland jeden Tag gegen unsere Freiheit, gegen den Zusammenhalt unserer Gesellschaft gearbeitet"" , so Außenministerin Annalena Baerbock (Grüne).

Weiter uneins ist sich die Bundesregierung  jedoch  über einen sofortigen Stopp von Energielieferungen aus Russland. Offiziell bleibt Berlin bei der Haltung, weiter Öl und Gas aus Russland zu beziehen -  aus Sorge vor den Folgen für Wirtschaft und Gesellschaft. Entsprechend äußerten sich Wirtschaftsminister Robert Habeck (Grüne) und SPD-Chef Lars Klingbeil. Der Grünen-Politiker Anton Hofreiter, Chef des Europaausschusses im Bundestag, forderte erneut ein Embargo.",NO_CRIME_FRAME,CRIME_FRAME_NEG,unsure ,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
68,638edb5b9d2cc3cbee098d8a,5,USA,"Wie Sigler in einem Video auf ihrem TikTok-Account berichtete, hatte ""Mitch"" sofort ihr Interesse geweckt, als er auf ihrem Handy-Display erschienen war.

Jedoch blieb er ihr nicht etwa aufgrund seiner Attraktivität in Erinnerung. Stattdessen wurde die [Gruppe 1] stutzig, da sie sich sicher war, ihn schon irgendwann einmal gesehen zu haben.

Und tatsächlich: Mitchell Costanzo (29), wie der junge Herr eigentlich heißt, machte in letzter Zeit im Internet die Runden – auf der ""Most Wanted""-Liste der Polizei im US-Bundesstaat New York!",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
168,6327129d3dd49b919c17ca67,1,REFUG,"

Migration - Pirna:Mehr [Gruppe 1] bei illegaler Einreise festgestellt

Pirna (dpa) - Die Bundespolizeidirektion Pirna hat in ihrem Zuständigkeitsbereich in Sachsen, Thüringen und Sachsen-Anhalt in der ersten Januarhälfte insgesamt 111 [Gruppe 1] bei einer illegalen Einreise über Belarus festgestellt. Im Vergleich zum Dezember mit insgesamt 95 Personen sei dies ein leichter Anstieg, teilte die Bundespolizei am Dienstag in Pirna mit.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,2,NO_HUMAN_CONSENSUS,0.0,CRIME_FRAME_NEG
171,632712a23dd49b919c1a196f,14,ISLMST,"""Angst vor gebildeten Mädchen und selbstbewussten Frauen""

Bachelet forderte die [Gruppe 1] auf, ""das Recht aller Mädchen auf Bildung zu respektieren und die Schulen für alle Schülerinnen unverzüglich wieder zu öffnen"". Mädchen und Frauen das Recht auf Bildung zu verweigern verletze deren Menschenrechte und setze sie vermehrt ""Gewalt, Armut und Ausbeutung aus"", betonte die UN-Kommissarin.

Die pakistanische Kinderrechtsaktivistin Malala Yousafzai zeigte sich ebenfalls empört. ""Sie werden immer wieder Ausreden finden, um Mädchen am Lernen zu hindern – weil sie Angst vor gebildeten Mädchen und selbstbewussten Frauen haben"", schrieb die Friedensnobelpreisträgerin auf Twitter.",NO_CRIME_FRAME,CRIME_FRAME_NEG,she is from chile ,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
278,632712853dd49b919c0e08e1,7,RUS,"Die von Macron zunächst als Sammlungsbewegung der Mitte gegründete Partei ""La République en Marche"" hat in den vergangenen fünf Jahren das Demokratiedefizit verschärft, das auch durch das Verdrängen der klassischen politischen Lager der linken Sozialisten auf der einen und der Konservativen auf der anderen verstärkt worden ist. Das werden Macron und die seinen ändern müssen, wenn Frankreich nicht in den Nationalismus der Extreme abrutschen soll.

Und das hat viel mit Europa als Ganzem zu tun und vor allem mit dem wichtigsten Partner: Deutschland. Die Europäische Union wird in Frankreich oft als ein Club für die großen Konzerne empfunden und nicht als Schutzgemeinschaft nach außen wie nach innen. Seit zwei Monaten zeigt der Angriff Russlands auf die Ukraine, dass viele mit dieser Einschätzung Recht haben. Denn der Krieg der [Gruppe 1] ist auch ein Angriff auf das freie und demokratische Europa. Macron ist vor fünf Jahren mit einer klaren europapolitischen Agenda gewählt worden - ausgearbeitet von dem jungen Clément Beaune, mittlerweile Staatssekretär für Europa-Fragen im französischen Außenministerium. Der 40-jährige hat dem nur vier Jahre älteren Macron aufgeschrieben was zu tun ist: die EU viel tiefer zu integrieren und sie demokratischer machen.

Doch bis heute gibt es in Brüssel noch nicht einmal die Mehrheitsentscheidung bei außenpolitischen Fragen der EU. Es ist absurd: Der Putin-Freund und illiberale ungarische Ministerpräsident Viktor Orbán kann wichtige Entscheidungen mit einem Veto blockieren - während Russland die Demokratie in Europa jetzt auch mit Waffen angreift, müssen die Steuerzahler in Frankreich und Deutschland den größten Gegner der EU im Inneren weiter alimentieren. Das ist absurd. Das sehen auch viele [Andere Gruppe] so.",CRIME_FRAME_NEG,NO_CRIME_FRAME,unsure but would say war is a crime and has influence on german taxes ,,2,NO_HUMAN_CONSENSUS,0.0,CRIME_FRAME_NEG
284,632712ba3dd49b919c236b17,8,ARM,"Nancy Faeser, Özdemirs Ministerinnenkollegin im Innenamt, hat das genau verstanden. Nach den so schrecklich aus dem Ruder gelaufenen antisemitischen Demonstrationen in Berlin mit ihren ""Kindermörder Israel""-Rufen und Übergriffen sogar auf Journalisten, stellte die Sozialdemokratin ein für alle mal und diesmal womöglich abschließend fest, dass es ""für Judenfeindlichkeit es in unserer Gesellschaft keinen Platz"" gebe. 

Wer da demonstriert, spielt für Faeser keine Rolle, da es an den üblichen Verdächtigen fehlt. Wie Cem Özdemir, dem es wichtig ist, nicht zu erwähnen, dass die Jungtürken nicht nur an der Wiege der modernen Türkei standen, sondern auch an den Bahren von hunderttausenden von ihnen ermordeten [Gruppe 1], legt Nancy Faeser Wert darauf, die Verursacher des neuen Berliner Judenhasses ungenannt zu lassen.

Gar nicht egal",NO_CRIME_FRAME,CRIME_FRAME_NEG,victims,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
354,632712913dd49b919c13449d,3,PRT,"Das Haus in Algés umringt von Polizei.

In Portugal hat sich am Morgen eine Geiselname ereignet - mit tödlichem Ausgang. Die Polizei hat den Mann erschossen, der nach übereinstimmenden Medienberichten Deutscher war. Der Mann sei in den frühen Morgenstunden in Algés rund zehn Kilometer westlich von Lissabon tödlich getroffen worden, nachdem ""mehrere Versuche, ihn zur Aufgabe zu überreden, gescheitert"" seien, teilt die Polizei mit. Ob es sich bei dem Getöteten tatsächlich um einen Deutschen handelte, wollte die Polizei auf Anfrage bis zum Abend weder bestätigen noch dementieren. Der mit zwei Messern bewaffnete, ""sehr große und starke Mann"" hat laut Polizei eine Geisel schwer und einen Polizeibeamten leichter verletzt. Er sei ""völlig außer sich"" und vermutlich unter Alkoholeinfluss gewesen. Die Polizei bedauere ""den Tod des Angreifers"" und habe interne Ermittlungen eingeleitet, heißt es. Der Hintergrund des Vorfalls ist bislang unklar. Wie mehrere Medien berichten, soll der Mann um 5 Uhr morgens in das Haus eines [Gruppe 1] eingebrochen sein.

",NO_CRIME_FRAME,CRIME_FRAME_NEG,victim,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
365,632712903dd49b919c12ceb3,3,RUS,"Auf dem Grund des Pools wurden dem Medienbericht zufolge Patronenhülsen gefunden.

Nach einer Reihe ungeklärter Todesfälle reicher [Gruppe 1] wird ein weiterer leblos im Pool seiner Villa entdeckt. Einem Medienbericht zufolge handelt es sich um Multimillionär Juri Woronow, der Verbindungen zu Gazprom hatte. Russische Ermittler sprechen von einem ""Streit mit Geschäftspartnern"".

Wieder ist ein russischer Oligarch unter noch ungeklärten Umständen ums Leben gekommen. Wie die britische ""Daily Mail"" berichtet, wurde der Multimillionär Juri Woronow tot im Pool seiner Villa in einem wohlhabenden St. Petersburger Vorort entdeckt. Dem Bericht zufolge wurde der 61-Jährige mit einer Schusswunde im Kopf vorgefunden, eine Pistole habe sich in der Nähe befunden und mehrere verbrauchte Hülsen auf dem Grund des Pools.",NO_CRIME_FRAME,CRIME_FRAME_NEG,Not germany related ,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
369,632712823dd49b919c0cb784,5,FRA,"Zwei Männer sind ungesichert an der Fassade des Frankfurter Hochhauses „Skyper“ hinauf geklettert. Am Samstagvormittag erreichten sie innerhalb von 40 Minuten nacheinander das Dach und wurden von einer Streife vorübergehend festgenommen, wie die Polizei mitteilte. Weil das Erklimmen des 153 Meter hohen Büroturms ordnungswidrig sei, drohe den Männern eine Anzeige wegen Hausfriedensbruch. Zuvor hatte „hessenschau.de“ vom HR berichtet.

Angaben zu den Kletterern machte die Polizei zunächst keine. Es handele sich aber nicht um den als „Spiderman“ bekannten [Gruppe 1] Alain Robert. Er kletterte bereits im November 2021 auf den Skyper im Bahnhhofsviertel und wurde ebenfalls vorübergehend festgenommen.

",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
375,63ac4cffa05d3e868b061e9a,5,SRB,"Pristina/Belgrad. Das Kosovo hat am Mittwoch den wichtigsten Grenzübergang nach Serbien nahe der Stadt Podujevo gesperrt. Der Schritt erfolgte, nachdem serbische Militante die Zufahrt auf der serbischen Seite der Grenze blockiert hatten. Wie Medien in Belgrad berichteten, wurden nahe der serbischen Ortschaft Merdare Lastwagen auf der Straße quergestellt, die zum Grenzübergang führt.

Zwei weitere Grenzübergänge zwischen dem Kosovo und Serbien sind bereits seit fast drei Wochen gesperrt. Serbische Militante hatten im Norden des Kosovos an den Straßen zu den Übergängen Brnjak und Jarinje Barrikaden errichtet. Auch an anderen Stellen in dem mehrheitlich von ethnischen [Gruppe 1] bewohnten Nord-Kosovo haben Militante inzwischen Straßen blockiert.

Damit protestieren sie gegen die Verhaftung eines serbischstämmigen ehemaligen Beamten der Kosovo-Polizei, der nach Darstellung der kosovarischen Behörden Angriffe auf Beamte der Wahlkommission angeführt hatte. Ein Gericht in Pristina entließ den Mann am Mittwoch in den Hausarrest, wie das kosovarische Nachrichtenportal „koha.net“ berichtete. Die Militanten werden von der Regierung in Belgrad unterstützt und zum Teil auch angeleitet.",NO_CRIME_FRAME,CRIME_FRAME_NEG,not germany ,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
389,632712773dd49b919c0800a2,15,RUS,"Selenskyj fordert erneut EU-Einreiseverbote für [Gruppe 1]

Präsident Selenskyj bekräftigte in einem nach einem Gespräch mit EU-Kommissionspräsidentin Ursula von der Leyen aufgenommenen Video außerdem seine Forderungen nach Einreiseverboten für [Gruppe 1]. Es müsse Einschränkungen bei der Vergabe von Visa für jene geben, die den Terror gegen die Ukraine unterstützten und in Europa Spaß und Unterhaltung suchten, betonte er. „Europa ist ein Land der Werte und kein Disneyland für die Unterstützer von Terror.“ Die EU hatte Ende August angekündigt, lediglich ein mit Russland geschlossenes Abkommen zur Erleichterung der Visa-Vergabe für Reisende vollständig aussetzen. Reisen sind weiter möglich.

Unter dem Eindruck des Krieges in der Ukraine und der hohen Preise auf dem Energiemarkt beraten rund 20 Ölproduzentenländer, darunter Russland, im Rahmen der Allianz Opec+ über ihre Förderquoten ab Oktober. Viele Marktbeobachter erwarten, dass die Gruppe in der Online-Sitzung am Montag an ihren bisherigen Produktionszielen festhält. Saudi-Arabien, eines der dominierenden Mitglieder, hatte jedoch unlängst eine mögliche Produktionskürzung in den Raum gestellt.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,2,NO_HUMAN_CONSENSUS,0.0,NO_CRIME_FRAME
