testset_id,group,text_block_en,final_human_label,cot_label,cot_reasoning,cot_explanation
47,REFUG,"Ohne diese Diskussionskultur, schreibt Schlauch, wäre es den Grünen niemals möglich gewesen, über drei Legislaturperioden den Ministerpräsidenten in Baden-Württemberg zu stellen. Auch habe Palmer, anders als vom Landesvorstand behauptet, die „politische Durchsetzungsfähigkeit seiner Partei“ nicht herabgesetzt, wie seine Erfolge in Tübingen bei Wahlen und in der Praxis nach 16 Jahren im Amt zeigten. Palmer habe die CO2-Emissionen um 37 Prozent reduziert, ein durchgängiges Radverkehrsnetz gebaut, eine Steuer auf Wegwerfverpackungen und die Solarpflicht für Neubauten eingeführt.

Einige der 24 mutmaßlichen Verfehlungen Palmers versucht Schlauch mit dem Verweis auf grüne Regierungspolitik auszuräumen. Wenn der Oberbürgermeister behaupte, [Andere Gruppe] müssten sich gesetzestreuer verhalten als deutsche Staatsbürger, dann sei das eine Forderung, die sich nun auch in der Koalitionsvereinbarung der Ampel-Regierung finde. Darin wurde eine „Rückführungsoffensive“ für schwere Straftäter und Gefährder vereinbart. Die Forderung, nicht integrationswillige [Gruppe 1] wieder in einer Landeseinrichtung unterzubringen, stehe auch im Koalitionsvertrag der schwarz-grünen Landesregierung in Hessen.

In dem Schriftsatz werden allerdings auch zahlreiche Irrtümer Palmers eingestanden. Mit seiner im Jahr 2011 in einem Strategiepapier für den Parteirat formulierten Empfehlung, das Adoptionsrecht für gleichgeschlechtliche Paare nicht zu einem zentralen Thema zu machen, habe er falsch gelegen. Anders als erwartet, habe es dafür 2017 eine gesellschaftliche Mehrheit gegeben.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die **[Gruppe 1]** wird nicht als Täterin dargestellt, sondern als Ziel von Forderungen nach „gesetzestreuem Verhalten“ und als Gegenstand von Rückführungsmaßnahmen für „schwere Straftäter und Gefährder“ (allerdings ohne explizite Verknüpfung mit der Gruppe selbst). Die **[Andere Gruppe]** wird hingegen als Täterin von Straftaten impliziert („mutmaßliche Verfehlungen“, „schwere Straftäter und Gefährder“), aber nicht als **[Gruppe 1]**.

2. **Bezug zu Deutschland?**
   Ja, der Text bezieht sich explizit auf deutsche Politik (Baden-Württemberg, Hessen, Ampel-Koalition, Landesregierung), Rückführungsmaßnahmen und Sicherheitsdebatten im Inland.

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein, es geht nicht um eine gerahmte Erfolgsgeschichte der Sicherheitsbehörden, sondern um politische Forderungen und Kritik an Integrationswilligkeit.

4. **Gruppe als Quelle von Bedrohung/Kriminalität?**
   **Nein für [Gruppe 1]**: Die Gruppe wird nicht als Täterin oder Sicherheitsrisiko dargestellt, sondern als Ziel von Integrations- und Rückführungsdebatten. Die **[Andere Gruppe]** wird indirekt als kriminell impliziert, aber nicht **[Gruppe 1]**.
   **Ja für [Andere Gruppe]**: Die Formulierung *„[Andere Gruppe] müssten sich gesetzestreuer verhalten als deutsche Staatsbürger“* und die Verknüpfung mit „schweren Straftätern und Gefährdern“ in der Koalitionsvereinbarung deutet eine **generalisierte Bedrohungszuschreibung** an – allerdings **nicht für [Gruppe 1]**.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text verknüpft **[Gruppe 1]** nicht explizit mit Kriminalität, Sicherheit oder Prävention; die Gruppe ist weder Täterin noch Opfer einer Straftat, sondern Gegenstand politischer Forderungen (Rückführung, Integrationsdebatte) ohne Sicherheitsrahmen. Die **[Andere Gruppe]** wird zwar indirekt als kriminell impliziert, aber nicht **[Gruppe 1]**."
48,PRT,"Dem Vorfall vorangegangen war ein jahrelanger Streit mit dem Nachbarn, der ihn mehrfach als [Andere Gruppe] beschimpft haben soll.

Die Staatsanwaltschaft hatte elf Jahre Haft für den [Gruppe 1] gefordert.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Täter oder Opfer?** – Die Gruppe wird als Täter dargestellt (Staatsanwaltschaft fordert Haft für ein Gruppenmitglied).
2. **Deutschland-Bezug?** – Ja, der Vorfall findet in Deutschland statt (Staatsanwaltschaft handelt in Deutschland).
3. **Sicherheitsmassnahme als Erfolg?** – Nein, es geht um eine Strafverfolgung, nicht um Prävention oder Sicherheitsgewinn.
4. **Gruppe als Quelle von Bedrohung/Kriminalität?** – Ja, explizit durch die Strafverfolgung und Haftforderung verknüpft.

**Label:** **CRIME_FRAME_NEG**
**Explanation:** Ein Gruppenmitglied wird als Täter einer Straftat dargestellt und steht unter Ermittlungen (Haftforderung), was eine direkte Verknüpfung mit Kriminalität und Sicherheit in Deutschland darstellt."
49,MIGR,"Laut dem Leiter der gemeinnützigen Organisation, Marco Modrow, beschweren sich immer wieder [Gruppe 1] aus dem Land über die Art der Hilfe, die sie bei der „Tafel“ erhalten. „Die Gäste aus der Ukraine waren pikiert, daß ihnen fremde Menschen die Tasche füllten, daß sie nicht selbst aussuchen konnten. Es gab Ärger, daß mal ein Apfel eine Druckstelle hatte oder das Mindesthaltbarkeitsdatum fast erreicht war“, schilderte er. Das kenne er von anderen [Gruppe 1] wie [Andere Gruppe] nicht.

Ein [Gruppe 1] habe eine seiner Mitarbeiterinnen gar mit einem Salatkopf beworfen, weil er ein wenig welk gewesen sei. „Wir werden hier fast täglich angepöbelt, weil jemandem irgendetwas nicht paßt.“

„Tafel“ fordert [Andere Gruppe] zu Kompromissen auf",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die Gruppe wird als Täterin dargestellt (z. B. „ein [Gruppe 1] habe eine Mitarbeiterin mit einem Salatkopf beworfen“, „wir werden fast täglich angepöbelt“).

2. **Bezug zu Deutschland oder deutscher Sicherheit?**
   Ja, die Ereignisse finden in Deutschland statt (Hilfe durch die „Tafel“ in Deutschland, Konflikte vor Ort).

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein, es geht um Konflikte und aggressive Handlungen, nicht um Prävention oder Sicherheitserfolge.

4. **Gruppe als Quelle von Bedrohung/Kriminalität?**
   Ja, die Gruppe wird explizit mit aggressivem Verhalten (Gewalt, Pöbelei) verknüpft, das als Störung der öffentlichen Ordnung dargestellt wird.

---
**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird direkt mit konkreten Straftaten (Gewalt, Aggression) und Störungen der öffentlichen Ordnung in Deutschland verknüpft, was als Bedrohungsrahmen gilt."
50,REFUG,"Dresden (dpa/sn) - Knapp anderthalb Jahre nach dem gewaltsamen Tod eines jungen Mannes im Plattenbauviertel Gorbitz muss sich ein 22-Jähriger wegen Mordes am Landgericht Dresden verantworten. Die Staatsanwaltschaft wirft ihm laut der am Dienstag verlesenen Anklage zudem versuchten Totschlag, gefährliche Körperverletzung und Diebstahl vor. Danach soll der [Andere Gruppe] aus Afghanistan den gleichaltrigen Landsmann nach einem Streit am 27. Juni 2021 getötet haben, um die anderen Staftaten zu vertuschen. Er hatte sich Stunden später gestellt und Angaben gemacht, seitdem schweigt er. Sein Verteidiger sagte, sein Mandant wolle sich nicht äußern.

Nach Überzeugung der Staatsanwaltschaft hat der Angeklagte seinem Bekannten in der Nacht in dessen Wohnung zunächst ein Messer in den Hals gerammt, dabei eine Schlagader durchtrennt und dann mindestens 100 Euro gestohlen. Er habe das Geld verspielt, sei drei Stunden später zurückgekommen und habe das Opfer mit einem Gürtel erdrosselt. Ein Kommissar fand am Morgen die Leiche verdeckt unter Decken und Kissen neben dem Schlafsofa. Die beiden [Gruppe 1] hatten sich in Deutschland kennengelernt.

Der Prozess wird am Donnerstag fortgesetzt, bis Mitte Dezember sind weitere acht Verhandlungstage geplant.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Der 22-jährige Täter gehört zur **[Andere Gruppe]** (Afghanen), nicht zur **[Gruppe 1]**. Die **[Gruppe 1]** wird hier nicht als Täterin dargestellt, sondern als Opfergruppe (die beiden waren Landsleute des Täters und hatten sich in Deutschland kennengelernt).

2. **Bezug zu Deutschland?**
   Ja, das Ereignis spielt in Dresden (Deutschland) und betrifft die deutsche Justiz (Landgericht Dresden, Staatsanwaltschaft, Polizei).

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein, es geht um eine laufende Anklage und Ermittlungen, nicht um eine erfolgreiche Prävention.

4. **Gruppe als Quelle von Bedrohung/Kriminalität?**
   Nein, die **[Gruppe 1]** wird nicht als Täterin oder Sicherheitsrisiko dargestellt. Der Täter gehört einer anderen Gruppe an, und die **[Gruppe 1]** ist hier nur indirekt als Opferkontext erwähnt (Landsleute des Täters).

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Die **[Gruppe 1]** wird nicht mit Kriminalität, Verdacht oder Sicherheitsbedrohung verknüpft – sie ist nur als Opferkontext (Landsleute des Täters) erwähnt, während der Täter einer anderen Gruppe angehört."
51,AFG,"[[Ein Mitbewohner zu BILD:][ „Man sah ihn kaum, er war zurückhaltend. Arbeit hatte er nicht.“]]

[[In der Unterkunft „Kornkamp“ war im September 2021 eine [Gruppe 1] erstochen, ihr Ehemann später zu lebenslanger Haft verurteilt worden.]]

[[Jetzt der Fall des vergewaltigten Mädchens. Der mutmaßliche Täter wurde einem Richter vorgeführt, der Haftbefehl erließ. Der aus Guinea stammende Mann kam in U-Haft.]]",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Der Text nennt zwei explizite Vorfälle, in denen Mitglieder der **[Gruppe 1]** als **Täter** oder **mutmaßliche Täter** dargestellt werden:
   - Ein Mitglied der Gruppe wurde im September 2021 als **Täter einer Erstichung** verurteilt (lebenslange Haft).
   - Der mutmaßliche Täter der Vergewaltigung eines Mädchens (aus Guinea stammend) wurde festgenommen und in U-Haft genommen.

2. **Bezug zu Deutschland?**
   Beide Vorfälle finden in Deutschland statt:
   - Die Unterkunft „Kornkamp“ liegt in Deutschland (implizit durch den Kontext).
   - Der mutmaßliche Vergewaltiger wurde einem deutschen Richter vorgeführt und ein deutscher Haftbefehl erlassen.

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein. Es geht um **Festnahmen, Ermittlungen und Verurteilungen** – also um **repressive Maßnahmen** gegen Täter, nicht um präventive Erfolge.

4. **Gruppe als Quelle von Bedrohung/Kriminalität?**
   **Ja.** Die Gruppe wird explizit mit schweren Straftaten (Erstichung, Vergewaltigung) verknüpft, wobei ein Fall bereits verurteilt ist und der andere als **mutmaßliche Tat** mit Ermittlungen verbunden wird.

---
**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die **[Gruppe 1]** wird direkt als Täterin schwerer Straftaten in Deutschland dargestellt, wobei ein Fall bereits rechtskräftig verurteilt ist und der andere mit Ermittlungen und Haftbefehl verknüpft wird."
52,GBR,"Im Estadio Ramón Sánchez Pizjuán herrschte von Beginn an eine Wahnsinnsstimmung. Die Eintracht-Fans hatten ihr Team mit einer erneut beeindruckenden Choreographie empfangen, in den Gassen und auf den Plätzen der andalusischen Metropole verfolgten Tausende Anhänger beider Clubs das Endspiel ohne Ticket. Während der Partie berichteten spanische Medien von Auseinandersetzungen beider Fangruppen etwa drei Stunden vor dem Anpfiff. In der Arena überwog die Euphorie. ""Wir werden der Chef im Stadion sein"", hatte Eintracht-Präsident Peter Fischer angekündigt.

Und die Hessen starteten sehr engagiert in die Partie. Mit viel Risiko und scharfen Pässen spielte sich die Eintracht immer wieder an den Rangers-Strafraum – musste in der fünften Minute aber gleich einen Schockmoment überstehen. Rode blieb nach einem Foul von John Lundstram am Kopf blutend auf dem Rasen liegen und wurde mehrere Minuten behandelt. Der [Gruppe 1] hatte den Eintracht-Profi mit dem Schuhstollen an der Stirn getroffen.

Die erste Halbchance hatte Daichi Kamada, der nach einem kurzen Solo aber nicht zum Abschluss kam. Den anschließenden Schuss von Djibril Sow fing Glasgows 40 Jahre alter Torwart Allan McGregor ohne Mühe (12.). Beim Versuch von Ansgar Knauff mit dem linken Fuß hatte McGegor schon mehr Mühe (20.). Die Eintracht war zumindest in der ersten halben Stunde deutlich näher an der Führung, beim Konter über Filip Kostic schien mehr drin (32.).",CRIME_FRAME_NEG,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?** – Die Gruppe wird als Täter dargestellt (ein Mitglied der Gruppe hat einen Schockmoment durch ein Foul mit dem Schuhstollen ausgelöst).
2. **Deutschlandbezug?** – Nein, das Ereignis spielt in Spanien (Estadio Ramón Sánchez Pizjuán, Sevilla) und betrifft ein Fußballspiel ohne Bezug zur deutschen Sicherheit.
3. **Sicherheitsmassnahme als Erfolg?** – Nein, es geht um ein sportliches Ereignis mit einer einzelnen Gewalttat ohne Präventions- oder Sicherheitsrahmen.
4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?** – Nein, die Tat findet in Spanien statt und wird nicht mit Deutschland verknüpft.

**Label:** **NO_CRIME_FRAME**
**Explanation:** Die Gruppe ist zwar Täter einer Straftat (Foul mit Schuhstollen), aber das Ereignis findet in Spanien statt und hat keinen Bezug zur deutschen Sicherheit oder inneren Ordnung."
53,MUSL,"Zur Wahl stehen am 24. April nun nicht nur zwei sehr verschiedene Kandidaten, sondern zwei Gesellschaftsmodelle: Macron sieht in einer engeren Zusammenarbeit der [Andere Gruppe] eine Chance für Frankreich, Le Pen hält sie für eine Bedrohung. Macron möchte die Grenzen des Schengenraums besser schützen, Marine Le Pen will den Schengenraum neu verhandeln. Die Frage ist, für welches Modell sich die [Andere Gruppe] entscheiden werden.

Wollen sie wirklich eine Präsidentin, die das Tragen eines Kopftuchs im öffentlichen Raum unter Strafe stellen will? 135 Euro sollen [Gruppe 1] zahlen, wenn sie das geplante Verbot ignorieren. Ob sie damit nicht gegen das Gebot der freien Religionsausübung verstoße, wurde sie in ihrem ersten Interview nach der Wahl am Dienstagmorgen im Radiosender »France Inter« gefragt.

»Das Kopftuch ist eine islamistische Uniform, keine muslimische Uniform. Es ist die Uniform einer Ideologie, nicht die einer Religion«, antwortete Le Pen.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die Gruppe wird nicht als Täter dargestellt, sondern als mögliche Betroffene eines geplanten Verbots (Kopftuchverbot) und als Zielgruppe politischer Debatten. Es gibt keine explizite Darstellung von Kriminalität oder Gewalt durch die Gruppe selbst.

2. **Bezug zu Deutschland oder deutscher Sicherheit?**
   Der Text bezieht sich auf Frankreich (Schengenraum, Wahl in Frankreich, Kopftuchdebatte in Frankreich). Es wird **kein expliziter Bezug zur deutschen Sicherheit oder deutschen Kriminalität** hergestellt.

3. **Erfolg einer Sicherheitsmaßnahme?**
   Nein, es geht um politische Positionen (Macron vs. Le Pen) und ein geplantes Verbot, das noch nicht umgesetzt ist. Keine Erfolgsrahmung von Prävention oder Sicherheit.

4. **Gruppe als Quelle von Bedrohung/Kriminalität in Deutschland?**
   Nein, die Gruppe wird nicht mit Kriminalität, Sicherheit oder Bedrohung in Deutschland verknüpft. Die Debatte dreht sich um Frankreich, und selbst dort wird das Kopftuch als *politisches Symbol* (nicht als Straftat) diskutiert.

---
**Label:** NO_CRIME_FRAME
**Explanation:** Der Text behandelt eine politische Debatte in Frankreich über ein Kopftuchverbot und verknüpft die Gruppe weder mit Kriminalität noch mit deutscher Sicherheit – selbst die Kopftuch-Diskussion wird als ideologische Frage (nicht als Straftat) gerahmt."
54,GEO,"Noch in der Nacht konnte von den Ermittlern der Grenzpolizei ein weiterer Ladendiebstahl in einem Verbrauchermarkt in Murnau vom Samstag, 19. November 2022, den beiden Verdächtigen nachgewiesen werden. Dort waren 23 Flaschen von bislang unbekannten Tätern entwendet worden. Die Auswertung der Videoaufzeichnungen vom Verbrauchermarkt überführte die beiden Verdächtigen.

Die Weiterfahrt wurde unterbunden und ein Strafverfahren wegen Fahrens ohne Fahrerlaubnis und der Ladendiebstähle eingeleitet. Die Spirituosen wurden sichergestellt. Der 31-jährige [Gruppe 1] wurde aufgefordert das Bundesgebiet zu verlassen. kb",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. Die Gruppe ist **Täter** (zwei Verdächtige der [Gruppe 1] werden als mutmaßliche Täter des Ladendiebstahls und Fahrens ohne Fahrerlaubnis genannt).
2. Das Ereignis findet **in Deutschland** statt (Murnau, Grenzpolizei, Strafverfahren im Bundesgebiet).
3. Es wird **keine Sicherheitsmaßnahme als Erfolg gerahmt** (nur Ermittlungsergebnisse und Strafverfahren).
4. Die Gruppe wird **explizit als Quelle von Kriminalität** dargestellt (Verdacht, Ermittlungen, Ladendiebstahl, Fahrens ohne Fahrerlaubnis).

**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird direkt mit mutmaßlichen Straftaten (Ladendiebstahl, Fahrens ohne Fahrerlaubnis) und Ermittlungen verknüpft, was als kriminelle Zuschreibung gilt."
55,UKR,"Grund zur Beruhigung ist das nicht. Nach Einschätzungen von Expertinnen und Experten ist die Bedrohungslage für ankommende [Gruppe 1] sehr real. Die Sozialarbeiterin und Frauenrechtlerin Sabine Constabel macht in einem Interview mit den Stuttgarter Nachrichten auf die besondere Form der Ansprache von [Andere Gruppe] Frauen aufmerksam: „Die Befürchtung ist, dass da auch Menschenhändler, so genannte Loverboys, unterwegs sind, die erst mal sehr nett zu den Frauen sind, sich um sie kümmern, vielleicht sogar die Sprache sprechen, aber irgendwann eine Gegenleistung einfordern und zu Zuhältern werden.“

Auch die Aktivistin Huschke Mau sieht diese Gefahr und warnt in sozialen Medien sowohl vor Männern, die momentan versuchen würden, sich eine „Privatprostituierte“ zuzulegen, als auch vor organisierter Zuhälterei. Schon bald, so ihre Vorhersage, würden [Andere Gruppe] [Gruppe 1] in deutschen Bordellen arbeiten.

„Bordell Europas“: Prostitution und Sexarbeit in Deutschland",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die Gruppe wird nicht als Opfer dargestellt, sondern als potenzielle **Tätergruppe** (Menschenhändler, Zuhälter, „Privatprostituierte“ in Bordellen) oder als **Opfer von Kriminalität** (Frauen der [Andere Gruppe] als Ziel von Loverboys). Allerdings wird die **[Gruppe 1]** explizit mit **organisierter Kriminalität** (Zuhälterei, Menschenhandel) und **Sexarbeit in Bordellen** verknüpft – hier liegt eine **Täter- oder Risikogruppen-Zuschreibung** vor.

2. **Bezug zu Deutschland?**
   Ja, der Text bezieht sich explizit auf **„deutsche Bordelle“** und die **Bedrohungslage für ankommende [Gruppe 1] in Deutschland**. Die Warnungen vor Menschenhändlern und Zuhälterei finden im **deutschen Kontext** statt (z. B. „Bordell Europas“).

3. **Erfolgreiche Sicherheitsmaßnahme?**
   Nein, es geht nicht um Prävention oder erfolgreiche Maßnahmen, sondern um **Warnungen vor einer drohenden Kriminalitätszunahme**.

4. **Explizite Darstellung als Bedrohung/Kriminalität?**
   **Ja.** Die Gruppe wird als **potenzielle Tätergruppe** (Zuhälter, Menschenhändler) und als **Zielgruppe für organisierte Kriminalität** (Sexarbeit in Bordellen) dargestellt. Die Formulierungen („Befürchtung“, „Gefahr“, „schon bald würden [Gruppe 1] in deutschen Bordellen arbeiten“) deuten auf eine **prognostizierte Kriminalitätszuschreibung** hin – selbst wenn es sich um **Mutmaßungen** handelt, sind diese direkt mit der Gruppe verknüpft.

---
**Label:** **CRIME_FRAME_NEG**
**Explanation:**
Die **[Gruppe 1]** wird explizit mit **organisierter Kriminalität (Zuhälterei, Menschenhandel)** und **Sexarbeit in deutschen Bordellen** verknüpft, wobei Expert:innen und Aktivist:innen eine **Bedrohungslage für Deutschland** beschreiben – dies zählt als **negativer Kriminalitätsrahmen**, auch wenn es sich um Prognosen handelt."
56,RUS,"Krieg in der Ukraine: Ukrainische Justiz: Zunahme sexueller Gewalt durch [Gruppe 1]

Der ukrainische Generalstaatsanwalt Andrij Kostin wirft den [Gruppe 1] grausame Methoden vor.Ann Beatrice Clasmann/dpa

Der ukrainische Generalstaatsanwalt Andrij Kostin hat eine „drastische Zunahme“ sexueller Gewalt durch russische Soldaten angeprangert. Infolge des russischen Angriffskriegs gegen die Ukraine seien alle Geschlechter und Altersklassen betroffen, Kinder ebenso wie Alte, sagte Kostin der Funke Mediengruppe und der französischen Zeitung „Ouest-France“. Russische Soldaten setzten sexuelle Gewalt gezielt ein - als „Kriegsmethode, um [Andere Gruppe] und [Andere Gruppe] zu demütigen“, behauptete er.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. Die Gruppe ([Gruppe 1]) wird als **Täter** dargestellt (sexuelle Gewalt als „Kriegsmethode“).
2. Das Ereignis findet **nicht in Deutschland** statt, und es gibt **keinen expliziten Bezug zur deutschen Sicherheit** (Ukraine-Krieg, keine Erwähnung deutscher Behörden oder Auswirkungen auf Deutschland).
3. Es wird **keine Sicherheitsmaßnahme als Erfolg** gerahmt.
4. Die Gruppe wird **nicht explizit als Quelle von Bedrohung oder Kriminalität in Deutschland** dargestellt.

**Label:** NO_CRIME_FRAME
**Explanation:** Die Vorwürfe beziehen sich auf einen **Kriegskontext außerhalb Deutschlands** ohne Bezug zur deutschen inneren Sicherheit."
57,,"Guterres „zutiefst besorgt“

Sie würden unter „illegalen und oft unmenschlichen Bedingungen“ in von Milizen kontrollierten Gebäuden gehalten oder seien in „geheimen Einrichtungen“ untergebracht. „Ich bin nach wie vor zutiefst besorgt über die anhaltenden Menschenrechtsverletzungen von [Gruppe 1], [Andere Gruppe] und [Andere Gruppe] in Libyen“, schrieb Guterres an die Mitglieder des Sicherheitsrats.

[Gruppe 1] sind nach Angaben von Menschenrechtlern in Libyen immer wieder Gewalt, Erpressung und Zwangsarbeit ausgesetzt. Laut UN gibt es glaubwürdige Informationen, dass etwa 30 nigerianische Frauen und Kinder in vergangenen Jahr sexuell missbraucht und verkauft wurden. Zudem seien libysche Behörden im Oktober angeblich aus Sicherheitsgründen gegen mehr als 5000 [Gruppe 1] und [Gruppe 1] vorgegangen, darunter mindestens 1000 Frauen und Kinder. Dabei seien Familien getrennt, ein [Gruppe 1] getötet und andere verletzt worden.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?** → Die Gruppe wird **ausschließlich als Opfer** von Gewalt, Menschenrechtsverletzungen, Erpressung, Zwangsarbeit, sexueller Misshandlung, willkürlichen Festnahmen und Tötungen durch Milizen und libysche Behörden dargestellt.
2. **Deutschland-Bezug?** → **Nein**. Die Ereignisse finden in **Libyen** statt, ohne expliziten Bezug zur deutschen Sicherheit oder deutschen Behörden.
3. **Sicherheitsmassnahme als Erfolg?** → **Nein**. Es wird keine präventive oder erfolgreiche Sicherheitsmaßnahme thematisiert.
4. **Gruppe als Quelle von Bedrohung/Kriminalität?** → **Nein**. Die Gruppe wird **nicht als Täterin oder Sicherheitsrisiko** dargestellt, sondern als **Opfer von Gewalt und Menschenrechtsverletzungen**.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Die Gruppe wird als Opfer von Gewalt und Menschenrechtsverletzungen in Libyen beschrieben, ohne Bezug zu Deutschland oder einer Darstellung als Täterin oder Sicherheitsgefahr."
58,JUDE,"Regierungsmitglieder äußerten sich zurückhaltend kritisch zu Ben Gvirs Aktion. Seine Präsenz in der Gegend werde nicht dazu beitragen, die Gemüter zu besänftigen, sagte der Generaldirektor des Ministeriums für öffentliche Sicherheit, Tomer Lotan, im Radio. Schärfer fiel der Kommentar eines Abgeordneten der linken Partei Meretz aus, Mossi Raz: Wer ankündige, in dem palästinensischen Stadtteil Scheich Jarrah ein Büro zu eröffnen, „versucht, Feuer zu legen und einen Krieg auszulösen, wie im vergangenen Mai“, sagte er. Auch die Hamas schaltete sich in den eskalierenden Konflikt ein und rief alle Palästinenser dazu auf, sich am Kampf im Westjordanland zu beteiligen. Ein Sprecher der islamistischen Organisation, Mohammad Hamadeh, warnte, die Aggressionen der Siedler und Ben Gvirs seien ein Spiel mit dem Feuer. Ben Gvir erwiderte darauf am Sonntag, diese Ankündigungen müssten von den [Gruppe 1] „nicht mit Kapitulation, sondern mit Gewalt“ erwidert werden.

Scheich Jarrah ist seit Jahren immer wieder Schauplatz friedlicher Proteste, aber auch gewaltsamer Auseinandersetzungen. Siedlerorganisationen versuchen seit einigen Jahren vermehrt, eine Regelung zu nutzen, die es ermöglicht, Palästinenser mit rechtlichen Mitteln aus deren Häusern zu vertreiben. Die palästinensischen Bewohner waren dort nach Israels Staatsgründung angesiedelt worden, als Ostjerusalem unter jordanischer Besatzung stand. Einige der Häuser in Scheich Jarrah waren seit dem ausgehenden 19. Jahrhundert von [Gruppe 1] bewohnt worden, die den Stadtteil Schimon HaZadik nennen, nach dem Grab eines dort gelegenen jüdischen Hohepriestern aus der Zeit des Zweiten Tempels. Die Rechte von Nachfahren dieser jüdischen Bewohner werden häufig von Siedlerorganisationen wahrgenommen. Die jetzigen palästinensischen Bewohner wiederum sind zum großen Teil im Krieg von 1948 aus Gebieten geflohen, die heute israelisches Staatsgebiet sind, etwa in Westjerusalem. Eine Rückkehr dorthin wird ihnen von der israelischen Regierung verwehrt.",NO_CRIME_FRAME,NO_CRIME_FRAME,,"**Reasoning:**
1. **Taeter oder Opfer?**
   Die **[Gruppe 1]** (jüdische Siedler/Israelis) wird als Akteur dargestellt, der Gewalt legitimiert („müssen mit Gewalt erwidert werden“), während palästinensische Bewohner als Opfer von Vertreibungsversuchen und Gewalteskalation beschrieben werden. Die Gruppe selbst wird nicht als Opfer, sondern als potenzielle Gewaltakteurin oder -unterstützerin positioniert.

2. **Bezug zu Deutschland oder deutscher Sicherheit?**
   **Nein.** Der Konflikt spielt sich in Israel/Palästina (Westjordanland, Ostjerusalem) ab, ohne expliziten Bezug zu Deutschland oder deutscher innerer Sicherheit. Selbst die Erwähnung von „Siedlern“ oder „jüdischen Rechten“ bezieht sich auf einen ausländischen Kontext.

3. **Erfolgreiche Sicherheitsmaßnahme?**
   **Nein.** Es geht um Eskalation, nicht um Prävention oder Sicherheitsgewinn.

4. **Explizite Darstellung als Quelle von Bedrohung/Kriminalität in Deutschland?**
   **Nein.** Die Bedrohungsszenarien (Gewaltaufrufe, Siedlerkonflikte) betreffen Israel/Palästina, nicht Deutschland.

---
**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text beschreibt einen **ausländischen Konflikt** (Israel/Palästina) ohne Bezug zu deutscher Sicherheit oder Kriminalität, selbst wenn die Gruppe Gewalt legitimiert – der Kontext ist geopolitisch/militärisch, nicht innerdeutsch."
