testset_id,article_id,par_index,group,text_block_en,label_robin,label_hamid,label_marmee,notes_robin,notes_hamid,notes_marmee,n_human_annotators,human_consensus_label,human_agreement,final_human_label,human_label_for_evaluation
61,WAZ-76DAF8CECF6BA0F3932406CFF5C69134_3166504,2,NLD,"Sprengattacken auf Geldautomaten verfünffacht.  Ich frage mich: Ist es nötig, rund um die Uhr Zugang zu Bargeld zu haben? Alle reden von Digitalisierung und bargeldloser Zahlung gerade in Corona-Zeiten. Warum begrenzt man nicht den zeitlichen Zugang zu Bargeldautomaten? In Düsseldorf [...] kannte ich z.B. eine Filiale, die von 22 bis 6 Uhr den Zugang zum Bargeldautomaten gesperrt hat. [...] Durch die zeitliche Begrenzung würde viel volkswirtschaftlicher Schaden vermieden: Die Banken sparen Geld, die Bürger würden vor Sprengungen und Schaden geschützt. Wann endlich erfolgt hier ein Umdenken und Einlenken bei den Banken? Jens Schmitt,  BO

Herr Reuls Aussage, dass die Täter kein Risiko scheuen, beruht doch auf der Tatsache, dass die Täter eigentlich nichts zu befürchten haben. Sie kommen, sprengen und verschwinden, ohne Risiko. [...] Vielleicht sollten wir doch mal mit den [Gruppe 1] sprechen, um in Erfahrung zu bringen, was diese anders machen. Dort gibt es seit geraumer Zeit so gut wie keine Sprengungen mehr. Wie ist das bloß möglich? Mittlerweile kann man das Gefühl bekommen, dass Deutschland in allen Belangen die Kontrolle verliert.

Axel Rosenbusch, Duisburg",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
62,6327128a3dd49b919c100440,10,MIGR,"Zwar wollen viele [Gruppe 1] in die USA, andere Länder haben aber eine ungleich größere Last zu tragen. Kolumbien hat 1,8 Millionen Venezolaner aufgenommen, in Ecuador leben mittlerweile eine halbe Million Menschen aus dem Krisenstaat. In Mexiko stellten im vergangenen Jahr 131.000 Menschen einen Asylantrag, 220 Prozent mehr als im Vorjahr. Damit ist Mexiko weltweit das Land mit den drittmeisten [Andere Gruppe].

Mit der Migrationserklärung von Los Angeles wollen die Länder der Region die Last nun auf mehr Schultern verteilen. Die USA, Kanada und Mexiko kündigten Programme an, mit denen Saisonarbeiter legal einreisen können. Die Vereinigten Staaten versprachen, 20.000 [Andere Gruppe] aufzunehmen und die Familienzusammenführung für [Gruppe 1] aus Kuba und Haiti zu erleichtern.

Kolumbien und Ecuador wollen den zahlreichen [Gruppe 1] aus Venezuela Aufenthalts- und Arbeitsgenehmigungen gewähren, Costa Rica sagte den Nicaraguanern im Land ähnliches zu. Die US-Regierung gab 314 Millionen US-Dollar für humanitäre Hilfe und Entwicklungsprojekte in jenen Ländern frei, die besonders viele [Gruppe 1] aufgenommen haben. Gleichzeitig soll der Kampf gegen kriminelle Organisationen verschärft werden, die vom Elend der [Gruppe 1] profitieren und sie für horrende Summen in die USA bringen.",,,NO_CRIME_FRAME,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
63,632712843dd49b919c0d7502,7,JUDE,"""Konferenz mit anschließendem Frühstück""

Ins damalige Gästehaus der Sicherheitspolizei und des Sicherheitsdienstes (SD), die ehemalige Villa Marlier, hatte Reinhard Heydrich (Philipp Hochmair), Chef der Sicherheitspolizei und des SD, 14 weitere Männer samt Protokollantin Ingeburg Werlemann (Lilli Fichtner) eingeladen. An Heydrichs Seite saß Adolf Eichmann (Johannes Allmayer), sein Leiter der Abteilung Judenangelegenheiten / Räumungsangelegenheiten im Reichssicherheitshauptamt. Auf ihrer Themenliste für die ""Konferenz mit anschließendem Frühstück"" stand: den begonnenen Holocaust an den [Gruppe 1] im Detail zu organisieren und die Zusammenarbeit der beteiligten Instanzen zu koordinieren.

Die anderen Herren der Runde, von denen acht einen akademischen Doktortitel trugen, waren Vertreter der SS, der NSDAP sowie der Ministerialbürokratie. Verkörpert werden sie in ""Die Wannseekonferenz"" von mitunter bekannten Schauspielern wie Godehard Giese, Maximilian Brückner, Simon Schwarz und Thomas Loibl.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
64,WAZ-7244651F23EA81EA442E036784DD4332_4074813,25,UKR,"Nach Beginn des Krieges sind viele [Andere Gruppe] mit Autokorsos durch deutsche Städte gefahren und haben den Überfall auf die Ukraine bejubelt. Diese Leute sind sehr stolz auf diesen Krieg, und viele von ihnen sind deutsche Staatsbürger. Das ist ein Problem, mit dem sich die Bundesregierung befassen muss. Je mehr Leute nach Deutschland kommen und diesen genozidalen Krieg unterstützen, desto größer wird das Sicherheitsrisiko.

Fürchten Sie Anschläge auf [Gruppe 1] und [Gruppe 1]

Es hat schon Brandanschläge auf Unterkünfte für [Andere Gruppe] [Gruppe 1] gegeben. Wir warten auf die Ergebnisse der Untersuchung. Es muss schnell geklärt werden, wer dahintersteckt. Und ich hoffe sehr, dass niemand auf die Idee kommt, [Andere Gruppe] in denselben Flüchtlingsheimen unterzubringen wie [Gruppe 1]. Die Gefahr, dass Menschen zu Schaden kommen, die gerade dem Krieg entkommen sind, wäre einfach zu groß.",,,CRIME_FRAME_POS,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
65,632712ab3dd49b919c1db432,53,,"Doch dieses Eintreten für den Frieden mündet in noch mehr Krieg: ""Waffenlieferungen in Kriegsgebiete"" – bisher untersagt in Deutschland – müssen ab jetzt und in diesem Fall unbedingt sein. Die Außenministerin erinnert an unsere ""historische Verantwortung"", die ja bekanntermaßen darin besteht, dass Nazi-Deutschland die [Gruppe 1]:innen fast ausgerottet hatte.

Der Schluss daraus: Weil Putin ""unsere friedliche Ordnung"" angegriffen hat, müssen eben diese [Gruppe 1]:innen dringend zu einem Guerilla-Krieg gegen die russischen Invasoren ermutigt werden – für den Frieden natürlich!

Kein böses Wort übrigens gegen einen ukrainischen Präsidenten, der alle Männer zwischen 18 und 60, die vor dieser Hölle weglaufen wollen, festhält und zwingt, ihr Leben zu opfern für seine Machterhaltung. Kein böses Wort gegen polnische und rumänische Grenzer, die die ukrainischen Männer gewaltsam in ""ihr Vaterland"" zurücktreiben.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
66,6327128a3dd49b919c106b36,1,,"Donezk. Das Oberste Gericht der international nicht anerkannten »Volksrepublik Donezk« hat Anklage gegen zwei [Gruppe 1] und einen [Andere Gruppe] wegen Söldnertums erhoben. Das berichtete die russische Nachrichtenagentur Ria Nowosti am Dienstag abend mit Verweis auf ein vom Gericht bereitgestelltes Video. Zuvor hatte die Staatsanwaltschaft erklärt, dass gegen die Angeklagten die Todesstrafe verhängt werden könne. (dpa/jW)",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
67,6327129b3dd49b919c16d85f,6,MUSL,"Schon am ersten Prozesstag wurde klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt – doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf »Allahu Akbar« (»Gott ist groß«) gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. »Zu keinem Zeitpunkt hat es terroristische Motive gegeben«, versicherte der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Seit Jahren psychisch auffällig",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
68,TA-040652CA02480CCCABA3F4F2B312DE71_3344834,1,AUT,"Frankfurt Mehr als 20 Jahre nach seiner Abschiebung aus Deutschland ist ein wegen mehrfachen Mordes verurteilter 71-Jähriger bei seiner Ankunft am Frankfurter Flughafen verhaftet worden. Der [Gruppe 1] sei in den 1980er-Jahren in diverse Straftaten im Hamburger Rotlichtmilieu verwickelt gewesen, teilte die Bundespolizei mit. Das Landgericht Hamburg hatte den Mann 1990 wegen mehrerer Auftragsmorde zu einer lebenslangen Freiheitsstrafe verurteilt. Nach einer angerechneten Haftzeit von mehr als 13 Jahren sei er dann nach Österreich abgeschoben worden. Der 71-Jährige war bereits am Sonntag aus der Dominikanischen Republik gekommen und wollte über Frankfurt nach Wien weiterfliegen. "" Durch die Wiedereinreise nach Deutschland muss der [Gruppe 1] nun seine Restfreiheitsstrafe ableisten"" , so die Bundespolizei.  dpa",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
69,632712a93dd49b919c1cf167,6,ARAB,"Anschlag am Sonntag

Erst am Sonntag waren bei einem Anschlag in der Küstenstadt Chadera zwei Polizisten und beide Attentäter getötet worden. Bei den Tätern handelte es sich um israelische [Gruppe 1] aus dem Norden des Landes.

Vor einer Woche waren bei einem weiteren Terroranschlag in Beerscheva im Süden Israels vier Menschen getötet worden, zwei Männer und zwei Frauen. Der Attentäter, ein Beduine aus der Negev-Wüste, wurde von Passanten erschossen. Es war einer der schwersten Anschläge mit israelischen Opfern der vergangenen Jahre.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
70,632712733dd49b919c06b595,3,AFG,"Der Mann am späten Sonntagnachmittag in seiner Wohnung im Obergeschoss eines Plattenbaus am Unterhorstweg randaliert. Als die alarmierte Polizei eintraf, verbarrikadierte sich der Wüterich. Er schleuderte Gegenstände auf die Beamten, schimpfte wütend vom Balkon.

Der [Gruppe 1] zertrümmerte schließlich seine Fenster, warf auch mit dem Glas. Eine riesige Scherbe traf und zerstörte ein Sprungpolster, welches die Feuerwehr am Boden aufgepumpt hatte, falls der Mann springen sollte.

Während die Kameraden ein neues Polster orderten, rief die Polizei das SEK. Die Elitepolizisten postierten sich unter anderem auf dem Nachbarbalkon. Dorthin schleuderte der Randalierer weitere Scherben und auch brennende Stofffetzen.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
71,SZ_added_86c33a8dafe7b84ba1ae1c9e522aed5cf64b719a_,2,REFUG,"Angesichts der hohen Flüchtlingszahlen will die grün-schwarze Koalition auch in den kommenden zwei Jahren die 1165 Stellen für Integrations-Lehrkräfte...

Stuttgart (dpa/lsw) - Angesichts der hohen Flüchtlingszahlen will die grün-schwarze Koalition auch in den kommenden zwei Jahren die 1165 Stellen für Integrations-Lehrkräfte weiterfinanzieren. Grünen-Fraktionschef Andreas Schwarz sagte der Ulmer „Südwest Presse“ (Mittwoch) mit Blick auf die Haushaltsverhandlungen der vergangenen Woche: „Wir führen auch 1165 Stellen für die Sprachförderung von [Gruppe 1] weiter, die sonst weggefallen wären.“ Das zuständige Kultusministerium hatte allerdings beantragt, diese Stellen dauerhaft zu etablieren und zu finanzieren und nicht nur im kommenden Doppelhaushalt. Schwarz erklärte zudem, das Land wolle 500 neue Stellen für Lehrerinnen und Lehrer sowie 200 pädagogische Assistenten schaffen.",,,NO_CRIME_FRAME,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
72,632712893dd49b919c0fcab8,12,UKR,"„Was passiert dann? Ein Kolonne wird gestoppt. Ein ungeduldiger General am Ende der Kolonne ist in seinem Panzer oder was auch immer für ein Fahrzeug. Er geht nach vorne, um zu schauen, was passiert ist.“ Dieses mutmaßliche Phänomen begründete Petraeus mit den russischen Kommandostrukturen. Es gebe weder ein Unteroffizierskorps, noch Sinn für Eigeninitiative in den unteren Rängen. Die Soldaten warteten auf Order.

In der Folge begäben sich auch Generäle an die Spitze der Kolonne. „Und die [Gruppe 1] haben sehr sehr gute Scharfschützen und haben sie einfach links und rechts abgeschossen.“ *Merkur.de ist ein Angebot von IPPEN.MEDIA",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
73,6327128a3dd49b919c103ff8,12,ASYL,"So heißt es aus dem bayerischen Innenministerium ganz unumwunden: “Angesichts der Migrationspolitik der neuen Bundesregierung besteht auch im Freistaat die Notwendigkeit, die Kapazitäten an die steigenden Asylzahlen anzupassen.” Ausdrücklich gelte dies besonders für den Zugang angeblicher “Ortskräfte” aus Afghanistan (ein neuer Aliasbegriff für die früheren Kriegsflüchtlinge, deren Zahl offenbar unerschöpflich ist und nicht hinterfragt wird – auch wenn bald auf jeden einstigen in Afghanistan stationierten Bundeswehrsoldaten über 1.000 Ortskräfte entfallen müssten).

Ausdrücklich legen die Behörden inzwischen den Schwerpunkt auf die “Ausweitung der Kapazitäten in der Anschlussunterbringung – also durch Anmietung von Wohnungen und geeigneten Gebäuden für Gemeinschaftsunterkünfte und dezentrale Unterkünfte“, wie die “Welt” einen Sprecher des bayerischen Innenministers Joachim Herrmann zitiert. Hierdurch werde sichergestellt, “dass die in den Anker-Zentren dringend benötigten Plätze wieder schnell verfügbar werden.” Auch andere Bundesländer wappnen sich bereits: So teilt die niedersächsische Regierung laut “Welt” mit, dass man im Januar drei Jugendherbergen eingerichtet und ein Hotel für die Unterbringung von [Gruppe 1] angemietet habe, “um im Zusammenhang mit bundesweit steigenden Ankunftszahlen und den Herausforderungen der Corona-Pandemie die Kapazitäten zu erhöhen.”

Im vergangenen Sommer – also noch vor Faesers unseligem Wirken – war die Zahl der Asylanträge trotz Coronakrise von zuvor monatlich rund 8000 auf bereits über 14.000 angestiegen. Dabei handelt es sich vornehmlich um “Schutzsuchende”, die unerlaubt aus anderen EU-Staaten weiterreisten (sogenannte “EU-Binnenflüchtlinge”), Personen, die sich entweder noch im Aufnahmeverfahren befinden oder bereits abgelehnt wurden. Speziell Deutschland ist erklärtermaßen ihr Hauptziel – weil hier das Abschieberisiko minimal ist und die sozialstaatliche Rundumversorgung geradezu paradiesisch; selbst eine Gefängnisunterbringung kommt – verglichen mit den Lebensbedingungen der Herkunftsländer vieler der sogenannten [Andere Gruppe] – einer Luxusherberge gleich, was möglicherweise auch die überproportionale Straffälligkeit diverser Problemmigranten erklärt.",,,CRIME_FRAME_NEG,,,,1,NO_HUMAN_CONSENSUS,1.0,,NO_HUMAN_CONSENSUS
