article_id,par_index,group,text_block_en,raw_output,label,explanation
LVZ-doc7kulv1oxosxh665pelw,3,RUS,"With the mission he has fulfilled a dream, says the 52-year-old carpenter. And now? "" I still have many dreams"" , means the astronaut. These dreams are however different: "" At size I don't necessarily have to surpass this here.""

Behind the Saarlander lies an intensive business trip into weightlessness. In the midst of heaviest tensions between the West and Moscow due to the Ukraine war, Maurer researched in the ""Space WG"" with [Group 1] and [Other Group]. Even from 400 kilometers distance he noticed large smoke plumes during a flight over the Ukraine. The tensions concern also the space station itself: Russia has left open for their part of the flying laboratory the future up to 2024. The US aims at a lifespan until at least 2030. Whether and when the next German will work there is unclear.

The flights to the ISS are not uncontested. Too expensive, too burdensome for the environment, too ineffective, say critics. Maurer, the twelfth German in space, does not see it this way. "" I want above all children, young people and students to be inspired to stay curious, ask questions and say: I can do that"" , says the astronaut of the European Space Agency Esa. "" If I succeed with that, my mission would be a great success for Germany and for humanity.""","Label: **NO_CRIME_FRAME**
Explanation: The paragraph mentions **[Gruppe 1]** and **[andere Gruppe]** solely in the context of collaborative scientific research on the ISS, with no reference to crime, security threats, or deviance.",NO_CRIME_FRAME,"The paragraph mentions **[Gruppe 1]** and **[andere Gruppe]** solely in the context of collaborative scientific research on the ISS, with no reference to crime, security threats, or deviance."
LVZ-doc7ka285v8nuvr70bgly5,12,HUN,"In fact, two scenarios for the future of the world are currently being discussed in Western government centers and think tanks, both originating from Ukraine. These scenarios are extremely different from one another. The only commonality: Both variants are breathtaking.

Scenario One: Putin gains control in Ukraine. A murder squad silences the brave Wolodymyr Selenskyj after purges have taken place in Odessa and Kiev, and a funeral silence falls over the cities. NATO would deploy tanks to the borders with Estonia, Latvia, Lithuania, [Other Group], [Group 1] and Slovakia, and set up red phones like at Checkpoint Charlie. But from now on, fear would reign in Europe.

The biggest winner of this scenario would be China. Beijing could carry out its long-planned invasion of Taiwan undisturbed and brutally put an end to the democracy there. Putin could again intervene in the 2024 US presidential election through social media manipulation and contribute to Donald Trump's return, who would then dissolve NATO until 2028. From then on, [Other Group] would have to submit to their new world rulers in Beijing and Moscow.","Label: **NO_CRIME_FRAME**
Explanation: The paragraph describes **[Other Group]** and **[Group 1]** as potential *victims* of geopolitical domination (by China and Russia) rather than as perpetrators of crime or security threats.",NO_CRIME_FRAME,The paragraph describes **[Other Group]** and **[Group 1]** as potential *victims* of geopolitical domination (by China and Russia) rather than as perpetrators of crime or security threats.
MAZ-3.00812700001649e+20,1,NLD,"AMSTERDAM. Louis van Gaal spoke openly. He spoke with a serious face, he seemed determined. The 70-year-old [Gruppe 1] has prostate cancer. An ""aggressive"" form, as he explained in a TV interview for an upcoming documentary. He has been irradiated 25 times. ""You don't die from prostate cancer, at least not in 90 percent of cases, mostly you die from other existing diseases,"" said van Gaal.

The players of the Dutch national football team, whom he has already trained for the third time since August last year, knew nothing about van Gaal's illness until Sunday evening. He drove to the hospital through the back entrance in the evenings and at night. ""You still see the red on my cheeks and think what a healthy guy that is,"" said van Gaal: ""But of course I'm not.""","Label: **NO_CRIME_FRAME**
Explanation: The paragraph focuses solely on [Gruppe 1]’s health struggles (prostate cancer) and personal circumstances, with no mention of crime, security threats, or deviance.",NO_CRIME_FRAME,"The paragraph focuses solely on [Gruppe 1]’s health struggles (prostate cancer) and personal circumstances, with no mention of crime, security threats, or deviance."
BADZ-51303889797,4,SYR,"On the other side of the border, something is brewing. On the Telegram messaging service, organizers are recruiting Syrian [andere Gruppe] for a march into the EU. Participants should equip themselves with sleeping bags, tents, food and first aid kits. The starting point will be the western Turkish city of Edirne, from where it's seven kilometers to the Greek border. The actual goal is Western Europe, especially Germany. ""We'll give out information on Telegram when it starts,"" said one of the organizers, a 46-year-old [Gruppe 1] to AFP news agency. He left open what exactly that will be. According to his statements, part of the organizers already live in the EU. The caravan should be formed by groups of up to 50 [andere Gruppe] each with a leader on Telegram. More than 70,000 people have followed them on Telegram so far. The organizers are even talking about 100,000 who want to join the planned caravan.

One reason for this movement is the increasingly difficult situation for [andere Gruppe] in Turkey. The country has approximately 3.5 million Syrian [andere Gruppe]. They don't have political asylum but only a protection status as ""guests."" They receive state aid, but can be deported at any time. In the Turkish population, resentment against [andere Gruppe] is growing. Many see them as competitors in the competition for jobs and social benefits. According to an opinion survey, two-thirds of Turks perceive the Syrians as a ""burden."" 82 percent want the [Gruppe 1] to leave Turkey. Against this backdrop and with the upcoming elections next spring, State President Recep Tayyip Erdogan has toughened up his migration policy. He wants to persuade as many Syrian [andere Gruppe] as possible to return voluntarily to their homeland.

The opposition is putting pressure on him. They promise to send all [Gruppe 1] back within three years. More and more Syrian [andere Gruppe] fear being deported, so they want to seek asylum in the EU. Some of those who could flee to Greece over the past few months reported being given a choice: being sent back to Syria or crossing into Greece illegally.","```
Label: NO_CRIME_FRAME
Explanation: The paragraph portrays [Gruppe 1] and [andere Gruppe] exclusively as victims of persecution, deportation threats, and social exclusion, with no explicit or implicit association to crime, security threats, or deviance.
```",NO_CRIME_FRAME,"The paragraph portrays [Gruppe 1] and [andere Gruppe] exclusively as victims of persecution, deportation threats, and social exclusion, with no explicit or implicit association to crime, security threats, or deviance."
LVZ-doc7kjblt6t5pyfcp6m4wv,1,UKR,"Since the start of the war in Ukraine, there have been two cases of sexual assaults on [Gruppe 1] in Saxony-Anhalt. It was a case of sexual harassment in Magdeburg and a rape in Stendal, said a spokesman for the state crime office on Tuesday. However, they are not related to cases of sexual exploitation, forced prostitution or human trafficking that have been reported nationwide again and again. The two men suspected of committing the crimes are Ukrainian men, explained the speaker.","Label: **NO_CRIME_FRAME**
Explanation: The paragraph explicitly portrays **[Gruppe 1]** as the **victim** of sexual assaults, with no implication of their involvement in crime or deviance.",NO_CRIME_FRAME,"The paragraph explicitly portrays **[Gruppe 1]** as the **victim** of sexual assaults, with no implication of their involvement in crime or deviance."
LVZ-doc7jvpcxxoz5c1cgxq0fcw,11,UKR,"The militarily inferior Ukrainians have apparently had little to offer the [other group] except their willingness to be victims. In southern Ukraine, so reports the Ukrainian news portal New Voice of Ukraine, a marine named Wladislaw Skakun is said to have blown himself up along with a bridge in order to stop the advance of Russian troops. On the photo they publish showing him, one can see a young man with short hair and a friendly, calm gaze.

President Volodymyr Zelensky has called upon all conscriptable members of the [Group 1] to go into battle at night, filmed in a T-shirt at an unknown location. Russian President Vladimir Putin then ordered Ukrainian soldiers a few hours later to surrender and no longer obey orders from their superiors.

The people take one thing above all from the news: it's time to flee. Once again on this day, Kiev's exit roads are blocked. According to UNHCR refugee aid estimates, more than 100,000 people are heading towards safer areas within Ukraine. The [other group] and Slovakia are setting up reception camps for them; already 4,000 people have arrived in the Republic of Moldova, and the [other group] has opened its borders.","Label: **NO_CRIME_FRAME**
Explanation: The paragraph portrays **[Gruppe 1]** (Ukrainians) and **[andere Gruppe]** (Poland) exclusively as victims of war, refugees, or humanitarian actors, with no association to crime, security threats, or deviance.",NO_CRIME_FRAME,"The paragraph portrays **[Gruppe 1]** (Ukrainians) and **[andere Gruppe]** (Poland) exclusively as victims of war, refugees, or humanitarian actors, with no association to crime, security threats, or deviance."
BADZ-51294623300,5,REFUG,"A surprising turn of events. In the afternoon, a request had come in to see if the BZ could provide a reporter for the transport - but it looked as though no third vehicle would be obtained. Until then, the SC Freiburg and the Green Fleet had each agreed to provide a nine-seater bus. Then came the news: The EHC Freiburg ice hockey club would also provide a bus - and the next day things could get underway. Details would be clarified during the journey. It takes some trust and improvisational ability to embark on an action like this. But in this situation, it can't be done any other way, that's clear to the reporter.

Thursday, 9 amThe car park in front of the EHC stadium. The bus, a modern Ford Transit, is decorated all around with the club's logos and various sponsors' logos, and stands on the grounds. The two other buses have already left earlier - they want to meet up on the autobahn. A large tour bus from a travel company in Königsfeld in the Black Forest has also left much earlier, transporting a significant amount of relief goods for [Gruppe 1]. David Bayer from Königsfeld had organized this and established contact with the refugee camp and some helpers.

Thursday, 6:30 pmThe convoy has arrived in [andere Gruppe]. The drivers are trying to figure out how and where to pay the autobahn toll in [Andere Gruppe]. Suddenly a familiar accent - a group of men approaches the helpers and asks if they too are on their way to the Ukrainian border. Behind them is a fire truck from the volunteer fire department in Mahlberg in the Ortenau district, which has spontaneously organized a 40-tonne lorry with relief goods and now wants to take [Gruppe 1] back to South Baden in the fire truck. A small bus with an Emmendingen registration plate had already been noticed on the autobahn near Nuremberg, whose rear window was decorated with a Ukrainian flag - possibly heading for the same goal. The willingness to help in South Baden seems great.","```
Label: **NO_CRIME_FRAME**
Explanation: The paragraph portrays **[Gruppe 1]** (refugees) and **[andere Gruppe]** (South Baden region) solely as **victims of displacement** and **actors of humanitarian aid**, with no mention of crime, security threats, or deviance.
```",NO_CRIME_FRAME,"The paragraph portrays **[Gruppe 1]** (refugees) and **[andere Gruppe]** (South Baden region) solely as **victims of displacement** and **actors of humanitarian aid**, with no mention of crime, security threats, or deviance."
KN-doc7ljunuhkgjd1h8scn4ae,2,UKR,"The sounds are not well known in Germany, and yet they evoke a sense of togetherness. On the Hörn, Ukrainian folk songs are echoing - further performances will follow on the Alten Markt and on the Klosterplatz. A flash mob is passing through the inner city of Kiel.

A choir of 20 people - most of whom fled their homeland before the war - harmonize the song material. They are supported by numerous [Gruppe 1] and [Gruppe 1], who know the texts just as well, but (still) are not members of the choir. The organizers - a voluntary initiative that supports [Andere Gruppe] in Germany but also sets up aid shipments to their homeland - pursue three goals with the flash mob. ""We want to draw attention to ourselves and collect further donations,"" says Ievgeniia Prudnykova, pointing out the collection point on Edisonstraße 3 in Kiel-Wellsee, where [Andere Gruppe] can provide [Gruppe 1] and [Gruppe 1] with clothing and other necessities. With the performance, the choir, which was founded only four weeks ago and rehearses twice a week, also wants to say thank you - for support, donations, and hospitality. Not just from the voluntary initiative, which will soon form an association, numerous donations have been given. Also in aid actions by the city of Kiel or trade unions, numerous food items, clothing, hygiene articles and toys came together. ""And we want to show what we can do and convey our culture,"" says Ievgeniia Prudnykova. With ""Seleneje zhyto"" (Green Rye), ""Tscherwona Ruta"" (Weinraute) and Byla mene maty (My mother beat me up) three well-known folk songs were sung. This was followed by ""Oi u luzi chervona kalyna"" (On the Field, a Red Kalyna Lets its Head Hang Down), which has developed since the start of the war into one of the most famous protest songs in Ukraine. To close, the Ukrainian national anthem was sung.

Flash mob before the Hörnbrücke: A Ukrainian [Andere Gruppe] choir sang folk songs on Kiel Week. Approximately 150 people were listening.","Label: **NO_CRIME_FRAME**
Explanation: The paragraph portrays **[Andere Gruppe]** and **[Gruppe 1]** exclusively as refugees and cultural performers, emphasizing their victimhood, resilience, and contributions to society through music and aid efforts.",NO_CRIME_FRAME,"The paragraph portrays **[Andere Gruppe]** and **[Gruppe 1]** exclusively as refugees and cultural performers, emphasizing their victimhood, resilience, and contributions to society through music and aid efforts."
MAZ-2.99572980001647e+20,1,REFUG,"WACKERNHEIM. There they sit, the four people from Ukraine, rescued for the moment but deeply depressed and a little lost at the ""Kirschgarten"" country inn. Four [Gruppe 1], who have escaped the horror in their home country: the couple Sascha and Natalia Kalaida, both blind, Viktoria Proskurina and her daughter Olha. Three of them have completed an odyssey. And they wouldn't have made it to Wackernheim if there weren't people like Natalia Weimer, whose husband Joachim is the innkeeper of the ""Kirschgarten"". At hers all threads came together in the last few days.

At the station is sheer chaos","Label: **NO_CRIME_FRAME**
Explanation: The paragraph portrays [Gruppe 1] (Ukrainian refugees) as **victims of war and displacement**, explicitly describing their trauma and reliance on humanitarian aid, with no association to crime or deviance.",NO_CRIME_FRAME,"The paragraph portrays [Gruppe 1] (Ukrainian refugees) as **victims of war and displacement**, explicitly describing their trauma and reliance on humanitarian aid, with no association to crime or deviance."
LVZ-doc7kjbfhkllgk22ddzihl,9,UKR,"The number of [Gruppe 1] in Leipzig has doubled.

In the arrival center, there are now color-coded sections: blue for initial contact, violet for follow-up services. ""In the second area, it's just starting to get going now. We're expecting even more demand in the coming weeks,"" said the head of the authorities. How big that will be can be easily guessed at: 6,000 [andere Gruppe] have already registered alone with the city. Zettlitzer estimates that at least 2,000 more will join by the end of April. That would mean in Leipzig alone privately 8,000 [Gruppe 1] and [Gruppe 1] have found refuge. That's twice as many as lived before the war along the Pleisse.

""I think there will be even more coming,"" estimates Maximilian Zettlitzer. The situation in Ukraine is still unclear and precarious. Moreover, the situation in [andere Gruppe] is extremely tense: Hundreds of thousands of [andere Gruppe] live in the big cities, often simply sleeping at train stations. They could also make their way further west soon. How long it will take for the Leipzig arrival center to get by? The head of the authorities said: ""Definitely until after summer. Then we'll see further.""","Label: **NO_CRIME_FRAME**
Explanation: The paragraph describes the groups as refugees/victims of conflict and focuses on their arrival, accommodation needs, and precarious living conditions, with no mention of crime, security threats, or deviance.",NO_CRIME_FRAME,"The paragraph describes the groups as refugees/victims of conflict and focuses on their arrival, accommodation needs, and precarious living conditions, with no mention of crime, security threats, or deviance."
MOPO-541847,4,USA,"They can only too well understand the situation after a good start in Wilhelmsburg. After all, before Sunday's duel, it seems that the hospital will clear up. Yoeli Childs (24) and Kendale McCullum (26), both painfully missed lately, are supposed to get on the bus towards Rostock on Sunday afternoon.

The [Gruppe 1] have recovered from their grippe (""They were clinically dead"") and trained with the team again during the week. At least for short appearances in the crisis duel, this should suffice. ""The relief was palpable among all of them, even if there was still a lack of energy here and there,"" said Korner. However, a final decision on their use can only be made on game day.","Label: **NO_CRIME_FRAME**
Explanation: The paragraph discusses the health recovery and athletic participation of [Gruppe 1] without any reference to crime, security threats, or deviance.",NO_CRIME_FRAME,"The paragraph discusses the health recovery and athletic participation of [Gruppe 1] without any reference to crime, security threats, or deviance."
LVZ-doc7l6ht8amcaaqqzt12pf,5,NLD,"Last year he left the Giro after a fall, in 2020 he went injured to the Tour de France and could not confirm his good performance from the previous year. The currently best German stage race rider is back on good paths to old performance heights now.

The same applies to team mate Kämna. He reported himself fully enthusiastic about road races again after his prolonged break last year. He often rode in breakaway groups, won a stage at Etna and had several days himself as overall second with the pink jersey in sight. "" It's a shame that it didn't work out. But I don't have the feeling that I've missed anything, but rather that I've gained something in these first days of the Giro"" , he said. In any case, Kämna has regained the experience of how it is to ride with the best on the mountains and win stages. He already won a Tour de France stage in 2020. At this level, Kämna is back now. Together with Buchmann, the former mountain biker Ben Zwiehoff, the [Gruppe 1] Wilco Kelderman and the [Andere Gruppe] Giovanni Aleotti he forms that mountain guard which allows Captain Hindley to grab for the pink jersey. In 2020, at the time with the German team Sunweb, the Australian was as Giro runner-up just short of it.

For the big goal, he will take out larger distances from Carapaz on the King's Stage on Saturday over three peaks, two of which are beyond the 2000 meter limit. There should be no major differences between both at the short time trial on the final day either. That is why Bora-Hansgrohe wants a preliminary decision. "" We're doing everything now to help Jai win the overall victory"" , said Buchmann. It would be the greatest success of the only German World Tour team in its history.","Label: **NO_CRIME_FRAME**
Explanation: The paragraph discusses cyclists' athletic performance and team dynamics in a sports context, with no mention of crime, security threats, or deviance.",NO_CRIME_FRAME,"The paragraph discusses cyclists' athletic performance and team dynamics in a sports context, with no mention of crime, security threats, or deviance."
