testset_id,group,text_block_en,label_robin,label_marmee,human_consensus_label,final_human_label,model,model_label,model_explanation,model_raw_output,model_valid_label,human_model_agree,agreement_status,article_id,par_index,notes_robin,notes_marmee
36,ASYL,"Zum Abschluss der Innenministerkonferenz in München haben sich die Teilnehmenden darauf geeinigt, vorerst keine Menschen mehr in den Iran abzuschieben. Für Gefährder oder andere Täter sollen Ausnahmen gelten.

Bis auf Weiteres sollen abgelehnte [Gruppe 1] nicht mehr in den Iran abgeschoben werden. Darauf haben sich die Innenministerinnen und Innenminister von Bund und Ländern bei ihrer Herbsttagung in München geeinigt. Das gab der bayerische Ressortchef Joachim Herrmann (CSU) zum Abschluss der Tagung bekannt.

Ein solcher Abschiebestopp war in den vergangenen Wochen von verschiedenen Seiten immer wieder gefordert worden. Herrmann sagte, Ausnahmen von diesem Abschiebestopp werde es aber weiterhin bei Gefährdern oder Tätern schwerer Straftaten geben.",NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft die **[Gruppe 1]** explizit mit „Gefährdern oder Tätern schwerer Straftaten“, was eine direkte Assoziation mit Kriminalität und Sicherheitsbedrohung darstellt, auch wenn der Abschiebestopp selbst eine präventive Maßnahme ist.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft die **[Gruppe 1]** explizit mit „Gefährdern oder Tätern schwerer Straftaten“, was eine direkte Assoziation mit Kriminalität und Sicherheitsbedrohung darstellt, auch wenn der Abschiebestopp selbst eine präventive Maßnahme ist.",True,False,DISAGREE,638a22002113779cc0086ac1,3,unsure ,
62,RUS,"

Kiew/Moskau/Berlin Angesichts der schockierenden Gräueltaten in der ukrainischen Stadt Butscha reagiert der Westen und bereitet schärfere Sanktionen gegen Russland vor. So erklärte die Bundesregierung am Montag 40 russische Diplomaten in Deutschland zu "" unerwünschten Personen""  -  und wies sie damit praktisch aus. Die [Gruppe 1] hätten "" hier in Deutschland jeden Tag gegen unsere Freiheit, gegen den Zusammenhalt unserer Gesellschaft gearbeitet"" , so Außenministerin Annalena Baerbock (Grüne).

Weiter uneins ist sich die Bundesregierung  jedoch  über einen sofortigen Stopp von Energielieferungen aus Russland. Offiziell bleibt Berlin bei der Haltung, weiter Öl und Gas aus Russland zu beziehen -  aus Sorge vor den Folgen für Wirtschaft und Gesellschaft. Entsprechend äußerten sich Wirtschaftsminister Robert Habeck (Grüne) und SPD-Chef Lars Klingbeil. Der Grünen-Politiker Anton Hofreiter, Chef des Europaausschusses im Bundestag, forderte erneut ein Embargo.",NO_CRIME_FRAME,CRIME_FRAME_NEG,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG,ministral-3-14b,NO_CRIME_FRAME,"Der Absatz thematisiert einen **geopolitischen Konflikt (Krieg/Russlands Angriff auf die Ukraine)** und verknüpft die **[Gruppe 1]** nicht mit Kriminalität, Sicherheit, Terrorismus oder Gewalt – stattdessen wird sie als **politischer Akteur (Russland) im Kontext von Sanktionen und Diplomatie** dargestellt, nicht als kriminelle oder sicherheitsgefährdende Gruppe.","Label: **NO_CRIME_FRAME**
Explanation: Der Absatz thematisiert einen **geopolitischen Konflikt (Krieg/Russlands Angriff auf die Ukraine)** und verknüpft die **[Gruppe 1]** nicht mit Kriminalität, Sicherheit, Terrorismus oder Gewalt – stattdessen wird sie als **politischer Akteur (Russland) im Kontext von Sanktionen und Diplomatie** dargestellt, nicht als kriminelle oder sicherheitsgefährdende Gruppe.",True,False,DISAGREE,WAZ-A356FFAD8F36F8AC524AC2AD36D24EA9_3357382,1,unsure ,
171,ISLMST,"""Angst vor gebildeten Mädchen und selbstbewussten Frauen""

Bachelet forderte die [Gruppe 1] auf, ""das Recht aller Mädchen auf Bildung zu respektieren und die Schulen für alle Schülerinnen unverzüglich wieder zu öffnen"". Mädchen und Frauen das Recht auf Bildung zu verweigern verletze deren Menschenrechte und setze sie vermehrt ""Gewalt, Armut und Ausbeutung aus"", betonte die UN-Kommissarin.

Die pakistanische Kinderrechtsaktivistin Malala Yousafzai zeigte sich ebenfalls empört. ""Sie werden immer wieder Ausreden finden, um Mädchen am Lernen zu hindern – weil sie Angst vor gebildeten Mädchen und selbstbewussten Frauen haben"", schrieb die Friedensnobelpreisträgerin auf Twitter.",NO_CRIME_FRAME,CRIME_FRAME_NEG,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG,ministral-3-14b,NO_CRIME_FRAME,"Der Absatz thematisiert die Verweigerung von Bildungsrechten und die damit verbundene Gefahr von Gewalt, Armut und Ausbeutung als Folge, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Straftaten zu verknüpfen – sie wird vielmehr als Opfer dargestellt.","Label: **NO_CRIME_FRAME**
Explanation: Der Absatz thematisiert die Verweigerung von Bildungsrechten und die damit verbundene Gefahr von Gewalt, Armut und Ausbeutung als Folge, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Straftaten zu verknüpfen – sie wird vielmehr als Opfer dargestellt.",True,False,DISAGREE,632712a23dd49b919c1a196f,14,unsure if she is from germany? ,
369,FRA,"Zwei Männer sind ungesichert an der Fassade des Frankfurter Hochhauses „Skyper“ hinauf geklettert. Am Samstagvormittag erreichten sie innerhalb von 40 Minuten nacheinander das Dach und wurden von einer Streife vorübergehend festgenommen, wie die Polizei mitteilte. Weil das Erklimmen des 153 Meter hohen Büroturms ordnungswidrig sei, drohe den Männern eine Anzeige wegen Hausfriedensbruch. Zuvor hatte „hessenschau.de“ vom HR berichtet.

Angaben zu den Kletterern machte die Polizei zunächst keine. Es handele sich aber nicht um den als „Spiderman“ bekannten [Gruppe 1] Alain Robert. Er kletterte bereits im November 2021 auf den Skyper im Bahnhhofsviertel und wurde ebenfalls vorübergehend festgenommen.

",NO_CRIME_FRAME,CRIME_FRAME_NEG,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG,ministral-3-14b,NO_CRIME_FRAME,"Die Gruppe wird im Text nicht mit der Straftat (Hausfriedensbruch) verknüpft, sondern nur als *nicht* identifiziert mit den Tätern erwähnt.","Label: **NO_CRIME_FRAME**
Explanation: Die Gruppe wird im Text nicht mit der Straftat (Hausfriedensbruch) verknüpft, sondern nur als *nicht* identifiziert mit den Tätern erwähnt.",True,False,DISAGREE,632712823dd49b919c0cb784,5,,
393,GBR,"Das gilt gleichermaßen für die Anhänger der Eintracht. Aber von ihnen sieht man in der Frankfurter Innenstadt an diesem Nachmittag noch nichts. Am Abend dann, zwei Stunden vor Anpfiff, zeigen sie sich – von ihrer schlechtesten Seite. Im Bahnhofsviertel wollen sie einen Pub, in dem sich Londoner Fans versammelt haben, angreifen. Die Polizei geht dazwischen, trennt die verfeindeten Lager. So wird es weitergehen, bis lange nach dem Spiel.

Auch in der Nacht davor hatte es einen Angriff auf eine Kneipe, einen Pub an der Börse, gegeben. Über Twitter wird ein Video der Attacke verbreitet. Jemand schreibt, das sei „erbärmlich“. Noch schlimmer war ein Übergriff an der Schulstraße auf britische Gäste. Die Polizei spricht von Gewalttätern, „die augenscheinlich Anhänger der Eintracht sind“. Aus der Gruppe heraus haben sie zwei [Gruppe 1] angegriffen und durch Schläge und Tritte so schwer verletzt, dass diese das Bewusstsein verloren. Ein Zeuge sagte später, eines der Opfer habe „keine Zähne mehr im Mund gehabt“. Man habe sie ihm „herausgeprügelt“.

Die fünf „Bobby Moores“ haben davon gehört, wollen sich dadurch aber nicht ihren positiven Eindruck von Frankfurt zerstören lassen. Sie stehen in ihren Trikots mit der Rückennummer 6 der größten Klubikone vor dem „O’Reillys“ gegenüber vom Hauptbahnhof und stoßen mit Beck’s, Warsteiner und Krombacher an, „weil deutsches Bier besser ist als englisches“. Sonny Fitzgerald, einer der „6er“, fühlt sich in Frankfurt „sehr wohl“. Er ist mit insgesamt zehn Freunden angereist, von denen hat aber nur einer eine Eintrittskarte für das Spiel. Seine Kumpel und er unternehmen auch erst gar keine Bemühungen, auf dem Schwarzmarkt noch ein Ticket zu bekommen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,ministral-3-14b,CRIME_FRAME_NEG,"Der Text verknüpft explizit Anhänger der Eintracht (als [Gruppe 1] interpretiert) mit physischer Gewalt, Angriffsabsichten und konkreten Gewalttaten (Schläge, Tritte, Bewusstlosigkeit), wobei die Polizei sie als „Gewalttäter“ identifiziert und ein Zeuge die Gruppe als Täter der Attacke beschreibt.","Label: **CRIME_FRAME_NEG**
Explanation: Der Text verknüpft explizit Anhänger der Eintracht (als [Gruppe 1] interpretiert) mit physischer Gewalt, Angriffsabsichten und konkreten Gewalttaten (Schläge, Tritte, Bewusstlosigkeit), wobei die Polizei sie als „Gewalttäter“ identifiziert und ein Zeuge die Gruppe als Täter der Attacke beschreibt.",True,False,DISAGREE,632712833dd49b919c0cf196,5,victims,
413,RUS,"Makeiev: Viele sind schon zurückgekommen, auch aus Deutschland. Nicht weil sie hier nicht willkommen wären, sondern weil sie verstehen, dass unser Land jede Hilfe braucht. Die ukrainische Regierung würde jetzt aber keinen Aufruf machen. Geflüchtet sind in erster Linie ältere Menschen, Frauen und Kinder. Wir haben Verantwortung für ihren Schutz. Und es geht auch unseren Kämpfern in den Schützengräben besser, wenn sie wissen, dass ihre Lieben in Sicherheit sind.

Deutschland nimmt auch [Gruppe 1] auf, die sich der Mobilisierung entziehen wollen. Wie denken Sie darüber?

Makeiev: Die [Gruppe 1], die nach Deutschland kommen, tun dies nicht aus Protest gegen den Krieg. Sie wollen nur nicht im Krieg sterben. Das muss man immer im Kopf behalten. Andere Länder verwehren [Gruppe 1] die Einreise. Ich appelliere an die Bundesregierung, das auch so zu machen. Wir haben es mit einem ernsten Sicherheitsrisiko zu tun.",NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,NO_CRIME_FRAME,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit die **[Gruppe 1]** mit einem *„ernsten Sicherheitsrisiko“* und stellt ihre Flucht als potenzielle Bedrohung dar, ohne dies zu relativieren oder zu widerlegen.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft explizit die **[Gruppe 1]** mit einem *„ernsten Sicherheitsrisiko“* und stellt ihre Flucht als potenzielle Bedrohung dar, ohne dies zu relativieren oder zu widerlegen.",True,False,DISAGREE,63658cb0b90c375b350548eb,30,,
415,HIND,"Aufwiegelung zu Gewalttaten

Selbst für viele Anhänger von Modis BJP war es eine Überraschung, als der radikale [Gruppe 1]-Priester Yogi Adityanath (bürgerlicher Name Ajay Singh Bish, den er jedoch ungern hört) als Chief Minister, als Regierungschef, eingesetzt wurde, der aus seiner extremen Abneigung gegenüber [Andere Gruppe] kein Geheimnis macht: Der 49-Jährige saß bereits wegen Aufwiegelung zu Gewalttaten im Gefängnis und hatte öffentlich erklärt, dass [Gruppe 1] und [Andere Gruppe] nicht zusammenleben könnten.

Dass Yogi Adityanaths Organisation auch gemeinnützige Schulen und Krankenhäuser unterhält, steht nicht im Widerspruch zu seinen Gewaltaufrufen; auch in Pakistan unterhalten radikale religiöse Organisationen wie Jamaat-e-Islami soziale Einrichtungen. Die von Yogi Adityanath gegründete radikale hinduistische Jugendorganisation [Gruppe 1] Yuva Vahini fällt vor allem dann auf, wenn es um Gewalttaten und Einschüchterung von Andersdenkenden geht.",NO_CRIME_FRAME,CRIME_FRAME_NEG,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,ministral-3-14b,CRIME_FRAME_NEG,"Der Text verknüpft die **[Gruppe 1]** explizit mit **Aufwiegelung zu Gewalttaten**, einer **Verurteilung wegen Straftaten** (Gefängnisaufenthalt) und der **Legitimation von Gewalt** („nicht zusammenleben können“), was eine direkte Verbindung zu Kriminalität, Sicherheitsbedrohung und Gewaltunterstützung herstellt.","Label: **CRIME_FRAME_NEG**
Explanation: Der Text verknüpft die **[Gruppe 1]** explizit mit **Aufwiegelung zu Gewalttaten**, einer **Verurteilung wegen Straftaten** (Gefängnisaufenthalt) und der **Legitimation von Gewalt** („nicht zusammenleben können“), was eine direkte Verbindung zu Kriminalität, Sicherheitsbedrohung und Gewaltunterstützung herstellt.",True,False,DISAGREE,632712ab3dd49b919c1db304,52,not in germany? ,
416,FRA,"Rund 400 Zeugen haben vor dem Gericht das ganze Grauen der Anschläge heraufbeschworen, zu denen sich die Terrormiliz Islamischer Staat (IS) bekannte. Jean-Louis Péries, der vorsitzende Richter, widmete ihnen 16 Verhandlungswochen. Rettungskräfte, Angehörige der Opfer und Überlebende kamen zu Wort. Wie Neïma R., die als 16-Jährige den Anschlag im Bataclan überlebte und bis heute psychologisch betreut wird. Beinahe jede Nacht "" holt mich der Horror ein"" , erzählte sie mit stockender Stimme.

Von den weiteren 19 Angeklagten wurde sechs der Prozess in Abwesenheit gemacht. Ein Beschuldigter sitzt in der Türkei in Haft, fünf sollen in Syrien gestorben sein. Im Falle von Salah Abdeslam, einen heute 32-jährige [Gruppe 1] marokkanischer Abstammung, ließ die Jury keine mildernden Umstände gelten. Er gilt als Logistiker der Pariser Attentäter und konnte sich am 14. November 2015 nach Brüssel absetzen, wo er 125 Tage später gefasst wurde. Vor Gericht hatte er seine Treue zum IS hervorgehoben, aber auch betont, dass er sich geweigert habe, zum Mörder zu werden und sogar die Angehörigen der Opfer um Vergebung gebeten.

",NO_CRIME_FRAME,CRIME_FRAME_NEG,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft Salah Abdeslam, ein Mitglied der Gruppe [Gruppe 1], explizit als **Logistiker der Pariser Attentäter**, der mit dem **IS-Terrorismus** assoziiert wird, und beschreibt ihn als Beschuldigten, der seine **Treue zur Terrormiliz** betonte – selbst wenn er später mildernde Umstände geltend machte.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft Salah Abdeslam, ein Mitglied der Gruppe [Gruppe 1], explizit als **Logistiker der Pariser Attentäter**, der mit dem **IS-Terrorismus** assoziiert wird, und beschreibt ihn als Beschuldigten, der seine **Treue zur Terrormiliz** betonte – selbst wenn er später mildernde Umstände geltend machte.",True,False,DISAGREE,WAZ-13FC458EDB8404A2AF31B4CD43A807B7_3662707,5,not in germany ,
417,ROU,"Die Toten waren am 23. Oktober 2019 in Grays östlich von London in einem Lkw entdeckt worden. Es handelte sich um 31 Männer und 8 Frauen aus Vietnam. Sie hatten jeweils mehr als 10.000 Euro bezahlt, um nach Großbritannien gebracht zu werden. Experten zufolge stieg die Temperatur in dem versiegelten Container während der Überfahrt von Belgien nach England auf bis zu 40 Grad. Die [Andere Gruppe] hätten keine Überlebenschance gehabt.

In der Sache waren bereits in Belgien und in Großbritannien mehr als 25 Personen zu teils langen Haftstrafen verurteilt worden. Dem nun festgenommenen [Gruppe 1] werfen die britischen Ermittler fahrlässige Tötung und Unterstützung illegaler Migration vor.

",NO_CRIME_FRAME,CRIME_FRAME_NEG,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft die **[Gruppe 1]** explizit mit Ermittlungen und Vorwürfen (*fahrlässige Tötung und Unterstützung illegaler Migration*), was als Verdacht und kriminelles Handeln gewertet wird.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft die **[Gruppe 1]** explizit mit Ermittlungen und Vorwürfen (*fahrlässige Tötung und Unterstützung illegaler Migration*), was als Verdacht und kriminelles Handeln gewertet wird.",True,False,DISAGREE,632712853dd49b919c0e1f19,6,not germany ,
492,REFUG,"Welche Rolle spielt Libyens Küstenwache?

Die Rolle der libyschen Küstenwache ist zwielichtig. Sie erhält Geld und Ausbildungshilfe von der EU, um die [Gruppe 1] aufzuhalten. Nach Medienberichten unterstützt die europäische Grenzschutzagentur Frontex die libysche Küstenwache aber bei illegalen „Pushbacks“, der erzwungenen Rückkehr von Flüchtlingsbooten in libysche Gewässer – ein Skandal, sagen Menschenrechtsgruppen.

Darüber hinaus wird der Küstenwache vorgeworfen, mit den Menschenschmugglern gemeinsame Sache zu machen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG,ministral-3-14b,NO_CRIME_FRAME,"Die Gruppe wird im Text ausschließlich als Opfer von „Pushbacks“ und als Zielgruppe der libyschen Küstenwache dargestellt, ohne selbst mit Kriminalität, Gewalt oder Sicherheitsbedrohungen verknüpft zu sein.","Label: **NO_CRIME_FRAME**
Explanation: Die Gruppe wird im Text ausschließlich als Opfer von „Pushbacks“ und als Zielgruppe der libyschen Küstenwache dargestellt, ohne selbst mit Kriminalität, Gewalt oder Sicherheitsbedrohungen verknüpft zu sein.",True,False,DISAGREE,Tagesspiegel_added_5bd5b34ec7396be8c950752d490b943a5f2ecf75_,9,,
563,TUR,"Besiktas-Trainer Valérien Ismaël (46) war als Spieler für den FC Bayern München, Werder Bremen und Hannover 96 in der 1. Bundesliga aktiv. © Peter Steffen/dpa

""Es ist unmöglich zu sagen, dass das, was passiert ist, normal ist. Es sind sehr falsche Dinge passiert. Ich weiß, dass die [Gruppe 1] mit ihren Emotionen handeln, ich liebe das, aber diese Situation ist inakzeptabel"", erklärte Weghorst laut GazeteFutbol im Interview nach dem Match.

Zudem kritisierte der ehemalige Torjäger des VfL Wolfsburg, der vor der Saison vom FC Burnley zu Besiktas wechselte, den Platzverweis gegen de Souza: ""Ich hoffe, dass er dafür keine Strafe erhält. Er hat nur seine Mannschaftskameraden geschützt. Was heute passiert ist, hatte nichts mit Fußball zu tun.""",NO_CRIME_FRAME,CRIME_FRAME_NEG,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG,ministral-3-14b,NO_CRIME_FRAME,"Der Text thematisiert zwar emotionale Reaktionen der **[Gruppe 1]** im Kontext eines Fußballspiels, verbindet diese aber nicht mit Kriminalität, Gewalt, Sicherheitsbedrohung, Verdacht oder Prävention – es handelt sich um eine sportliche Auseinandersetzung ohne kriminellen oder sicherheitsrelevanten Rahmen.","Label: **NO_CRIME_FRAME**
Explanation: Der Text thematisiert zwar emotionale Reaktionen der **[Gruppe 1]** im Kontext eines Fußballspiels, verbindet diese aber nicht mit Kriminalität, Gewalt, Sicherheitsbedrohung, Verdacht oder Prävention – es handelt sich um eine sportliche Auseinandersetzung ohne kriminellen oder sicherheitsrelevanten Rahmen.",True,False,DISAGREE,632712773dd49b919c081095,12,,
