testset_id,article_id,par_index,group,text_block_en,label_robin,label_marmee,notes_robin,notes_marmee,human_consensus_label,final_human_label,model,model_label,model_explanation,model_raw_output,case_source,agreement,step2_1_label,final_label,source_file,source_priority,model_valid_label,human_model_agree,agreement_status
63,632712843dd49b919c0d7502,7,JUDE,"""Konferenz mit anschließendem Frühstück""

Ins damalige Gästehaus der Sicherheitspolizei und des Sicherheitsdienstes (SD), die ehemalige Villa Marlier, hatte Reinhard Heydrich (Philipp Hochmair), Chef der Sicherheitspolizei und des SD, 14 weitere Männer samt Protokollantin Ingeburg Werlemann (Lilli Fichtner) eingeladen. An Heydrichs Seite saß Adolf Eichmann (Johannes Allmayer), sein Leiter der Abteilung Judenangelegenheiten / Räumungsangelegenheiten im Reichssicherheitshauptamt. Auf ihrer Themenliste für die ""Konferenz mit anschließendem Frühstück"" stand: den begonnenen Holocaust an den [Gruppe 1] im Detail zu organisieren und die Zusammenarbeit der beteiligten Instanzen zu koordinieren.

Die anderen Herren der Runde, von denen acht einen akademischen Doktortitel trugen, waren Vertreter der SS, der NSDAP sowie der Ministerialbürokratie. Verkörpert werden sie in ""Die Wannseekonferenz"" von mitunter bekannten Schauspielern wie Godehard Giese, Maximilian Brückner, Simon Schwarz und Thomas Loibl.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit der **Organisation des Holocaust** als zentrales Thema der Wannseekonferenz, bei der systematische Gewalt und Völkermord geplant wurden, was eine direkte Verbindung zu Terrorismus und Massenverbrechen darstellt.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft die Gruppe explizit mit der **Organisation des Holocaust** als zentrales Thema der Wannseekonferenz, bei der systematische Gewalt und Völkermord geplant wurden, was eine direkte Verbindung zu Terrorismus und Massenverbrechen darstellt.",hard_case,0.7,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0,True,False,DISAGREE
64,WAZ-7244651F23EA81EA442E036784DD4332_4074813,25,UKR,"Nach Beginn des Krieges sind viele [Andere Gruppe] mit Autokorsos durch deutsche Städte gefahren und haben den Überfall auf die Ukraine bejubelt. Diese Leute sind sehr stolz auf diesen Krieg, und viele von ihnen sind deutsche Staatsbürger. Das ist ein Problem, mit dem sich die Bundesregierung befassen muss. Je mehr Leute nach Deutschland kommen und diesen genozidalen Krieg unterstützen, desto größer wird das Sicherheitsrisiko.

Fürchten Sie Anschläge auf [Gruppe 1] und [Gruppe 1]

Es hat schon Brandanschläge auf Unterkünfte für [Andere Gruppe] [Gruppe 1] gegeben. Wir warten auf die Ergebnisse der Untersuchung. Es muss schnell geklärt werden, wer dahintersteckt. Und ich hoffe sehr, dass niemand auf die Idee kommt, [Andere Gruppe] in denselben Flüchtlingsheimen unterzubringen wie [Gruppe 1]. Die Gefahr, dass Menschen zu Schaden kommen, die gerade dem Krieg entkommen sind, wäre einfach zu groß.",NO_CRIME_FRAME,CRIME_FRAME_POS,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,ministral-3-14b,NO_CRIME_FRAME,"Der Text verknüpft explizit die **[Andere Gruppe]** mit der **Unterstützung eines genozidalen Krieges**, der als **Sicherheitsrisiko** dargestellt wird, und beschreibt sie als **Tätergruppe**, die durch ihre Haltung eine Bedrohung für die öffentliche Sicherheit darstellt.","```
Label: **CRIME_FRAME_NEG**
Explanation: Der Text verknüpft explizit die **[Andere Gruppe]** mit der **Unterstützung eines genozidalen Krieges**, der als **Sicherheitsrisiko** dargestellt wird, und beschreibt sie als **Tätergruppe**, die durch ihre Haltung eine Bedrohung für die öffentliche Sicherheit darstellt.
```

---
**Hinweis zu [Gruppe 1]:**
```
Label: **NO_CRIME_FRAME**
Explanation: Die **[Gruppe 1]** wird **ausschließlich als Opfer von Brandanschlägen** dargestellt, ohne selbst mit Kriminalität oder Gewalt in Verbindung gebracht zu werden.
```",hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0,True,True,AGREE
65,632712ab3dd49b919c1db432,53,,"Doch dieses Eintreten für den Frieden mündet in noch mehr Krieg: ""Waffenlieferungen in Kriegsgebiete"" – bisher untersagt in Deutschland – müssen ab jetzt und in diesem Fall unbedingt sein. Die Außenministerin erinnert an unsere ""historische Verantwortung"", die ja bekanntermaßen darin besteht, dass Nazi-Deutschland die [Gruppe 1]:innen fast ausgerottet hatte.

Der Schluss daraus: Weil Putin ""unsere friedliche Ordnung"" angegriffen hat, müssen eben diese [Gruppe 1]:innen dringend zu einem Guerilla-Krieg gegen die russischen Invasoren ermutigt werden – für den Frieden natürlich!

Kein böses Wort übrigens gegen einen ukrainischen Präsidenten, der alle Männer zwischen 18 und 60, die vor dieser Hölle weglaufen wollen, festhält und zwingt, ihr Leben zu opfern für seine Machterhaltung. Kein böses Wort gegen polnische und rumänische Grenzer, die die ukrainischen Männer gewaltsam in ""ihr Vaterland"" zurücktreiben.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,ministral-3-14b,NO_CRIME_FRAME,"Der Absatz thematisiert Krieg, historische Verantwortung und politische Handlungsaufforderungen, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Gewaltverbrechen zu verknüpfen – sie wird hier als Opfer oder Akteurin in einem geopolitischen Konflikt dargestellt.","Label: **NO_CRIME_FRAME**
Explanation: Der Absatz thematisiert Krieg, historische Verantwortung und politische Handlungsaufforderungen, ohne die Gruppe explizit mit Kriminalität, Sicherheit oder Gewaltverbrechen zu verknüpfen – sie wird hier als Opfer oder Akteurin in einem geopolitischen Konflikt dargestellt.",hard_case,0.6,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0,True,False,DISAGREE
66,6327128a3dd49b919c106b36,1,,"Donezk. Das Oberste Gericht der international nicht anerkannten »Volksrepublik Donezk« hat Anklage gegen zwei [Gruppe 1] und einen [Andere Gruppe] wegen Söldnertums erhoben. Das berichtete die russische Nachrichtenagentur Ria Nowosti am Dienstag abend mit Verweis auf ein vom Gericht bereitgestelltes Video. Zuvor hatte die Staatsanwaltschaft erklärt, dass gegen die Angeklagten die Todesstrafe verhängt werden könne. (dpa/jW)",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,ministral-3-14b,CRIME_FRAME_NEG,"Die **[Gruppe 1]** wird explizit als Täterin (Söldnertum) in Verbindung mit einer Straftat (mögliche Todesstrafe) dargestellt, was eine direkte Verknüpfung mit Kriminalität und Sicherheitsbedrohung darstellt.","Label: **CRIME_FRAME_NEG**
Explanation: Die **[Gruppe 1]** wird explizit als Täterin (Söldnertum) in Verbindung mit einer Straftat (mögliche Todesstrafe) dargestellt, was eine direkte Verknüpfung mit Kriminalität und Sicherheitsbedrohung darstellt.",hard_case,0.6,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0,True,True,AGREE
67,6327129b3dd49b919c16d85f,6,MUSL,"Schon am ersten Prozesstag wurde klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt – doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf »Allahu Akbar« (»Gott ist groß«) gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. »Zu keinem Zeitpunkt hat es terroristische Motive gegeben«, versicherte der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Seit Jahren psychisch auffällig",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft die **[Andere Gruppe]** explizit mit einem **terroristischen Anschlag** (Hass auf Deutschland, Ausruf von *""Allahu Akbar""* als Schlachtruf) und stellt sie als **Täter mit extremistischen Motiven** dar, auch wenn weitere terroristische Hinweise fehlen.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft die **[Andere Gruppe]** explizit mit einem **terroristischen Anschlag** (Hass auf Deutschland, Ausruf von *""Allahu Akbar""* als Schlachtruf) und stellt sie als **Täter mit extremistischen Motiven** dar, auch wenn weitere terroristische Hinweise fehlen.",hard_case,0.6,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0,True,True,AGREE
68,TA-040652CA02480CCCABA3F4F2B312DE71_3344834,1,AUT,"Frankfurt Mehr als 20 Jahre nach seiner Abschiebung aus Deutschland ist ein wegen mehrfachen Mordes verurteilter 71-Jähriger bei seiner Ankunft am Frankfurter Flughafen verhaftet worden. Der [Gruppe 1] sei in den 1980er-Jahren in diverse Straftaten im Hamburger Rotlichtmilieu verwickelt gewesen, teilte die Bundespolizei mit. Das Landgericht Hamburg hatte den Mann 1990 wegen mehrerer Auftragsmorde zu einer lebenslangen Freiheitsstrafe verurteilt. Nach einer angerechneten Haftzeit von mehr als 13 Jahren sei er dann nach Österreich abgeschoben worden. Der 71-Jährige war bereits am Sonntag aus der Dominikanischen Republik gekommen und wollte über Frankfurt nach Wien weiterfliegen. "" Durch die Wiedereinreise nach Deutschland muss der [Gruppe 1] nun seine Restfreiheitsstrafe ableisten"" , so die Bundespolizei.  dpa",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft die **[Gruppe 1]** explizit mit schweren Straftaten (mehrfacher Mord, Auftragsmorde, Verwicklung in Straftaten im Rotlichtmilieu) und stellt sie als Täter dar, der nach seiner Abschiebung erneut in Deutschland verhaftet wurde.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft die **[Gruppe 1]** explizit mit schweren Straftaten (mehrfacher Mord, Auftragsmorde, Verwicklung in Straftaten im Rotlichtmilieu) und stellt sie als Täter dar, der nach seiner Abschiebung erneut in Deutschland verhaftet wurde.",hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0,True,True,AGREE
69,632712a93dd49b919c1cf167,6,ARAB,"Anschlag am Sonntag

Erst am Sonntag waren bei einem Anschlag in der Küstenstadt Chadera zwei Polizisten und beide Attentäter getötet worden. Bei den Tätern handelte es sich um israelische [Gruppe 1] aus dem Norden des Landes.

Vor einer Woche waren bei einem weiteren Terroranschlag in Beerscheva im Süden Israels vier Menschen getötet worden, zwei Männer und zwei Frauen. Der Attentäter, ein Beduine aus der Negev-Wüste, wurde von Passanten erschossen. Es war einer der schwersten Anschläge mit israelischen Opfern der vergangenen Jahre.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,ministral-3-14b,CRIME_FRAME_NEG,Die Gruppe wird explizit als Täter eines Terroranschlags mit Todesopfern dargestellt und ist damit direkt mit Gewalt und Sicherheitsbedrohung verknüpft.,"Label: **CRIME_FRAME_NEG**
Explanation: Die Gruppe wird explizit als Täter eines Terroranschlags mit Todesopfern dargestellt und ist damit direkt mit Gewalt und Sicherheitsbedrohung verknüpft.",hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0,True,True,AGREE
70,632712733dd49b919c06b595,3,AFG,"Der Mann am späten Sonntagnachmittag in seiner Wohnung im Obergeschoss eines Plattenbaus am Unterhorstweg randaliert. Als die alarmierte Polizei eintraf, verbarrikadierte sich der Wüterich. Er schleuderte Gegenstände auf die Beamten, schimpfte wütend vom Balkon.

Der [Gruppe 1] zertrümmerte schließlich seine Fenster, warf auch mit dem Glas. Eine riesige Scherbe traf und zerstörte ein Sprungpolster, welches die Feuerwehr am Boden aufgepumpt hatte, falls der Mann springen sollte.

Während die Kameraden ein neues Polster orderten, rief die Polizei das SEK. Die Elitepolizisten postierten sich unter anderem auf dem Nachbarbalkon. Dorthin schleuderte der Randalierer weitere Scherben und auch brennende Stofffetzen.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit die **[Gruppe 1]** mit gewalttätigem Randalieren, der Zerstörung von Eigentum und gezielter Bedrohung von Einsatzkräften (Polizei, Feuerwehr), was eine direkte Darstellung als Sicherheitsrisiko und Täterin darstellt.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft explizit die **[Gruppe 1]** mit gewalttätigem Randalieren, der Zerstörung von Eigentum und gezielter Bedrohung von Einsatzkräften (Polizei, Feuerwehr), was eine direkte Darstellung als Sicherheitsrisiko und Täterin darstellt.",hard_case,0.5,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0,True,False,DISAGREE
71,SZ_added_86c33a8dafe7b84ba1ae1c9e522aed5cf64b719a_,2,REFUG,"Angesichts der hohen Flüchtlingszahlen will die grün-schwarze Koalition auch in den kommenden zwei Jahren die 1165 Stellen für Integrations-Lehrkräfte...

Stuttgart (dpa/lsw) - Angesichts der hohen Flüchtlingszahlen will die grün-schwarze Koalition auch in den kommenden zwei Jahren die 1165 Stellen für Integrations-Lehrkräfte weiterfinanzieren. Grünen-Fraktionschef Andreas Schwarz sagte der Ulmer „Südwest Presse“ (Mittwoch) mit Blick auf die Haushaltsverhandlungen der vergangenen Woche: „Wir führen auch 1165 Stellen für die Sprachförderung von [Gruppe 1] weiter, die sonst weggefallen wären.“ Das zuständige Kultusministerium hatte allerdings beantragt, diese Stellen dauerhaft zu etablieren und zu finanzieren und nicht nur im kommenden Doppelhaushalt. Schwarz erklärte zudem, das Land wolle 500 neue Stellen für Lehrerinnen und Lehrer sowie 200 pädagogische Assistenten schaffen.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,ministral-3-14b,NO_CRIME_FRAME,"Der Absatz thematisiert ausschließlich die Finanzierung von Integrationsmaßnahmen (Sprachförderung, Lehrkräfte) und enthält keine explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit oder Gewalt.","Label: **NO_CRIME_FRAME**
Explanation: Der Absatz thematisiert ausschließlich die Finanzierung von Integrationsmaßnahmen (Sprachförderung, Lehrkräfte) und enthält keine explizite Verknüpfung der Gruppe mit Kriminalität, Sicherheit oder Gewalt.",hard_case,0.6,CRIME_FRAME_POS,CRIME_FRAME_POS,hard_cases.csv,1.0,True,True,AGREE
72,632712893dd49b919c0fcab8,12,UKR,"„Was passiert dann? Ein Kolonne wird gestoppt. Ein ungeduldiger General am Ende der Kolonne ist in seinem Panzer oder was auch immer für ein Fahrzeug. Er geht nach vorne, um zu schauen, was passiert ist.“ Dieses mutmaßliche Phänomen begründete Petraeus mit den russischen Kommandostrukturen. Es gebe weder ein Unteroffizierskorps, noch Sinn für Eigeninitiative in den unteren Rängen. Die Soldaten warteten auf Order.

In der Folge begäben sich auch Generäle an die Spitze der Kolonne. „Und die [Gruppe 1] haben sehr sehr gute Scharfschützen und haben sie einfach links und rechts abgeschossen.“ *Merkur.de ist ein Angebot von IPPEN.MEDIA",CRIME_FRAME_POS,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG,ministral-3-14b,NO_CRIME_FRAME,"Die Gruppe wird hier als **Täterin von gezielter Gewalt** (Scharfschützenangriff) dargestellt, aber der Kontext ist ein **militärischer Konflikt** (keine Kriminalitäts- oder Sicherheitsdebatte im zivilen Sinne), und die Handlung wird als **taktische Kriegsführung** (nicht als Straftat oder Bedrohung im medialen Einwanderungsdiskurs) beschrieben.","Label: **NO_CRIME_FRAME**
Explanation: Die Gruppe wird hier als **Täterin von gezielter Gewalt** (Scharfschützenangriff) dargestellt, aber der Kontext ist ein **militärischer Konflikt** (keine Kriminalitäts- oder Sicherheitsdebatte im zivilen Sinne), und die Handlung wird als **taktische Kriegsführung** (nicht als Straftat oder Bedrohung im medialen Einwanderungsdiskurs) beschrieben.",hard_case,0.6,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0,True,False,DISAGREE
73,6327128a3dd49b919c103ff8,12,ASYL,"So heißt es aus dem bayerischen Innenministerium ganz unumwunden: “Angesichts der Migrationspolitik der neuen Bundesregierung besteht auch im Freistaat die Notwendigkeit, die Kapazitäten an die steigenden Asylzahlen anzupassen.” Ausdrücklich gelte dies besonders für den Zugang angeblicher “Ortskräfte” aus Afghanistan (ein neuer Aliasbegriff für die früheren Kriegsflüchtlinge, deren Zahl offenbar unerschöpflich ist und nicht hinterfragt wird – auch wenn bald auf jeden einstigen in Afghanistan stationierten Bundeswehrsoldaten über 1.000 Ortskräfte entfallen müssten).

Ausdrücklich legen die Behörden inzwischen den Schwerpunkt auf die “Ausweitung der Kapazitäten in der Anschlussunterbringung – also durch Anmietung von Wohnungen und geeigneten Gebäuden für Gemeinschaftsunterkünfte und dezentrale Unterkünfte“, wie die “Welt” einen Sprecher des bayerischen Innenministers Joachim Herrmann zitiert. Hierdurch werde sichergestellt, “dass die in den Anker-Zentren dringend benötigten Plätze wieder schnell verfügbar werden.” Auch andere Bundesländer wappnen sich bereits: So teilt die niedersächsische Regierung laut “Welt” mit, dass man im Januar drei Jugendherbergen eingerichtet und ein Hotel für die Unterbringung von [Gruppe 1] angemietet habe, “um im Zusammenhang mit bundesweit steigenden Ankunftszahlen und den Herausforderungen der Corona-Pandemie die Kapazitäten zu erhöhen.”

Im vergangenen Sommer – also noch vor Faesers unseligem Wirken – war die Zahl der Asylanträge trotz Coronakrise von zuvor monatlich rund 8000 auf bereits über 14.000 angestiegen. Dabei handelt es sich vornehmlich um “Schutzsuchende”, die unerlaubt aus anderen EU-Staaten weiterreisten (sogenannte “EU-Binnenflüchtlinge”), Personen, die sich entweder noch im Aufnahmeverfahren befinden oder bereits abgelehnt wurden. Speziell Deutschland ist erklärtermaßen ihr Hauptziel – weil hier das Abschieberisiko minimal ist und die sozialstaatliche Rundumversorgung geradezu paradiesisch; selbst eine Gefängnisunterbringung kommt – verglichen mit den Lebensbedingungen der Herkunftsländer vieler der sogenannten [Andere Gruppe] – einer Luxusherberge gleich, was möglicherweise auch die überproportionale Straffälligkeit diverser Problemmigranten erklärt.",NO_CRIME_FRAME,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft explizit die Gruppe („diverse Problemmigranten“) mit „überproportionaler Straffälligkeit“ und führt dies als mögliche Erklärung für die Lebensbedingungen an, was eine negative Kriminalitätszuschreibung darstellt.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft explizit die Gruppe („diverse Problemmigranten“) mit „überproportionaler Straffälligkeit“ und führt dies als mögliche Erklärung für die Lebensbedingungen an, was eine negative Kriminalitätszuschreibung darstellt.",hard_case,0.6,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0,True,True,AGREE
74,632712703dd49b919c05baca,7,UKR,"Bandera war ideologischer Führer des radikalen Flügels der Organisation Ukrainischer Nationalisten (OUN). Nationalistische Partisanen aus dem Westen der Ukraine waren 1943 für ethnisch motivierte Vertreibungen verantwortlich, bei denen Zehntausende polnische Zivilisten ermordet wurden. Bandera floh nach dem Zweiten Weltkrieg nach Deutschland, wo er 1959 von einem Agenten des sowjetischen Geheimdienstes KGB ermordet wurde. Einige Forscher bezeichnen Bandera als Faschisten.

Für die nächsten Serien sollen die [Gruppe 1] Varianten vorschlagen, forderte Juschtschenko. ""Wir sind wirklich die stärkste Armee der Welt. Denn Macht und Stärke der Armee misst sich nicht in erster Linie an der Zahl der Panzer, sondern der Stärke des Geists!"", schrieb der Politiker.

Juschtschenko war von 2005 bis 2010 Präsident der Ukraine. Er kam über einen 2004 durch Straßenproteste erzwungenen außerordentlichen dritten Wahlgang an die Macht. Nach dem ersten Wahlgang der Präsidentschaftswahlen 2010 verlieh er Bandera den Titel ""Held der Ukraine"", obwohl dieser nie ukrainischer Staatsbürger war. Die Entscheidung wurde von Juschtschenkos Nachfolger Viktor Janukowitsch rückgängig gemacht.",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_CRIME_FRAME,NO_CRIME_FRAME,ministral-3-14b,NO_CRIME_FRAME,"Der Text beschreibt historische Konflikte, politische Machtkämpfe und die ideologische Einordnung einer Person, ohne die Gruppe (Ukrainer:innen oder ukrainische Nationalisten) explizit mit Kriminalität, Sicherheit oder Gewalt im Sinne der Annotationsregeln zu verknüpfen.","Label: **NO_CRIME_FRAME**
Explanation: Der Text beschreibt historische Konflikte, politische Machtkämpfe und die ideologische Einordnung einer Person, ohne die Gruppe (Ukrainer:innen oder ukrainische Nationalisten) explizit mit Kriminalität, Sicherheit oder Gewalt im Sinne der Annotationsregeln zu verknüpfen.",hard_case,0.7,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0,True,True,AGREE
75,632712733dd49b919c06d9a8,22,UKR,"Der rechtsextreme Philosoph Alexander Dugin spricht sich für ein europäisch-asiatisches Reich unter russischer Vorherrschaft aus.

Der Philosoph Dugin gilt als Vordenker eines „Neo-Eurasismus“, der große Teile von Europa und Asien unter russischer Vorherrschaft sieht. Im Kern ist Dugins Ideologie faschistisch. Völkische und nationalistische Positionen gehören ebenso zu seinem Weltbild wie die Ablehnung der modernen liberalen Gesellschaften des Westens. Schon 2014 forderte er, man müsse [Gruppe 1] „töten, töten, töten“. Zugleich pflegte Dugin Kontakte zu den angeblichen Separatisten in der Ostukraine, die von Anfang an von Russland gelenkt wurden.

Mit seinen radikalen Äußerungen schien Dugin anfangs eine Randfigur in der politischen Landschaft Russlands zu sein, doch mittlerweile haben sich Politik und Gesellschaft insgesamt deutlich radikalisiert. Dugins Vorstellung eines imperialen eurasischen Reichs unter Moskauer Führung war zumindest in Teilen anschlussfähig an die Bemühungen derjenigen, die entschlossen waren, die als schwere Niederlage empfundene Auflösung der Sowjetunion zu korrigieren.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,ministral-3-14b,NO_CRIME_FRAME,"Die Gruppe wird nicht als Täter, Sicherheitsrisiko oder Unterstützer von Straftaten dargestellt, sondern als Opfer von Dugins expliziter Gewaltforderung („töten, töten, töten“), die hier als manipulative Äußerung eines rechtsextremen Ideologen kritisiert wird.","Label: **NO_CRIME_FRAME**
Explanation: Die Gruppe wird nicht als Täter, Sicherheitsrisiko oder Unterstützer von Straftaten dargestellt, sondern als Opfer von Dugins expliziter Gewaltforderung („töten, töten, töten“), die hier als manipulative Äußerung eines rechtsextremen Ideologen kritisiert wird.",hard_case,0.7,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0,True,False,DISAGREE
76,6327129f3dd49b919c18d3af,3,,"Schon am ersten Prozesstag wird klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt - doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf ""Allahu Akbar"" (""Gott ist groß"") gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. ""Zu keinem Zeitpunkt hat es terroristische Motive gegeben"", versichert der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Fraglich ist, ob dem Mann Mordmerkmale wie Heimtücke und niedrige Beweggründe, etwa Rachsucht oder Zorn, nachzuweisen sind. Und unklar ist, ob die Angehörigen eine Antwort auf ihre Frage bekommen werden, warum der seit Jahren psychisch auffällige Mann nicht längst in einer geschlossenen Psychiatrie saß.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft die **[Andere Gruppe]** explizit mit einem **Terroranschlag** (Attacke, ""Allahu Akbar""-Ruf, extremistische Motive) und stellt den Täter als Mitglied dieser Gruppe dar, auch wenn weitere terroristische Hinweise fehlen.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft die **[Andere Gruppe]** explizit mit einem **Terroranschlag** (Attacke, ""Allahu Akbar""-Ruf, extremistische Motive) und stellt den Täter als Mitglied dieser Gruppe dar, auch wenn weitere terroristische Hinweise fehlen.",hard_case,0.6,CRIME_FRAME_NEG,CRIME_FRAME_NEG,hard_cases.csv,1.0,True,True,AGREE
77,632712b33dd49b919c2069fb,8,SYR,"Über den Messengerdienst Telegram soll der Jugendliche Kontakt mit einer nicht näher identifizierten Person aufgenommen haben, die ihn in der Zeit bis zum 29. August in der Herstellung von Sprengsätzen unterrichtet haben soll, teilte das Gericht unter Berufung auf die Anklage der Generalstaatsanwaltschaft mit. Früheren Informationen der Ermittler zufolge soll es sich bei dem Mann mit dem Kampfnamen Abu Harb um einen mutmaßlichen IS-Terroristen gehandelt haben. Der Angeklagte soll den Angeklagten um Informationen für den Bau einer Bombe gebeten und diese auch erhalten haben.

Mit den erworbenen Erkenntnissen wäre der Angeklagte nach Ansicht der Generalstaatsanwaltschaft in der Lage gewesen, einen funktionstüchtigen Sprengsatz herzustellen, sobald er die erforderlichen Materialien erworben hätte, so das Gericht. Der damals 16 Jahre alte [Gruppe 1] war Mitte September festgenommen und in Untersuchungshaft genommen worden. Die Polizei war am höchsten jüdischen Feiertag Jom Kippur zu einem Großeinsatz zur Synagoge ausgerückt, um sie zu bewachen.

Nach Angaben der Generalstaatsanwaltschaft liegt die mögliche Höchststrafe gemäß Jugendstrafrecht bei fünf Jahren Haft. Bis Ende April sind bislang insgesamt zehn Verhandlungstage angesetzt. (dpa)",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,ministral-3-14b,CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit einer terroristischen Straftat (Herstellung von Sprengsätzen) und stellt den Angeklagten als Täter dar, der von einem mutmaßlichen IS-Terroristen angeleitet wurde.","Label: **CRIME_FRAME_NEG**
Explanation: Der Absatz verknüpft die Gruppe explizit mit einer terroristischen Straftat (Herstellung von Sprengsätzen) und stellt den Angeklagten als Täter dar, der von einem mutmaßlichen IS-Terroristen angeleitet wurde.",hard_case,0.7,CRIME_FRAME_NEG,NO_CRIME_FRAME,hard_cases.csv,1.0,True,True,AGREE
