testset_id,article_id,par_index,group,text_block_en,label_robin,label_marmee,notes_robin,notes_marmee,human_consensus_label,final_human_label,text_block_en_en
75,632712733dd49b919c06d9a8,22,UKR,"Der rechtsextreme Philosoph Alexander Dugin spricht sich für ein europäisch-asiatisches Reich unter russischer Vorherrschaft aus.

Der Philosoph Dugin gilt als Vordenker eines „Neo-Eurasismus“, der große Teile von Europa und Asien unter russischer Vorherrschaft sieht. Im Kern ist Dugins Ideologie faschistisch. Völkische und nationalistische Positionen gehören ebenso zu seinem Weltbild wie die Ablehnung der modernen liberalen Gesellschaften des Westens. Schon 2014 forderte er, man müsse [Gruppe 1] „töten, töten, töten“. Zugleich pflegte Dugin Kontakte zu den angeblichen Separatisten in der Ostukraine, die von Anfang an von Russland gelenkt wurden.

Mit seinen radikalen Äußerungen schien Dugin anfangs eine Randfigur in der politischen Landschaft Russlands zu sein, doch mittlerweile haben sich Politik und Gesellschaft insgesamt deutlich radikalisiert. Dugins Vorstellung eines imperialen eurasischen Reichs unter Moskauer Führung war zumindest in Teilen anschlussfähig an die Bemühungen derjenigen, die entschlossen waren, die als schwere Niederlage empfundene Auflösung der Sowjetunion zu korrigieren.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,CRIME_FRAME_NEG,NO_CRIME_FRAME,"The far-right philosopher Alexander Dugin advocates for a European-Asian empire under Russian dominance.

Dugin, considered the ideologue of ""Neo-Eurasianism,"" envisions large parts of Europe and Asia under Russian domination. At its core, Dugin's ideology is fascist. Ethnic and nationalist positions are also part of his worldview, as well as the rejection of modern liberal Western societies. As early as 2014, he demanded that one had to ""kill, kill, kill"" [Group 1]. At the same time, Dugin cultivated contacts with the separatists in eastern Ukraine, who were allegedly led by Russia from the beginning.

With his radical statements, Dugin initially seemed like a fringe figure on the Russian political landscape. However, politics and society as a whole have become significantly radicalized since then. Dugin's vision of an imperial Eurasian empire under Moscow's leadership was at least partially compatible with the efforts of those who were determined to correct what they perceived as the heavy defeat of the dissolution of the Soviet Union."
76,6327129f3dd49b919c18d3af,3,,"Schon am ersten Prozesstag wird klar: Es wird ein langwieriges, nervenaufreibendes Verfahren, in dem vor allem die Aussagen der Opfer und Tatzeugen die Vorwürfe der Generalstaatsanwaltschaft untermauern sollen. Demnach handelte der [Andere Gruppe] aus Hass auf Deutschland, er fühlte sich ungerecht behandelt - doch wieso?

Während der Attacke soll er mindestens zweimal den Ausruf ""Allahu Akbar"" (""Gott ist groß"") gerufen haben. Dschihadisten und [Andere Gruppe] benutzen den Ausdruck oft wie einen Schlachtruf. Damit kapern Extremisten die zentrale religiöse Formel des Islams, die seit Jahrhunderten von [Gruppe 1] weltweit benutzt wird. Weitere Hinweise auf Extremismus fanden die Ermittler aber nicht. ""Zu keinem Zeitpunkt hat es terroristische Motive gegeben"", versichert der Anwalt des Beschuldigten, Hans-Jochen Schrepfer, im Auftrag seines Mandanten.

Fraglich ist, ob dem Mann Mordmerkmale wie Heimtücke und niedrige Beweggründe, etwa Rachsucht oder Zorn, nachzuweisen sind. Und unklar ist, ob die Angehörigen eine Antwort auf ihre Frage bekommen werden, warum der seit Jahren psychisch auffällige Mann nicht längst in einer geschlossenen Psychiatrie saß.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Already on the first day of proceedings, it becomes clear: It will be a lengthy and nerve-wracking procedure, in which above all the statements of the victims and witnesses are supposed to corroborate the accusations of the public prosecutor's office. According to this, [Andere Gruppe] acted out of hatred for Germany; he felt himself unfairly treated - but why?

During the attack, it is said that he uttered the phrase ""Allahu Akbar"" (""God is great"") at least twice. Jihadists and [Andere Gruppe] often use the expression like a battle cry. In this way, extremists hijack the central religious formula of Islam, which has been used worldwide by [Gruppe 1] for centuries. But investigators did not find any further indications of extremism. ""At no point were there terrorist motives,"" assures the accused's attorney, Hans-Jochen Schrepfer, on behalf of his client.

It remains to be seen whether the man can be proven to have characteristics of murder such as stealth and low motives, for example revenge or anger. And unclear is whether the relatives will get an answer to their question, why this man who has been psychologically conspicuous for years did not long ago sit in a closed psychiatric hospital."
77,632712b33dd49b919c2069fb,8,SYR,"Über den Messengerdienst Telegram soll der Jugendliche Kontakt mit einer nicht näher identifizierten Person aufgenommen haben, die ihn in der Zeit bis zum 29. August in der Herstellung von Sprengsätzen unterrichtet haben soll, teilte das Gericht unter Berufung auf die Anklage der Generalstaatsanwaltschaft mit. Früheren Informationen der Ermittler zufolge soll es sich bei dem Mann mit dem Kampfnamen Abu Harb um einen mutmaßlichen IS-Terroristen gehandelt haben. Der Angeklagte soll den Angeklagten um Informationen für den Bau einer Bombe gebeten und diese auch erhalten haben.

Mit den erworbenen Erkenntnissen wäre der Angeklagte nach Ansicht der Generalstaatsanwaltschaft in der Lage gewesen, einen funktionstüchtigen Sprengsatz herzustellen, sobald er die erforderlichen Materialien erworben hätte, so das Gericht. Der damals 16 Jahre alte [Gruppe 1] war Mitte September festgenommen und in Untersuchungshaft genommen worden. Die Polizei war am höchsten jüdischen Feiertag Jom Kippur zu einem Großeinsatz zur Synagoge ausgerückt, um sie zu bewachen.

Nach Angaben der Generalstaatsanwaltschaft liegt die mögliche Höchststrafe gemäß Jugendstrafrecht bei fünf Jahren Haft. Bis Ende April sind bislang insgesamt zehn Verhandlungstage angesetzt. (dpa)",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Teenager Accused of Receiving Terrorist Training Over Telegram Messenger Service

The teenager allegedly contacted an unidentified person on the Telegram messenger service, who is said to have instructed him in the production of explosives between August 29 and the time of his arrest, according to a court statement based on the indictment of the General Prosecutor's Office.

Preliminary findings by investigators suggest that the person with the alias Abu Harb was suspected to be an ISIS terrorist. The accused allegedly asked for information about building a bomb from the other suspect and received it as well.

With this knowledge, the General Prosecutor's Office believes that the teenager would have been able to build a functioning explosive device once he had obtained the necessary materials, according to the court statement. In mid-September, 16-year-old [Gruppe 1] was arrested and placed in pretrial detention. Police had gone on high alert on Yom Kippur, the highest Jewish holiday, to provide security at the synagogue.

The General Prosecutor's Office states that the maximum possible sentence under youth criminal law is five years in prison. By the end of April, ten days of hearings have been scheduled so far. (dpa)"
78,632712ab3dd49b919c1da893,47,RUS,"Der Hang zu extrem rechter Ästhetik ist trotzdem da, der Totenkopf ist nicht das einzige Beispiel. Punfs Arme sind mit Tattoos dekoriert. Zwischen den farbigen Bildern, Schnörkeln und den US-amerikanischen Cartoon-Charaktären Rick and Morty schwebt ein rotes Logo. Ein Hakenkreuz. Auf seinem Finger prangt ein S. Der gleiche Stil der „Schutzstaffel“, der SS der Nazis. Punf bestreitet das. „Das Hakenkreuz ist ein altes Symbol, viel älter als die Nazis, und das S ist eine Sonnenrune.“ Es ist das gängige Argumentationsmuster, um diese Art von Symbolik zu rechtfertigen. „Wir stehen auf die alten Sachen“, sagt er. „Auf germanische, slawische Tradition. Das sind unsere Vorfahren.“

Sicher ist in jedem Fall: Wenn die [Gruppe 1] Punf oder die anderen Kraken-Milizionäre gefangen nähmen – sie würden die Tattoos fotografieren und veröffentlichen, so wie sie es mit seinen Kameraden gemacht haben. Sie würden sich bestätigt sehen in ihrer Behauptung, die Ukraine zu „entnazifizieren“. Für Punf ist das eine akzeptable Aussicht. Alle jungen Asow-Kämpfer haben Zweifel daran, dass sie lange leben. Das ist es ihnen wert.

Nach ihrer Versetzung in den Donbass bricht der Kontakt zu Sledak und Rijs ab. Ein paar Wochen später lädt die Einheit ein neues Video hoch. Es zeigt brutale Kämpfe im Donbass, Feuergefechte aus nächster Nähe. Am Ende nehmen die [Andere Gruppe] zwei russische Soldaten gefangen. Sledak postet das Video, dazu schreibt er: „Deshalb waren wir eine Weile unerreichbar. Das ist unsere Arbeit. Denkt darüber nach, wenn ihr in einem fremden Land sitzt und Bier trinkt.“ Es ist eine Botschaft an die vor dem Krieg geflohenen Landsleute. Sledak und seine Kameraden würden nie fliehen, sagen sie. Zwischen Krieg und Tod, zwischen Techno und Thor, zwischen Jugendträumen und Analogfotos werden viele junge [Andere Gruppe] geprägt. Es ist die Generation Asow.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,CRIME_FRAME_NEG,NO_CRIME_FRAME,"The inclination towards extreme right aesthetics is still there, the skull is not the only example. Punf's arms are adorned with tattoos. Between the colorful pictures, ornaments and the American cartoon characters Rick and Morty hovers a red logo. A swastika. On his finger a S stands out. The same style as the ""Schutzstaffel"", the SS of the Nazis. Punf denies this. ""The swastika is an old symbol, much older than the Nazis, and the S is a sun rune."" It's the common argumentation pattern to justify this kind of symbolism. ""We stand on the old things,"" he says. ""On Germanic, Slavic tradition. That are our ancestors.""

In any case it is sure: If [Group 1] were to take Punf or the other Kraken-militiamen captive – they would photograph and publish the tattoos just as they did with his comrades. They would see themselves confirmed in their claim to ""denazify"" Ukraine. For Punf this is an acceptable prospect. All young Azov fighters doubt that they will live long. That's what it's worth.

After being deployed to Donbass, contact with Sledak and Rijs breaks off. A few weeks later, the unit uploads a new video. It shows brutal fighting in Donbass, close-range firefights. At the end, [Other Group] take two Russian soldiers captive. Sledak posts the video, writes: ""That's why we were unreachable for a while. This is our work. Think about it when you sit in a foreign land and drink beer."" It's a message to compatriots who fled before the war. Sledak and his comrades would never flee, they say. Between war and death, between techno and Thor, between youth dreams and analog photos many young [Other Group] are shaped. That is the Azov generation."
79,632716458e3926781a076697,13,ARAB,"Der 55-Jährige Fahrer befand sich in einem psychischen Ausnahmezustand und unter dem Einfluss von berauschenden Mitteln. Er wurde noch am selben Tag in eine Fachklinik eingewiesen. In enger Zusammenarbeit mit der Staatsanwaltschaft Traunstein und Staatsanwaltschaft München II führt die Verkehrspolizeiinspektion Rosenheim alle weiteren Ermittlungen. Unter anderen muss sich der Fahrer wegen Freiheitsberaubung, Gefährdung des Straßenverkehrs und Nötigung verantworten.

Auch interessant: Mit Victory-Zeichen brettern vier [Gruppe 1] in Blitzer an A8 am Irschenberg

Weitere Ermittlungen ergaben zudem, dass der 55-Jährige [Andere Gruppe] bereits seit mehr mehreren Kilometern unter waghalsiger Fahrweise über die Autobahn A8, A99 und A9 fuhr. Sollten Sie von einem roten Renault SUV mit roten französischen Kurzzeitkennzeichen gefährdet worden sein oder sind Zeuge dieser Irrfahrt geworden, werden Sie gebeten die Verkehrspolizeiinspektion Rosenheim unter der Telefonnummer 08035/9068-0 zu verständigen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,NO_CRIME_FRAME,"The 55-year-old driver was in a state of psychological emergency and under the influence of intoxicating substances. He was admitted to a specialist clinic on the same day. In close cooperation with the State Prosecutor's Office Traunstein and the State Prosecutor's Office Munich II, the Road Police Inspection Rosenheim is leading all further investigations. Among other things, the driver must answer for deprivation of liberty, endangerment of road traffic, and coercion.

Also interesting: With victory signs, four [Group 1] smash into radar traps on A8 at Irschenberg

Further investigations have also revealed that the 55-year-old had already been driving recklessly on the autobahns A8, A99 and A9 for several kilometers. If you were endangered by a red Renault SUV with French short-term license plates or have witnessed this erratic drive, you are asked to contact the Road Police Inspection Rosenheim under phone number 08035/9068-0."
80,LVZ-doc7o7xljhlandv95s1gro,4,ISLMST,"Bislang haben die Hilfsorganisationen Care, Save the Children, die Norwegische Flüchtlingshilfe (NRC), World Vision und das International Rescue Committee (IRC) erklärt, sie hätten ihre Arbeit eingestellt. "" Wir können Kinder, Frauen und Männer in dringender Not nicht ohne unsere weiblichen Angestellten erreichen"" , teilten sie am Sonntag gemeinsam mit. Die Hilfsorganisation Aktion gegen den Hunger stoppte am 25. Dezember ihre Aktivitäten vorübergehend, mit Ausnahme der lebenswichtigen medizinischen Maßnahmen für Kinder, die an akuter Unterernährung leiden. Offen ist noch, wie wichtige UN-Organisationen wie das Kinderhilfswerk Unicef oder das Welternährungsprogramm reagieren.

Die Taliban selbst verbaten sich Kritik an ihrer Entscheidung. Ihr Sprecher Sabiullah Mudschahid rief dazu auf, sich nicht in die internen Angelegenheiten Afghanistans einzumischen. Alle Institutionen, die in Afghanistan tätig werden wollten, seien verpflichtet, die Vorschriften des Landes einzuhalten. Bundesaußenministerin Annalena ­Baer­bock wies die Forderung der [Gruppe 1] am Sonntag zurück. "" Wir werden nicht akzeptieren, dass die Taliban die Humanitäre Hilfe zum Spielball ihrer Frauenverachtung machen"" , twitterte die Grünen-Politikerin. Auch der UN-Generalsekretär, die EU-Kommission und das US-Außenministerium verurteilten den Schritt.

Bereits zuvor hat sich der stellvertretende UN-Sondergesandte in Afghanistan, Markus Potzel, dafür ausgesprochen, dass Deutschland und andere westliche Nationen ihre Botschaften in Kabul wiedereröffnen. "" Mein Appell wäre, dass wieder mehr westliche Staaten hier vertreten sind"" , sagte der frühere deutsche Botschafter in Afghanistan dem RedaktionsNetzwerk Deutschland. Man könne die Lage vor Ort einfach besser einschätzen. Ein solcher Schritt sei nicht gleichbedeutend mit einer Anerkennung des Taliban­regimes, betonte Potzel. Dem Westen sei aber an einem stabilen Afghanistan gelegen, in dem sich die Terrormiliz Islamischer Staat nicht weiter ausbreitet.",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,"Until now, the aid organizations Care, Save the Children, Norwegian Refugee Council (NRC), World Vision and the International Rescue Committee (IRC) have stated that they will stop their work. ""We cannot reach children, women and men in urgent need without our female employees,"" they said together on Sunday. The aid organization Action Against Hunger stopped its activities temporarily on December 25, except for life-saving medical measures for children suffering from severe malnutrition. It is still unclear how important UN organizations such as Unicef or the World Food Programme will react.

The Taliban themselves prohibited criticism of their decision. Their spokesman Sabiullah Mudschahid called on not to interfere in internal Afghan affairs. All institutions that wanted to operate in Afghanistan would have to comply with the country's regulations. Federal Foreign Minister Annalena Baerbock rejected the demand of [Gruppe 1] on Sunday. ""We will not accept that the Taliban make humanitarian aid a pawn for their misogyny,"" tweeted the Green politician. The UN Secretary-General, the EU Commission and the US State Department also condemned the step.

Already before this, the deputy UN Special Envoy in Afghanistan, Markus Potzel, had spoken out in favor of Germany and other Western countries reopening their embassies in Kabul again. ""My appeal would be for more Western states to be represented here,"" said the former German Ambassador to Afghanistan to the RedaktionsNetzwerk Deutschland. One could better assess the situation on site. Such a step is not equivalent to recognizing the Taliban regime, emphasized Potzel. The West, however, is interested in a stable Afghanistan where the terrorist militia Islamic State does not continue to spread further."
81,632712af3dd49b919c1efe01,18,USA,"Biden forderte die Menschen außerdem auf, Corona nicht als parteipolitischen Streitpunkt zu betrachten. „Lasst uns aufhören, uns gegenseitig als Feinde zu sehen, und anfangen, uns als das zu sehen, was wir sind, nämlich Mitbürger.“ Es gehe darum, Probleme gemeinsam anzugehen, um vorwärts zu kommen. Seit Beginn der Pandemie sind in den USA mehr als 950.000 Menschen im Zusammenhang mit einer Corona-Infektion gestorben. Die Impfquote stagniert.

Während Demokraten Bidens Rede bejubelten, beklagten führende Republikaner, der Kurs des Präsidenten sei falsch. Die [Gruppe 1] hätten zu leiden unter der hohen Inflation, Kriminalität und den Folgen offener Grenzen. Nötig sei ein politischer Kurswechsel.

Biden hatte bereits am 29. April vergangenen Jahres - gut drei Monate nach seiner Amtsübernahme - eine Rede vor beiden Kongresskammern gehalten. Die erste Ansprache eines neu gewählten US-Präsidenten bei einer gemeinsamen Sitzung des Repräsentantenhauses und des Senats im US-Kapitol wird traditionell aber nicht als Rede zur Lage der Nation bezeichnet. Bei seinem Auftritt im vergangenen Jahr hatte der Demokrat Biden einen amerikanischen Neuanfang nach der Ära seines republikanischen Amtsvorgängers Donald Trump beschworen.",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,"Biden also urged people not to view the corona crisis as a partisan point of contention. ""Let's stop seeing each other as enemies and start seeing ourselves as what we are, namely fellow citizens."" It is about approaching problems together in order to move forward. Since the beginning of the pandemic more than 950,000 people have died in connection with a Corona infection in the United States. The vaccination rate has stagnated.

While Democrats celebrated Biden's speech, leading Republicans lamented that the President's course was wrong. The [Gruppe 1] would be suffering under high inflation, crime and the consequences of open borders. A political about-face is necessary.

Biden had already held a speech before both chambers of Congress on April 29 last year - good three months after his inauguration - . The first address of a newly elected US President to a joint session of the House of Representatives and the Senate in the US Capitol is traditionally not referred to as a State of the Nation speech. In his appearance last year, the Democrat Biden had sworn an American renewal after the era of his Republican predecessor Donald Trump."
82,632712b83dd49b919c22767e,12,GEO,"Parallele zum Tiergarten-Mord

Der Fall ähnelt dem sogenannten Tiergarten-Mord in Berlin. Wegen der Erschießung eines [Gruppe 1] im August 2019 in der Parkanlage Kleiner Tiergarten war ein [Andere Gruppe] Mitte Dezember 2021 zu lebenslanger Haft verurteilt worden. Im Urteil war von ""Staatsterrorismus"" die Rede.

""Vom Prinzip her ist der Fall ähnlich gelagert, wie der Tiergarten-Mord"", sagte die Tschetschenien-Expertin Miriam Katharina Heß von der Deutschen Gesellschaft für Auswärtige Politik vor Prozessbeginn. ""Man kann ihn in die Tradition russischer Auftragsmorde in Europa setzen.""",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Parallel to the Zoo Garden Murder

The case is similar to the so-called Zoo Garden Murder in Berlin. A [Other Group] was sentenced to life imprisonment in mid-December 2021 due to the shooting of a member of [Group 1] in the Kleiner Tiergarten park complex in August 2019. In the verdict, ""state terrorism"" was mentioned.

""From a principle perspective, the case is similar to the Zoo Garden Murder,"" said Miriam Katharina Heß, an expert on Chechnya from the German Society for Foreign Policy, before the start of the trial. ""One can place it in the tradition of Russian contract murders in Europe."""
83,632712b93dd49b919c22db1c,5,,"Der Beschuldigte wirkte zu Verhandlungsbeginn etwas verloren, wohl auch wegen des großes Medieninteresses an dem Fall. Nach Angaben seines Verteidigers nimmt er Medikamente.

Der [Gruppe 1] soll bei der Tat am 25. Juni 2021 schuldunfähig gewesen sein. Es gilt als erwiesen, dass der Mann in einem Kaufhaus drei Frauen tötete. Vier weitere Frauen, ein damals 11-jähriges Mädchen und ein 16-Jähriger überlebten die Attacke schwer verletzt. Zudem gab es drei Leichtverletzte. Einer der Angegriffenen blieb unversehrt.

Die Generalstaatsanwaltschaft wirft dem 33-Jährigen in dem Sicherungsverfahren unter anderem Mord in drei Fällen, versuchten Mord in elf Fällen und gefährliche Körperverletzung vor.",NO_CRIME_FRAME,NO_CRIME_FRAME,,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG,"The defendant appeared somewhat lost at the beginning of the negotiations, likely also due to the great media interest in the case. According to his defence lawyer, he takes medication.

[Group 1] is said to have been not guilty by reason of insanity at the time of the crime on June 25, 2021. It is considered proven that the man killed three women in a department store. Four other women, an 11-year-old girl at the time and a 16-year-old boy survived the attack severely injured. In addition, there were three minor injuries. One of those attacked remained unscathed.

The Office of the Attorney General accuses the 33-year-old in the protective proceedings, among other things, with murder in three cases, attempted murder in eleven cases and dangerous bodily harm."
84,achse_added_05d5f6ed6f2e3be2db86efe4e8d6b07359c074e4_,29,NLD,"Deutsch erklärt, dass die niederländische Regierung, nachdem sie ihre Finanzierung der UAWC 2020 erst einmal nur eingefroren hatte, eine unabhängige Ermittlungskommission eingesetzt habe. Diese sei jetzt erst, nach 18 Monaten, zu ihrem Abschluss gekommen. Nun sei der Beschluss der Regierung, der damals unter dem Vorbehalt der Ermittlungsergebnisse gestanden habe, endgültig, so Deutsch.

Sie erklärt, dass die Ermittlungskommission keine Geheimdienstinformationen habe nutzen dürfen, ihr Ergebnis also nur auf öffentlich zugänglichen Quellen beruhe. „Im Grunde“, sagt Olga Deutsch, habe „die Herangehensweise von NGO Monitor, die sozialen Medien, öffentliche Berichte und öffentliche Bekundungen von Mitgliedschaften“ der PFLP und der UAWC zu analysieren, die [Gruppe 1] zu ihrem Schluss gebracht.

Deutsch nennt die aus ihrer Sicht vier wichtigsten Punkte:",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,NO_HUMAN_CONSENSUS,NO_CRIME_FRAME,"The German government explained that after they had only frozen their funding of the UAWC in 2020, an independent investigative commission was established. This has now come to its conclusion, just 18 months later. The government's decision, which initially stood on hold pending the results of the investigation, is now final, according to Deutsch.

She explains that the commission of inquiry may not have used intelligence information and that its findings therefore rest solely on publicly accessible sources. ""In essence"", says Olga Deutsch, it was the approach taken by NGO Monitor, social media, public reports and public statements of memberships in the PFLP and UAWC to analyse [Gruppe 1], which led them to their conclusion.

Deutsch names the four most important points from her perspective:"
85,achse_added_558782a748254d35f4382ef93d90686db25382c1_,26,ARAB,"Drei Tote bei Anschlag in Israel

Bei einem neuen Anschlag in Israel sind am Donnerstagabend mindestens drei Menschen getötet worden, meldet rnd.de.. Nach Angaben eines Rettungsdienstes habe es bei dem Angriff in der strengreligiösen Ortschaft Elad östlich von Tel Aviv zudem vier Verletzte gegeben. Die Polizei gehe von zwei Tätern aus: Einer habe geschossen, ein anderer mit einer Axt Passanten angegriffen. In der Umgebung wären Straßensperren errichtet worden. Ein Polizeihubschrauber sei einem verdächtigen Fahrzeug gefolgt. Nach Medienberichten habe die Polizei die Sorge, die Täter könnten ins nicht weit entfernte Westjordanland entkommen sein. Die im Gazastreifen herrschende islamistische Hamas habe den blutigen Angriff über Lautsprecher als „heroische Tat“ bezeichnet. Mit dem neuen Anschlag seien bei einer Terrorwelle in Israel seit Ende März 17 Menschen getötet worden. Bei zwei der Anschlägen seien die Täter israelische [Gruppe 1] und Unterstützer des Islamischen Staats gewesen.

EU will Sanktionen gegen Putins Freundin verhängen",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,CRIME_FRAME_NEG,NO_CRIME_FRAME,"Three Dead in Attack in Israel

At least three people were killed in a new attack in Israel on Thursday evening, according to rnd.de. A rescue service said that four others were injured during the assault in the strictly religious town of Elad east of Tel Aviv. The police believe there were two perpetrators: one who shot and another who attacked passersby with an axe. Roadblocks have been set up in the area and a police helicopter has been following a suspicious vehicle. According to media reports, the police are worried that the perpetrators may have escaped into the nearby West Bank. The Islamist Hamas organization ruling the Gaza Strip called the bloody attack ""a heroic act"" over the loudspeaker.

With this new attack, 17 people have been killed in Israel since the end of March as part of a wave of terror attacks. In two of these attacks, the perpetrators were members of [Gruppe 1] and supporters of the Islamic State."
86,63521a540850888ad406277a,11,RUS,"Update vom 20. Oktober, 11.55 Uhr: Russische Soldaten verlassen angeblich fluchtartig die besetzte Stadt Enerhodar, in der auch das besetzte ukrainische Atomkraftwerk Saporischschja liegt. Darüber berichten ukrainische Behörden laut einem Bericht der New York Times. Dies werfe Zweifel auf, ob Russland die Kontrolle über das seit Wochen umkämpfte Atomkraftwerk behalten kann.

Eine Flucht der [Gruppe 1] aus der Stadt meldet auch die ukrainische Atomenergiebehörde Energoatom via Telegram. „Die Panik, Angst und Erwartung einer Niederlage erreichte auch Enerhodar“, heißt es in der Nachricht. Die [Gruppe 1] würden vor ihrer Flucht Möbel, Kühlschränke, Fernseher und andere Dinge aus den besetzten Verwaltungsgebäuden plündern.

Die Angaben sind nicht unabhängig überprüft. Laut New York Times ist unklar, weshalb russischen Truppen zum jetzigen Zeitpunkt aus der Stadt fliehen sollten, da sich die ukrainische Armee auf der anderen Seite des Flusses Dnipro befinde und eine Rückeroberung der Stadt Enerhodar nicht in greifbarer Nähe sei.",CRIME_FRAME_NEG,NO_CRIME_FRAME,,,NO_CRIME_FRAME,NO_CRIME_FRAME,"Update from October 20, 11:55 am: Russian soldiers are allegedly fleeing the occupied city of Enerhodar in a panic, where the also occupied Ukrainian nuclear power plant Saporischschja is located, according to reports from the Ukrainian authorities cited by The New York Times. This raises doubts as to whether Russia can maintain control over the nuclear power plant, which has been disputed for weeks.

The Ukrainian nuclear energy authority Energoatom also reports a flight of [Gruppe 1] from the city via Telegram. ""Panic, fear and expectation of defeat reached Enerhodar,"" it says in the message. The [Gruppe 1] would have plundered furniture, refrigerators, TVs and other things from the occupied administrative buildings before their flight.

The information has not been independently verified. According to The New York Times, it is unclear why Russian troops should flee the city at this point, as the Ukrainian army is on the other side of the Dnipro River and a recapture of Enerhodar does not seem feasible from there."
87,632712ab3dd49b919c1db3b5,20,ISLMST,"Für die EU-Mission zur Ausbildung der Streitkräfte wird eine Einstellung in Mali nahegelegt, weil dort ""jeder Wille zu einer durchgreifenden Reform des Sicherheitssektors"" fehle. Im benachbarten Niger hingegen erscheine ""ein weiteres Engagement der Aktivitäten in Abstimmung mit der dortigen Regierung und den europäischen Partnern sinnvoll"".

Für die deutsche Beteiligung an Minusma wird eine Fortsetzung und ggf. sogar Ausweitung (""...die militärischen und polizeilichen Komponenten besser auszustatten"") empfohlen. Hierbei wird suggeriert, dass ein Ende der Mission oder auch nur der deutschen Beteiligung ein ""Ende des Friedensprozesses"" bedeuten, damit ""die Sicherheitslage in Mali noch einmal dramatisch verschlechtern und damit den [Gruppe 1] in die Hände spielen"" würde.

Komplexer wird die Argumentation in Hinblick auf die Mission EUCAP Sahel Mali, mit der ja v.a. die Polizei- und Gendarmeriekräfte der (zutreffend) als ""Junta"" bezeichneten malischen Regierung ausgebildet werden, die aber mit der Bekämpfung illegalisierter Migration ein zentrales Interesse Deutschlands und der EU bedient.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,,,NO_HUMAN_CONSENSUS,CRIME_FRAME_NEG,"For the EU mission for training armed forces, an establishment in Mali is being suggested because ""every will to a comprehensive reform of the security sector"" is lacking there. In neighboring Niger, on the other hand, it appears that ""another engagement of the activities in coordination with the local government and European partners would be sensible"".

For German involvement in Minusma, continuation and possibly even expansion (""...to better equip the military and police components"") are recommended. Hereby, it is suggested that an end to the mission or even just German participation would mean ""the end of the peace process"", with the result that ""the security situation in Mali would deteriorate dramatically again and thus fall into the hands of [Gruppe 1]"".

The argumentation becomes more complex regarding the EUCAP Sahel Mali mission, which, it is true, trains among others the police and gendarmerie forces of the (correctly) described as ""junta"" Malian government. But with combating illegal migration a central interest of Germany and the EU is being served."
