group,pub,human_label,llm_label,explanation,text_block,raw_output
ARM,KN,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die **Gruppe 1** (Berg-Karabach-Bewohner) als **Opfer einer Blockade und staatlicher Repression** durch Aserbaidschan, nicht als Quelle von Gewalt oder Sicherheitsrisiko.","

Seit 12. Dezember blockiert Aserbaidschan den Latchin-Korridor, die einzige Zufahrtstraße zwischen Armenien und der von [Gruppe 1] bewohnten Region Berg-Karabach. 120 000 Menschen, darunter 30 000 Kinder, sind von jeglicher Versorgung abgeschnitten. Der Konflikt zwischen dem christlichen Armenien und dem muslimischen Aserbaidschan eskalierte 1991 zu einem Krieg, in dessen Folge ab 1994 Berg-Karabach von [Gruppe 1] kontrolliert wurde. Im 44-Tage-Krieg 2020 eroberte Aserbaidschan große Teile zurück und will nun offenbar die Heimholung Berg-Karabachs mit der Blockade erzwingen.

Auch wenn die Region nach Ansicht von UNO und Europarat Teil des Staatsgebietes Aserbaidschans ist, darf die internationale Gemeinschaft einer Strategie des Aushungers nicht tatenlos zu sehen. Russlands 2000-Mann-Friedenstruppe vor Ort greift nicht ein und wird sogar von Baku beschuldigt, für die Blockade verantwortlich zu sein.Putin hat mit der Ukraine genug Probleme, so dass er davor zurückschreckt, im Südkaukasus einen neuen Konfliktherd aufzumachen, zumal Aserbaidschan massiv von der Türkei unterstützt wird.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die **Gruppe 1** (Berg-Karabach-Bewohner) als **Opfer einer Blockade und staatlicher Repression** durch Aserbaidschan, nicht als Quelle von Gewalt oder Sicherheitsrisiko."
RUS,WAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten (Ukraine/Russland)**, der nicht auf innenpolitische Sicherheitsrahmungen von Minderheiten- oder Migrationsgruppen in Deutschland abzielt. Zudem wird die Gruppe ([Gruppe 1] = russische Besatzung) nicht als Ursache einer Bedrohung dargestellt, sondern als **Opfer von Gewalt** (Beschuss des Kraftwerks) und als Akteur in einem zwischenstaatlichen Konflikt.","Wien Die Internationale Atomenergiebehörde (IAEA) drängt nach dem Beschuss des ukrainischen Atomkraftwerks Saporischschja erneut auf einen Zugang zu der von Russland besetzten Anlage. Der Angriff am Freitag unterstreiche "" die sehr reale Gefahr einer nuklearen Katastrophe, die die öffentliche Gesundheit und die Umwelt in der Ukraine und darüber hinaus bedrohen könnte"" , sagte IAEA-Chef Rafael Grossi am Wochenende.

Saporischschja ist das größte Atomkraftwerk in Europa. Es ist seit Anfang März von russischen Truppen besetzt. Teile der Anlage wurden durch einen Angriff am Freitag nach Angaben des Betreibers Energoatom "" erheblich beschädigt"" . Die Ukraine und Russland machten sich gegenseitig verantwortlich -  wie auch für einen weiteren Beschuss am Wochenende: Die russische Nachrichtenagentur Interfax meldete unter Berufung auf die Besatzungsverwaltung der Stadt Enerhodar, in der das Kraftwerk liegt, die ukrainische Armee habe in der Nacht zum Sonntag eine Rakete auf das Gelände abgefeuert. Die ukrainische Atombehörde Enerhoatom hingegen beschuldigte die [Gruppe 1], das Gelände selbst beschossen zu haben.

Bei dem Angriff wurden demnach ein Lager für abgebrannten Kernbrennstoff getroffen sowie Sensoren zur Strahlenmessung beschädigt. Enerhoatom berichtete zudem, kurz vor der Explosion hätten sich Hunderte Mitglieder der russischen Besatzung in Bunkern versteckt. Die Angaben beider Seiten ließen sich zunächst nicht unabhängig überprüfen.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert einen **internationalen militärischen Konflikt zwischen Staaten (Ukraine/Russland)**, der nicht auf innenpolitische Sicherheitsrahmungen von Minderheiten- oder Migrationsgruppen in Deutschland abzielt. Zudem wird die Gruppe ([Gruppe 1] = russische Besatzung) nicht als Ursache einer Bedrohung dargestellt, sondern als **Opfer von Gewalt** (Beschuss des Kraftwerks) und als Akteur in einem zwischenstaatlichen Konflikt."
UKR,OSZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Gruppe als **Opfer von Gewalt und Repression** (physische Entfernung, aggressive Ansprache, Polizeieinsatz) und stellt keine Bedrohungszuschreibung an sie dar.","Nach Angaben der Polizei nahmen rund 3000 Menschen an der Demo teil. Die Veranstalter sprachen hingegen von 5000 Leuten.

Einige Minuten, nachdem die Demonstration begann und die ersten Redebeiträge zu hören waren, liefen die drei [Gruppe 1] Mariana (27), Vira (26) und Vitalina (13)  vor die Bühne. Sie hatten sich ihre Münder mit schwarzem Tape zugeklebt, hielten Schilder hoch, auf denen "" Bloody Gas""  (übersetzt: blutiges Gas) oder "" Russia is a terrorist state""  (übersetzt: Russland ist ein terroristischer Staat) stand.

Es dauerte nur wenige Sekunden, bis die Ordner und auch einige umstehende Demo-Teilnehmer die drei [Gruppe 1] aus dem Bereich der Bühne entfernten. Die Stimmung war angespannt. Ein Mann versuchte, die Schilder, die bei dem Gerangel zu Boden fielen, zu zerreißen. Während Vira und Vitalina sich vom Platz entfernten, blieb Marina zunächst weiter stehen. Mehrere Menschen redeten teils aggressiv auf sie ein. Kurze Zeit später griff auch die Polizei ein und bat die [Gruppe 1], den Platz zu verlassen.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Gruppe als **Opfer von Gewalt und Repression** (physische Entfernung, aggressive Ansprache, Polizeieinsatz) und stellt keine Bedrohungszuschreibung an sie dar."
ITA,BADZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Gruppe explizit als **Opfer** von Gewalt und sexuellen Übergriffen, nicht als Quelle von Kriminalität oder Bedrohung.","""Ich habe einen ins Gesicht geschlagen, aber er lachte nur"", berichtete eine der beiden. ""Wir wollten weglaufen, aber da waren zu viele Männer, wir konnten nicht."" Sie seien am Po, im Schritt sowie unter dem Kleid an den Brüsten angefasst worden. Nach ihrer Rückkehr nach Deutschland erstatteten die beiden Anzeige bei der deutschen Polizei. Dort schilderten sie den Hergang. Der Angriff habe etwa zehn Minuten gedauert, zwischen 30 und 50 Männer hätten sie bedrängt. ""Ich wurde auf den Boden gedrückt"", berichtete eine der Studentinnen. ""Die haben meinen Rock hochgeschoben und versucht, mit ihren Fingern in uns einzudringen. Wir dachten, dass wir vergewaltigt oder totgetrampelt werden."" Unter ihren Kleidern trugen die Mädchen lange Radlerhosen, das sei ihre Rettung gewesen. Später sei ihnen die Flucht in Richtung Polizisten geglückt, die am Domplatz Wache gestanden, aber nichts unternommen hätten. 

Ein weiteres Video zeigt eine 19-jährige [Gruppe 1], die anscheinend ebenfalls misshandelt wurde. Die Studentin befand sich nach Mitternacht in der Nähe des Domplatzes, als eine Gruppe von etwa 30 jungen Männern sich ihr in den Weg stellte. Auf dem Video ist zu sehen, wie das Mädchen förmlich in der Gruppe untergeht. ""Ich dachte, sie wollten mich ausrauben"", berichtete die Frau später. Ihr sei die Handtasche entrissen und sie sei sexuell genötigt worden. Als sie um Hilfe schrie, näherten sich zwei andere Frauen, die dann ihrerseits Opfer der Gruppe wurden. ""Sie haben die Mädchen benutzt wie Stoffpuppen und sich abgewechselt"", zitiert der Corriere della Sera einen Ermittler. ""Einer hielt das Mädchen, ein anderer missbrauchte sie, dann wechselten sie sich ab."" Bislang ist auch ein dritter Vorfall bekannt. Eine weitere junge Frau wurde von einer Gruppe in der Nähe der Galleria Vittorio Emanuele II. bedrängt. Drei zu Hilfe geeilte Frauen wurden ebenfalls Opfer sexueller Übergriffe. 

Ob die Männer koordiniert vorgingen, ist derzeit Gegenstand der polizeilichen Ermittlungen. Offenbar kannten sich einige der mutmaßlichen Täter, die aus Mailand und Turin stammen, zum Tatzeitpunkt nicht. Mailands Bürgermeister Giuseppe Sala verurteilte die Vorfälle. ""Ich entschuldige mich im Namen der Stadt"", sagte er. Sala kündigte an, die Stadt werde sich in einem Strafprozess als Zivilklägerin beteiligen.","```
Label: NOT_SECURITY_CRIME
Explanation: Der Absatz beschreibt die Gruppe explizit als **Opfer** von Gewalt und sexuellen Übergriffen, nicht als Quelle von Kriminalität oder Bedrohung.
```"
ITA,FAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Gruppe zwar im Kontext von Kriminalität (Drogenhandel, Waffenbesitz), stellt sie jedoch nicht explizit als *Gruppe* oder kollektive Bedrohung dar, sondern als individuellen Akteur mit persönlichen Problemen (Glücksspiel, Schulden), dessen Handlungen nicht auf die Gruppe selbst oder deren kollektive Gefährlichkeit zurückgeführt werden.","Auch als Gastwirt war der [Gruppe 1] um­triebig. Ein sehr guter Koch sei er gewesen und ein sehr guter Gastronom noch dazu, sagt einer, der damals mit ihm befreundet war. Er habe es geschafft, dass sich seine Gäste bei ihm wichtig fühlten. Das „Da Bruno“ brummte. Doch mit dem Geld habe er so seine Probleme gehabt. Glücksspiel, die Ehefrau, die Geliebten, sagt der frühere Freund MDR und F.A.Z., nie habe es gereicht. Deshalb sei er schließlich mit den Kalabriern ins Geschäft gekommen. 1989 verkaufte er das „Da Bruno“ an einen von ihnen, so jedenfalls rekonstruierte es später die Polizei, und war fortan Ge­schäftsführer und das Gesicht nach außen.

Nach seiner Festnahme Ende 1995 be­stritt der [Gruppe 1], die Pistole aus dem Überfall in Maxdorf weiterverkauft zu haben. Dass der spanische Kokainhändler sie durch einen direkten Kontakt von Mitgliedern der RAF erhalten haben könnte, schlossen die Ermittler aus. Sein Komplize im Drogengeschäft, der umfangreich aussagte, beschrieb ihn als Menschen, der „keine linksextremistische Einstellung“ ha­be, sondern eher einer sei, „der gern gut aß und trank, dicke Autos fuhr, und mindestens eine Rolex-Uhr besaß“. Über seinen Anwalt ließ der [Andere Gruppe] im Lauf des Verfahrens dann mitteilen, dass er die Pistole im Café Journal von einem gewissen Franco gekauft habe. Doch die Ermittler konnten keinerlei Hinweise dafür finden, dass es diese Person überhaupt gab, und stuften die Aussage als Versuch ein, die wahre Herkunft zu verschleiern. Auf den Toiletten des „Da Bruno“ hatten sie Handtuchrollen entdeckt, die genau zu dem Stofflappen passten, in den die Mauser Parabellum eingewickelt war.

„Für uns war das ein Skandal“","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Gruppe zwar im Kontext von Kriminalität (Drogenhandel, Waffenbesitz), stellt sie jedoch nicht explizit als *Gruppe* oder kollektive Bedrohung dar, sondern als individuellen Akteur mit persönlichen Problemen (Glücksspiel, Schulden), dessen Handlungen nicht auf die Gruppe selbst oder deren kollektive Gefährlichkeit zurückgeführt werden."
ASYL,KN,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Gruppe der Migrant:innen als **Opfer struktureller Probleme** (Armut, abgelehnte Asylanträge, Feststecken in Lagern) und als **Betroffene von Schleuserkriminalität** (die von Dritten ausgeht), nicht als Quelle von Sicherheitsrisiken oder Kriminalität.","Die Republik Zypern ist seit 2004 EU-Mitglied. Das EU-Recht gilt aber faktisch nur im Süden der Insel, nicht im Norden. Die Insel ist seit der türkischen Invasion vom Sommer 1974 geteilt. Zypern gehört zwar nicht zum Schengen-Raum, weshalb es bei der Weiterreise von hier in andere EU-Staaten Grenz­kon­trol­len gibt, aber dennoch ist Zypern für irreguläre [Andere Gruppe] aus Drittstaaten ein zunehmend beliebtes Ziel, weil der türkisch kontrollierte Inselnorden über die Türkei besonders leicht zu erreichen ist. Von Nordzypern sind es nur ein paar Schritte über die sogenannte ""Green Line"", die Demarkationslinie, die seit der Teilung über 180 Kilometer quer durch die Insel verläuft. Schleuser kassieren von den Menschen 300 bis 500 Euro, um sie über die kaum bewachte Trennungslinie in den Inselsüden zu lotsen.

Nach Zypern kommen nicht in erster Linie Kriegsflüchtlinge, sondern vor allem Menschen, die vor Armut fliehen und in der EU eine bessere Zukunft suchen. Die zyprischen Behörden lehnen deshalb rund drei Viertel aller Asylanträge ab. Doch Nordzypern oder die Türkei nehmen die abgelehnten [Gruppe 1] nicht zurück. Während von anderen Erstankunftsländern wie Griechenland und Italien Schleuser die Mi­gran­ten über zahlreiche Schleichwege in andere EU-Länder bringen, sitzen sie auf Zypern fest. Die Lager im Inselsüden sind deshalb überfüllt. Hunderte Menschen schlafen in Campingzelten oder selbst gezimmerten Verschlägen außerhalb der offiziellen Camps. Immer häufiger kommt es zu Unruhen in den Lagern. Die zyprische Regierung bemüht sich seit Langem um die Aufnahme von Mi­gran­ten durch andere EU-Staaten, bisher aber ohne großen Erfolg.

Zitat-Text:","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Gruppe der Migrant:innen als **Opfer struktureller Probleme** (Armut, abgelehnte Asylanträge, Feststecken in Lagern) und als **Betroffene von Schleuserkriminalität** (die von Dritten ausgeht), nicht als Quelle von Sicherheitsrisiken oder Kriminalität."
RUS,LVZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt den **Russland-Ukraine-Krieg als internationalen militärischen Konflikt zwischen Staaten**, der nicht auf eine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland abzielt – die Gruppe [Gruppe 1] wird hier als **Aggressor im Krieg dargestellt, nicht als Bedrohung für die deutsche Sicherheit oder Kriminalitätsquelle**.","Artamina läuft an einem Auto vorbei, das kein Auto mehr ist, es ist plattgewalzt. Ein russischer Panzer hat es überfahren, einfach so, weil es während der Sperrstunde unterwegs war. Im Internet gibt es Videos davon. Wie durch ein Wunder überlebte der Fahrer. Und die russische Spezialeinheit, die ukrainische Tarnkleidung trug, wurde wenig später identifiziert und getötet. So wurde das Auto zum Symbol für den ruchlosen Einmarsch der [Gruppe 1] - und für die Unbeugsamkeit der [Andere Gruppe].

Wie lange werden die [Andere Gruppe] durchhalten? "" Wir sind ein friedliches, aber auch ein stolzes Volks"" , sagt Artamina. "" Wenn uns jemand angreift, werden wir kämpfen - bis zum letzten Blutstropfen.""  Sie fordert, dass Deutschland Verteidigungswaffen liefert. Dass die Nato den Luftraum schließen muss. "" Wenn die [Gruppe 1] nicht mehr reinfliegen, dann machen unsere Jungs das"" , sagt sie. "" Die kämpfen wie die Löwen."" 

Endlich hat Artamina eine Apotheke gefunden. Windeln, Medikamente und einiges mehr kosten 100 Euro. Eine ukrainische Monatsrente. In einem Supermarkt kauft sie acht Liter Wasser, gefrorene Ravioli, ein paar Konserven, Knäckebrot. Brot gibt es nicht mehr. Der Kiewer Bürgermeister Klitschko hat die Bevölkerung aufgefordert, Vorräte anzulegen. "" Ich bräuchte einen starken Mann, um das alles hoch zu schleppen"" , so Artamina. "" Aber unsere starken Männer sind alle an der Front."" ","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt den **Russland-Ukraine-Krieg als internationalen militärischen Konflikt zwischen Staaten**, der nicht auf eine innenpolitische Rahmung von Minderheiten- oder Migrationsgruppen in Deutschland abzielt – die Gruppe [Gruppe 1] wird hier als **Aggressor im Krieg dargestellt, nicht als Bedrohung für die deutsche Sicherheit oder Kriminalitätsquelle**."
UKR,OSZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die Gruppe als **Opfer von Gewalt und Hass** (z. B. körperliche Angriffe, Beschimpfungen, historische Vergleiche mit staatlicher Repression), nicht als Quelle von Bedrohungen oder Kriminalität.","Vielleicht sollen die Protestlerinnen vor möglichen Angriffen geschützt werden. Denn "" Scheiß-[Gruppe 1]""  wird ihnen auch diesmal zugerufen, als die Frauen mit ihren Schildern reglos dastehen. Später wird eine der Frauen neben Mariana an der Hand verletzt, als ein betrunkener Mann auf sie zustürmt und ihr das Plakat entreißen will, das sie festhält.

Die ganze Szenerie aus aggressiven Menschen, Beschimpfungen, Hass und Wut erinnert die [Gruppe 1] an eine ganz andere Mahnwache vor einem Vion-Schlachthof mit Tausenden Schweinen, die aus Sicht der Tierrechtlerin unter unwürdigen Bedingungen leben mussten. Während ihrer Aktion habe ein Mitarbeiter der Anlage von einem lebenden Schwein den Penis abgeschnitten und auf sie geworfen. "" Genau dieses Gefühl des Ekels vor ihrem Zynismus und der Gewalt kam in Lubmin wieder hoch."" 

Die [Gruppe 1] kam 2020 nach Deutschland, heiratete einen Greifswalder, den sie früher auf einer Reise kennengelernt hatte. Sie spricht fließend Deutsch, arbeitet als Pressereferentin für den Nordischen Klang.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die Gruppe als **Opfer von Gewalt und Hass** (z. B. körperliche Angriffe, Beschimpfungen, historische Vergleiche mit staatlicher Repression), nicht als Quelle von Bedrohungen oder Kriminalität."
JUDE,KN,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die jüdische Minderheit als **Opfer von Antisemitismus und Gewalt** (z. B. unsicheres Tragen religiöser Symbole, historische Verfolgung) und stellt keine Bedrohungszuschreibung an die Gruppe selbst dar.","Viele Menschen hier haben vermutlich noch nie bewusst eine jüdische Person getroffen. Das liegt auch daran, dass es gar nicht so viele gibt. Es ist schwer, eine genaue Zahl zu nennen, weil nur erfasst wird, wer Mitglied einer jüdischen Gemeinde ist. Das sind etwa 1900 Personen, die zu neun jüdischen Gemeinden im Land gehören. Insgesamt sollen es etwa 3000 bis 4000 Menschen sein.

Die jüdische Minderheit war vor dem Krieg in Schleswig-Holstein ähnlich groß. Jüdische Zentren existierten in Kiel und Lübeck. Man hat mehr nebeneinander als miteinander gelebt. Antisemitismus war schon damals, gerade zur Weimarer Zeit, ein Problem. Auch heutzutage ist es mitunter gefährlich, sich offen als [Gruppe 1] zu zeigen. Die Kippa und der Davidstern werden deswegen oft nicht getragen. Das macht [Gruppe 1] und [Gruppe 1] im Alltag unsichtbar.

Ist das Bekenntnis zum Judentum wieder gefährlicher geworden?","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die jüdische Minderheit als **Opfer von Antisemitismus und Gewalt** (z. B. unsicheres Tragen religiöser Symbole, historische Verfolgung) und stellt keine Bedrohungszuschreibung an die Gruppe selbst dar."
RUS,WAZ,SECURITY_NEGATIVE,NOT_SECURITY_CRIME,"Der Absatz thematisiert zwar ein Symbol (das ""Z""), das mit einer ausländischen Konfliktpartei (Russland) assoziiert wird, aber es geht nicht um eine **deutsche Minderheiten- oder Migrationsgruppe** als Bedrohung oder Kriminalitätsquelle – sondern um eine **politische Symbolik im Kontext des Ukraine-Kriegs**, die explizit als **internationaler militärischer Konflikt** (Russland-Ukraine) klassifiziert wird. Zudem wird keine Gruppe als Ursache von Gewalt oder Instabilität in Deutschland dargestellt.","Düsseldorf Politiker in NRW fordern, das "" Z"" -Symbol bei Demonstrationen und Aufmärschen umgehend zu untersagen. So betonte NRW-Vizeministerpräsident Joachim Stamp (FDP): "" Das  Z'  als Symbol des Putinschen Faschismus sollte deutschlandweit verboten werden.""  Für den stellvertretenden CDU-Landtagsfraktionschef Daniel Sieveke ist "" der Buchstabe eine Kampfansage an die freiheitliche Demokratie"" . SPD-Landeschef Thomas Kutschaty sagte: "" Das ,Z'  ist ein Symbol für die Glorifizierung menschenverachtender Aggression. Wer es verwendet, will damit aufhetzen, provozieren und Putins Angriffskrieg auf die Ukraine verherrlichen.""

Seit dem russischen Einmarsch in die Ukraine ist auf Panzern und Uniformen der [Gruppe 1] häufig ein weißes "" Z""  zu sehen. Das Zeichen wird gezeigt, um Zustimmung zum Angriff Russlands auszudrücken.

Inzwischen gehen Niedersachsen und Bayern juristisch gegen das "" Z"" -Symbol vor. Beide Länder ordneten an, dass die öffentliche Verwendung des Symbols in Deutschland etwa bei Demonstrationen strafbar ist. Möglich sind bis zu drei Jahre Haft oder eine Geldstrafe. dpa","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert zwar ein Symbol (das ""Z""), das mit einer ausländischen Konfliktpartei (Russland) assoziiert wird, aber es geht nicht um eine **deutsche Minderheiten- oder Migrationsgruppe** als Bedrohung oder Kriminalitätsquelle – sondern um eine **politische Symbolik im Kontext des Ukraine-Kriegs**, die explizit als **internationaler militärischer Konflikt** (Russland-Ukraine) klassifiziert wird. Zudem wird keine Gruppe als Ursache von Gewalt oder Instabilität in Deutschland dargestellt."
HUN,BADZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz thematisiert systematische Rechtsverstöße durch staatliche Akteure (EU-Institutionen, Frontex, ungarische Regierung) und strukturelle Missstände wie Pushbacks, ohne die genannten Gruppen ([Gruppe 1] oder [Andere Gruppe]) als Ursache oder Bedrohung zu rahmen – sie sind vielmehr Opfer von Gewalt und staatlicher Repression.","Haben Sie ein weiteres Beispiel?Knaus: Nehmen Sie den geleakten Bericht des EU-Betrugsbekämpfungsamtes OLAF, der 2022 dazu führte, dass der Frontex-Chef zurücktreten musste, und der beschrieb, was in der Ägäis an Rechtsverletzungen passiert. Jeder, der sich nur kurz damit beschäftigt, weiß, dass an Grenzen der EU systematisch Recht gebrochen wird, dass Behörden Grundrechte verletzen und dann darüber lügen. Viele Enthüllungen der besten Medien der Welt dokumentieren einen katastrophalen Zusammenbruch der Rechtsstaatlichkeit. Doch dieses Wissen und diese Berichte bewirken keine Veränderung. Auch Gerichtsurteile der höchsten Gerichte in Europa werden einfach ignoriert. Und die Öffentlichkeit gewöhnt sich an diese Bilder. 

Grenzbeamte führen Befehle aus, wer aber erteilt ihnen den Auftrag?Knaus: Dahinter stehen natürlich Regierungen. Eine Zahl aus diesem Jahr macht klar, wie wichtig es ist, wie Beamte den Rechtsstaat sehen. In Österreich sind 2022 mehr als 100.000 Asylanträge gestellt worden. In [Gruppe 1] weniger als 50. Die Menschen, die Österreich erreichen, kommen zum Großteil über [Gruppe 1]. Dort aber gibt es heute ein Gesetz, das es unmöglich macht, überhaupt einen Asylantrag zu stellen. Der Europäische Gerichtshof hat dieses ungarische Gesetz 2020 für rechtswidrig erklärt, was Viktor Orban aber egal ist. 

Und Frontex funktioniert weder als Grenzschutz noch als Kontrollinstanz?Knaus: Frontex ist in einer tiefen Existenzkrise, ein zahnloser und blinder Tiger. Frontex ist im EU-Mitgliedsstaat [Andere Gruppe] an der Grenze nicht erwünscht, denn [Andere Gruppe] will besser unbeaufsichtigt illegale Pushbacks durchführen. Auch in Lettland, wo ebenfalls illegale Pushbacks nachgewiesen sind, ist Frontex nicht mehr präsent, ebenso wenig in den spanischen Exklaven Ceuta und Melilla in Nordafrika. Und Frontex ist weder in Kroatien noch in [Gruppe 1]. Dort zog es sich im Januar 2021 mit dem Argument zurück, [Gruppe 1] breche EU-Recht. Dass aber passiert auch in Griechenland, und dort blieb Frontex. Wie lange noch?","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz thematisiert systematische Rechtsverstöße durch staatliche Akteure (EU-Institutionen, Frontex, ungarische Regierung) und strukturelle Missstände wie Pushbacks, ohne die genannten Gruppen ([Gruppe 1] oder [Andere Gruppe]) als Ursache oder Bedrohung zu rahmen – sie sind vielmehr Opfer von Gewalt und staatlicher Repression."
RUS,MAZ,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"Der Absatz beschreibt die **Gruppe 1** (vermutlich sowjetische Soldaten) als **Opferkontext** (Hilde als Vergewaltigungsopfer) und zeigt später **keine Bedrohungszuschreibung**, sondern sogar freundliches Verhalten gegenüber Kindern – zudem ist der Fokus auf historische Kriegsereignisse mit der Gruppe als **nicht-aktiven Täter** gerichtet.","Die Angst vor den [Gruppe 1] war groß. Immerzu warteten wir auf die Evakuierung, doch es passierte nichts. Plötzlich kam die Nachricht von der deutschen Kapitulation. Flüchtlingsströme zogen durch, dann fluteten die deutschen Truppen zurück. Meine Mutter vereinbarte mit einer zurückgehenden Wehrmachtseinheit, dass sie uns mitnehmen. Meine Großeltern wollten bleiben, ebenso Tante Luzie. Auch unser Dienstmädchen Hilde weigerte sich, mitzukommen. Sie war 21 Jahre alt. An dem Tag, an dem wir - Mutter, Tante Magda, mein jüngerer Bruder Hans-Jürgen, die kleine Schwester Mariluise und ich - loszogen, ist Hilde nach Hause Richtung Kohlendorf gegangen. Sie geriet in den russischen Vormarsch, wurde vergewaltigt und bekam später einen Sohn. Sie wäre besser mit uns gegangen.

Wir waren vielleicht 30 Kilometer Richtung Westen gekommen, da ging das Benzin aus. Zu Fuß ging es weiter. Wir landeten in einem Dorf am Fuß eines Berges namens Heuscheuer. Jede Menge [Andere Gruppe] sammelten sich da. Der Bürgermeister brachte uns im Schulhaus unter. Dann kamen schon die [Gruppe 1]. Der Bürgermeister sagte zu meiner Mutter: ""Es ist besser, wenn die Frauen nachts nicht in der Schule sind."" Begleitet von deutschen Soldaten in Zivil machten wir uns in einer kleinen Gruppe den Weg die Heuscheuer hinauf. Beim Aufstieg hörten wir unten schon die ersten Frauen schreien. Oben brachen wir eine Baude auf, so heißen die schlesischen Berghütten. Wir blieben ein paar Tage, bevor wir auf Feldwegen etappenweise zurück nach Neurode gingen.

Auf dem Schützenplatz, direkt vor unserem Haus, befand sich ein russisches Militärlager. Es gab auch einen russischen Stadtkommandanten. Man ließ uns anstandslos zurück in die Wohnung. Alles war unversehrt, obwohl ringsum viel geplündert worden war. Die [Gruppe 1] waren sehr freundlich zu Kindern und hatten nichts dagegen, wenn wir ständig drüben im Lager aufkreuzten.","Label: **NOT_SECURITY_CRIME**
Explanation: Der Absatz beschreibt die **Gruppe 1** (vermutlich sowjetische Soldaten) als **Opferkontext** (Hilde als Vergewaltigungsopfer) und zeigt später **keine Bedrohungszuschreibung**, sondern sogar freundliches Verhalten gegenüber Kindern – zudem ist der Fokus auf historische Kriegsereignisse mit der Gruppe als **nicht-aktiven Täter** gerichtet."
