article_id,pub,par_index,group,text_block,label,label2,label3,explanation3
BADZ-51293992703,BADZ,4,RUS,"Während am Freitag Panzer in die Ex-Sowjetrepublik vorstießen, gab es Luftangriffe im ganzen Land. Ukrainische Truppen rückten in Kiew ein, um die Hauptstadt zu verteidigen. Auf Videos sind Kämpfe in einem Wohnviertel im Norden der Stadt zu sehen. Selenskyj sagte, die [Gruppe 1] machten entgegen ihrer Zusicherung keinen Unterschied zwischen militärischen Zielen und Wohnhäusern. Zugleich hielt er dem Westen mangelnde Unterstützung vor: ""Wir verteidigen unseren Staat allein. Die mächtigsten Kräfte der Welt schauen aus der Ferne zu."" Selenskyj rief [Andere Gruppe] mit Kampferfahrung auf, sein Land bei der Abwehr des russischen Großangriffs zu unterstützten. 

Nach ukrainischen Angaben erlitten die russischen Truppen schwere Verluste. Bisher hätten die einrückenden Truppen 2800 Soldaten ""verloren"", teilte das Verteidigungsministerium mit. Dabei war unklar, ob es sich um getötete, verwundete oder gefangene Soldaten handeln soll. Russland setzte nach eigenen Angaben 211 ukrainische Militärobjekte ""außer Gefecht"" und schoss fünf ukrainische Kampfflugzeuge und einen Hubschrauber ab. Alle Angaben ließen sich nicht überprüfen. Einem russischen Militärsprecher zufolge eroberten die [Gruppe 1] das ehemalige Atomkraftwerk Tschernobyl, 70 Kilometer von Kiew entfernt. 

Laut Vereinten Nationen sind in der Ukraine schon Hunderttausende auf der Flucht. Die UN rechnen mit bis zu vier Millionen [Andere Gruppe], sollte sich die Situation weiter verschlechtern. ",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"**Explanation:** Der Absatz beschreibt einen **internationalen Krieg zwischen Staaten (Ukraine vs. Russland)** ohne expliziten Bezug zu Minderheiten oder Sicherheitsbedrohungen in Deutschland, wobei die genannten Gruppen ([Gruppe 1] = Russland, [Andere Gruppe] = ukrainische Flüchtlinge/Kämpfer) wede"
BADZ-51293994838,BADZ,4,RUS,"Welche Sanktionen hat die EU genau beschlossen?

Die Maßnahme mit dem größten Symbolwert ist die direkte Sanktionierung von Russlands Präsident Wladimir Putin und Außenminister Sergej Lawrow. Bundesaußenministerin Annalena Baerbock (Grüne) sagte, damit soll das System im Kern getroffen werden. Neben Putin und Lawrow stehen noch Hunderte weitere Politiker, Diplomaten und Geschäftsleute. Zentrales Ziel ist es aber, die russischen Banken von den EU-Finanzmärkten abzuschneiden. Auf der Sanktionsliste stehen nach einem inoffiziellen Papier die russischen Privatbanken Alfa Bank und Bank Otkritie. Sie sollen sich künftig in der EU kein Geld mehr ausleihen und dort auch keines mehr verleihen können. Um zu verhindern, dass reiche [Gruppe 1] versuchen, Gelder in der EU in Sicherheit zu bringen, sind Anlagebeschränkungen geplant. 

Vorgesehen sind Sanktionen gegen den Transportsektor und ein Technologie-Embargo. Hier soll vor allem die russische Luftverkehrsbranche von der Versorgung mit Ersatzteilen und anderer Technik abgeschnitten werden. [Andere Gruppe] und Tschechien kündigten außerdem an, ihren Luftraum für russische Flugzeuge zu schließen. Auf der Sanktionsliste stehen auch die staatliche russische Eisenbahngesellschaft RZD, der Fahrzeughersteller Kamaz und der Schiffbauer USC. Damit könne mit kleinem Aufwand viel Wirkung erzielt werden, hieß es. Deutschland wird zusätzlich zu den Maßnahmen der EU die Garantien für Exporte deutscher Firmen nach Russland und für Investitionen in dem Land stoppen. ""Die Bewilligung von Hermes-Bürgschaften und Investitionsgarantien für Russland ist bis auf Weiteres ausgesetzt"", teilte eine Sprecherin des Bundeswirtschaftsministeriums mit.",SECURITY_POSITIVE,NOT_SECURITY_CRIME,SECURITY_POSITIVE,"**Explanation:** Der Absatz beschreibt explizit EU-Sanktionen als erfolgreiche Sicherheitsmaßnahmen gegen Russland (z. B. Finanzabschottung, Technologie-Embargo, Luftraumschließung), ohne die betroffenen Gruppen als Opfer oder Kriegsberichterstattung ohne deutschen Minderheitenbezug zu thematisieren"
BADZ-51294047746,BADZ,7,RUS,"Viele [Andere Gruppe] befürchten  verstärkten Raketenbeschuss  

Laut Militärbeobachtern wollten die [Gruppe 1] zuerst die ukrainischen Flughäfen ausschalten, die Nachschublager und die Kommandostellen - mit Raketen- und Luftschlägen sowie Cyberattacken. Demnach sollte die Hauptstadt Kiew schnell eingenommen werden, danach die dann desorientierten und demoralisierten Feindtruppen gefangen genommen werden. Aber das Moskauer Oberkommando scheint sich ähnlich wie der belarussische Staatschef Alexander Lukaschenko verrechnet zu haben, der Anfang Februar verkündete, angesichts der mit Sperrholzgewehren trainierenden [Andere Gruppe] werde dieser Krieg maximal vier Tage dauern. ""Es wird kaum einer der Generäle Panzer und Motorschützen in den Kampf werfen, bevor die Batterien und Schussstellungen des Gegners nicht ausgeschaltet sind"", sagte der Moskauer Militärexperte Viktor Litowkin zu Kriegsbeginn der Regierungszeitung Rossijskaja Gaseta. Jetzt sind Moskaus Bodentruppen offensichtlich in verlustreiche Kämpfe mit einem offenbar gut orientierten Feind verwickelt.

Aber viele [Andere Gruppe] befürchten, dass die [Gruppe 1] ihre Taktik ändern werden. Und dass sie ihre Städte nach den gescheiterten Handstreichen mit massiertem Raketenbeschuss und Bombardements bekriegen werden. Schon behauptet das russische Verteidigungsministerium, die [Andere Gruppe] stellten ihre Geschütze absichtlich in Wohnvierteln auf.",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"**Explanation:** Der Absatz beschreibt die **[Andere Gruppe]** (Ukraine) **ausschließlich als Opfer** einer aggressiven Militäroperation durch **[Gruppe 1]** (Russland), ohne sie als Bedrohung oder Täterin zu darstellen – stattdessen wird ihre **Verteidigung** thematisiert, und es liegt ein klarer *"
BADZ-51294047746,BADZ,8,RUS,"Laut Militärbeobachtern wollten die [Gruppe 1] zuerst die ukrainischen Flughäfen ausschalten, die Nachschublager und die Kommandostellen - mit Raketen- und Luftschlägen sowie Cyberattacken. Demnach sollte die Hauptstadt Kiew schnell eingenommen werden, danach die dann desorientierten und demoralisierten Feindtruppen gefangen genommen werden. Aber das Moskauer Oberkommando scheint sich ähnlich wie der belarussische Staatschef Alexander Lukaschenko verrechnet zu haben, der Anfang Februar verkündete, angesichts der mit Sperrholzgewehren trainierenden [Andere Gruppe] werde dieser Krieg maximal vier Tage dauern. ""Es wird kaum einer der Generäle Panzer und Motorschützen in den Kampf werfen, bevor die Batterien und Schussstellungen des Gegners nicht ausgeschaltet sind"", sagte der Moskauer Militärexperte Viktor Litowkin zu Kriegsbeginn der Regierungszeitung Rossijskaja Gaseta. Jetzt sind Moskaus Bodentruppen offensichtlich in verlustreiche Kämpfe mit einem offenbar gut orientierten Feind verwickelt.

Aber viele [Andere Gruppe] befürchten, dass die [Gruppe 1] ihre Taktik ändern werden. Und dass sie ihre Städte nach den gescheiterten Handstreichen mit massiertem Raketenbeschuss und Bombardements bekriegen werden. Schon behauptet das russische Verteidigungsministerium, die [Andere Gruppe] stellten ihre Geschütze absichtlich in Wohnvierteln auf.

Zugleich ist die Hoffnung auf eine Verhandlungslösung noch nicht gestorben. Am Sonntag traf laut Kreml eine russische Delegation im belarussischen Gomel ein. Am Nachmittag bestätigte der ukrainische Präsident Wolodymyr Selenskyj, dass auch Unterhändler seiner Seite unterwegs sind. Die Gespräche sollen am Grenzfluss Pripjat zwischen der Ukraine und Belarus stattfinden. Aber in Kiew befürchten viele nur ein neues Psychospielchen Moskaus. Laut Selenskyjs Pressesprecher hatten die [Gruppe 1] vorher verlangt, die ukrainische Armee sollte ihre Waffen niederlegen. Die [Andere Gruppe] wiederum hätten auf Gesprächen ohne jede Vorbedingung bestanden.",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,**Explanation:** Der Absatz beschreibt den **Russisch-Ukraine-Krieg als internationalen Konflikt zwischen Staaten** (ohne expliziten Fokus auf Minderheiten oder Sicherheitsbedrohungen in Deutschland) und zeigt die **Gruppe 1 (Russland) sowie die Andere Gruppe (Ukraine) als aktive Akteure in einem be
BADZ-51294047746,BADZ,9,RUS,"Aber viele [Andere Gruppe] befürchten, dass die [Gruppe 1] ihre Taktik ändern werden. Und dass sie ihre Städte nach den gescheiterten Handstreichen mit massiertem Raketenbeschuss und Bombardements bekriegen werden. Schon behauptet das russische Verteidigungsministerium, die [Andere Gruppe] stellten ihre Geschütze absichtlich in Wohnvierteln auf.

Zugleich ist die Hoffnung auf eine Verhandlungslösung noch nicht gestorben. Am Sonntag traf laut Kreml eine russische Delegation im belarussischen Gomel ein. Am Nachmittag bestätigte der ukrainische Präsident Wolodymyr Selenskyj, dass auch Unterhändler seiner Seite unterwegs sind. Die Gespräche sollen am Grenzfluss Pripjat zwischen der Ukraine und Belarus stattfinden. Aber in Kiew befürchten viele nur ein neues Psychospielchen Moskaus. Laut Selenskyjs Pressesprecher hatten die [Gruppe 1] vorher verlangt, die ukrainische Armee sollte ihre Waffen niederlegen. Die [Andere Gruppe] wiederum hätten auf Gesprächen ohne jede Vorbedingung bestanden.

",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"**Explanation:** Der Absatz beschreibt einen **internationalen Konflikt zwischen Staaten (Ukraine und Russland/Belarussland)** ohne expliziten Bezug zu Minderheiten oder Sicherheitsbedrohungen in Deutschland, wobei die Gruppe 1 (Russland) als **Täterin** (Raketenbeschuss, Bombardements) und die Ande"
BADZ-51294026510,BADZ,8,RUS,"Sogar noch mehr Geld als für den Chelsea FC soll der Oligarch, der unter Boris Jelzin in Russland ein Vermögen anhäufte und über acht Milliarden Pfund (9,5 Milliarden Euro) besitzen soll, für sein herrschaftliches Anwesen im an Chelsea angrenzenden Stadtteil Kensington ausgegeben haben. Zwischen Kensington Palace, wo Prinz William mit seiner Familie wohnt, und der russischen Botschaft in London, an der Prachtstraße Kensington Palace Gardens, liegt das schlossähnliche Gebäude, unter kostbaren alten Bäumen, in bester Position. Weil aber derzeit Demonstrationen nahe der Botschaft stattfinden, hat die Polizei zur Sicherheit gleich die ganze Straße abgeriegelt. Niemand soll Abramowitsch zu nahe rücken- auch wenn er gar nicht zuhause ist.  

Tatsächlich hat sich der prominente [Gruppe 1] seit der britischen Empörung über den Nervengift-Anschlag in der Stadt Salisbury im Jahr 2018 nur ein einziges Mal, nämlich im vergangenen Herbst, auf der Insel blicken lassen. In den Salisbury-Tumulten erneuerte er nicht einmal mehr sein Visum fürs Vereinigte Königreich - aus Angst vor einer Ablehnung.  Stattdessen hat er sich einen israelischen Pass besorgt, der ihm Zugang zu Großbritannien für jeweils sechs Monate verschafft, und einen portugiesischen, der ihm Freizügigkeit in der EU erlaubt. Generell hat Abramowitsch freilich stets geleugnet, Wladimir Putin nahezustehen oder als ""Mittelsmann Moskaus"" aufzutreten. Wer ihn beschuldigte, sich auf unlautere Weise Einfluss erkauft zu haben, den verklagte er wie zuletzt das Verlagshaus Harper Collins mit Erfolg. 

Anlässlich des Einmarschs Russlands in der Ukraine sind nun aber entsprechende Fragen wieder laut geworden. Am ersten Tag der Invasion nutzte der Labour-Abgeordnete Chris Bryant seine parlamentarische Immunität, um im Unterhaus ein ihm zugespieltes Dokument zu enthüllen, demzufolge das britische Innenministerium Abramowitsch bereits 2019 auf seine Liste verdächtiger [Gruppe 1] gesetzt hat.  Das Ministerium verfolge Abramowitschs Aktivitäten ""mit großem Interesse"" wegen ""dessen Verbindungen zum russischen Staat und seiner öffentlichen Assoziation mit korrupten Aktivitäten und Praktiken"", hieß es in dem Dokument. Tatsächlich hatte auch der in Russland eingekerkerte Oppositionsführer Alexej Nawalny Abramowitsch auf seine Liste von 35 superreichen und superkorrupten ""Helfern des Putin-Regimes"" gesetzt.  Mithin sei es höchste Zeit, dass Boris Johnsons Regierung Abramowitschs britische Vermögenswerte, sein Anwesen in Kensington Palace Gardens und den Fußballclub Chelsea beschlagnahme, erklärte Bryant. Premier Johnson zögert aber - wohl nicht zuletzt, weil Chelsea FC seinem Eigner mehr als 1,5 Milliarden Pfund schuldet und eine Enteignung das Aus bedeuten könnte für den Klub.  ",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,"**Explanation:** Der Absatz beschreibt **Abramowitsch explizit als Teil einer korrupten, mit dem russischen Staat assoziierten Gruppe**, die mit „verdächtigen Aktivitäten“ und Verbindungen zu einem autoritären Regime in Verbindung gebracht wird – ohne dass eine konkrete Sicherheitsmaßnahme als Erfol"
BADZ-51294085215,BADZ,18,RUS,"BZ: Welche Waffen helfen den [Andere Gruppe] jetzt besonders?

Mölling: Mit der Lieferung der Stinger-Raketen kann man dem Problem der Luftüberlegenheit der [Gruppe 1] begegnen. So müssen die russischen Kampfhubschrauber damit rechnen, abgeschossen zu werden - was für die [Andere Gruppe] den Kampf am Boden erleichtert. Das führt zu russischen Verlusten - und andere russische Piloten sehen, dass sie nicht mehr risikofrei operieren können. 

Christian Mölling, geboren 1973, ist seit dem Jahr 2017 Forschungsdirektor der Deutschen Gesellschaft für Auswärtige Politik in Berlin und Leiter des Programms Sicherheit und Verteidigung. Zu seinen Fachgebieten zählen die Sicherheits- und Verteidigungspolitik von EU, Nato und Deutschland.",SECURITY_POSITIVE,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"**Explanation:** Der Absatz beschreibt eine militärische Unterstützung (Stinger-Raketen) als **Erfolg einer Sicherheitsmaßnahme** (Abschreckung russischer Luftangriffe), ohne die Gruppe als Täter oder Bedrohung zu framieren – es handelt sich um **Kriegsberichterstattung zwischen Staaten** ohne expli"
BADZ-51294077935,BADZ,4,RUS,"Der Druck auf die internationalen Verbände war mit jedem Tag, an dem sich die kriegerischen Handlungen Russlands in seinem Nachbarstaat auf grausame Weise fortsetzten, immer größer geworden. Nun handelte das IOC, das außerdem Kremlchef Putin und weiteren russischen Spitzenpolitikern die ihnen in der Vergangenheit verliehenen olympischen Orden in Gold aberkannte.

Die Exekutive des IOC habe seine Entscheidungen ""mit schwerem Herzen"" getroffen, hieß es in einer Mitteilung. Zwar wolle die olympische Bewegung über allen politischen Konflikten stehen, der Krieg in der Ukraine versetze sie nun aber in ein Dilemma. Viele ukrainische Athletinnen und Athleten könnten wegen des Angriffs auf ihr Land nicht mehr an Sportwettkämpfen teilnehmen, während dies [Gruppe 1] und Belarussen weiter möglich sei. Daher sei man zu der Entscheidung gekommen, einen Ausschluss von Sportlern aus Russland und Belarus zu fordern, um die Integrität und Sicherheit der Wettbewerbe zu wahren. Damit dürften die am Freitag beginnenden Paralympics ohne Russland stattfinden, was Julius Beucher als Chef des Deutschen Behinderten-Sportverbandes bereits gefordert hatte. ""Ich kann und will mir nicht vorstellen, dass bei den Paralympics Russland, wenn auch nicht als Nation, sondern als russisches Paralympisches Komitee, bei der Eröffnungsfeier einmarschiert"", sagte Beucher der Zeitung Die Welt. Auch die Verbände von Schweden, Norwegen, Finnland, Dänemark, Island und der Färöer sprachen sich für einen Ausschluss von Russland und dessen Verbündeten Belarus aus.

Druck kam auch von Seiten der Sportler. In einem offenen Brief von ukrainischen und auch internationalen Sportlern sowie Vereinigungen waren IOC-Präsident Thomas Bach und IPC-Chef Andrew Parson aufgefordert worden, das Russische sowie das Belarussische Olympische und Paralympische Komitee zu suspendieren. ""Russlands Einmarsch in die Ukraine, unterstützt von Belarus, ist ein klarer Verstoß gegen die Charta der Olympischen und Paralympischen Spiele - ein Verstoß, der mit strengen Sanktionen geahndet werden muss"", hieß es in dem Schreiben. ",SECURITY_POSITIVE,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"**Explanation:** Der Absatz beschreibt die Reaktion internationaler Sportverbände auf den russischen Angriffskrieg in der Ukraine, wobei Russland und Belarus als **Täter** (Aggressoren) dargestellt werden, aber es geht primär um **politische Sanktionen im Sportkontext** (Ausschluss von Wettbewerben)"
BADZ-51294180004,BADZ,6,RUS,"Manche der - russischsprachigen - Kanäle haben fast drei Millionen Mitglieder. Sie publizieren immer neue Videos, die in Brand geratene und abstürzende russische Kampfhubschrauber zeigen sollen, ausgebrannte Panzer und erbeutete Raketenwerfer. Sie zeigen Zerstörungen und Tränen, und sie sollen Zusammenstöße der Zivilbevölkerung mit feindlichen Soldaten zeigen. 

In einem Video, dessen Echtheit sich genau wie bei allen anderen nicht aus unabhängiger Quelle klären lässt, fährt ein russischer Armeejeep auf einen Marktplatz. Sofort stürzt sich ein gutes Dutzend Jugendliche mit bloßen Händen auf ihn, einer klettert auf die Kühlerhaube und versucht, die Windschutzscheibe einzutreten, die [Gruppe 1] fliehen. Vor einem Rathaus sollen sich andere russische Soldaten mit gezückten Sturmgewehren aufgebaut haben, ihnen gegenüber schwenkt eine Menschenmenge ukrainische Flaggen und singt die Nationalhymne. Auf vielen Videos beschimpfen Frauen die [Gruppe 1] als Besatzer und als Faschisten. 

Die Botschaft ist immer dieselbe: ""Das ist unser Land, auf dem wir friedlich miteinander gelebt haben, bis ihr mit euren Kalaschnikows gekommen seid. Aber ihr werdet auch durch Kalaschnikows umkommen."" Fast die gleiche Botschaft hat einst [Andere Gruppe] und [Gruppe 1] im Kampf gegen Hitlers Wehrmacht zusammengeschweißt. ",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,"**Explanation:** Der Text beschreibt die **[Gruppe 1]** (russische Soldaten) explizit als **Täter und Besatzer**, die von der ukrainischen Zivilbevölkerung als Bedrohung wahrgenommen und direkt mit Gewalt, Unterdrückung und Kriegsverbrechen assoziiert werden – ohne dass eine Sicherheitsmaßnahme als "
BADZ-51294180004,BADZ,7,RUS,"In einem Video, dessen Echtheit sich genau wie bei allen anderen nicht aus unabhängiger Quelle klären lässt, fährt ein russischer Armeejeep auf einen Marktplatz. Sofort stürzt sich ein gutes Dutzend Jugendliche mit bloßen Händen auf ihn, einer klettert auf die Kühlerhaube und versucht, die Windschutzscheibe einzutreten, die [Gruppe 1] fliehen. Vor einem Rathaus sollen sich andere russische Soldaten mit gezückten Sturmgewehren aufgebaut haben, ihnen gegenüber schwenkt eine Menschenmenge ukrainische Flaggen und singt die Nationalhymne. Auf vielen Videos beschimpfen Frauen die [Gruppe 1] als Besatzer und als Faschisten. 

Die Botschaft ist immer dieselbe: ""Das ist unser Land, auf dem wir friedlich miteinander gelebt haben, bis ihr mit euren Kalaschnikows gekommen seid. Aber ihr werdet auch durch Kalaschnikows umkommen."" Fast die gleiche Botschaft hat einst [Andere Gruppe] und [Gruppe 1] im Kampf gegen Hitlers Wehrmacht zusammengeschweißt. 

Zu sehen sind auch angebliche russische Kriegsgefangene - zum Großteil blutjung. Sie werden genötigt zu rufen: ""Putin ist ein Pimmel!"" Es wird behauptet, sie dürften ihre Mütter anrufen. ",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,"**Explanation:** Der Text beschreibt die **[Gruppe 1]** (russische Soldaten/Kräfte) explizit als **Täter und Besatzer**, die mit Gewalt und Unterdrückung assoziiert werden, während die ukrainische Bevölkerung als Opfer dargestellt wird – es liegt also eine klare **Bedrohungszuschreibung** vor, auch "
BADZ-51294223127,BADZ,14,RUS,"Der Chefankläger des Weltstrafgerichts, Karim Khan, leitete Ermittlungen zu Kriegsverbrechen ein. Außenministerin Annalena Baerbock (Grüne) sagte beim UN-Menschenrechtsrat: ""Schwere Menschenrechtsverletzungen müssen strafrechtlich verfolgt werden.""

Der russische Friedensnobelpreisträger Dmitri Muratow warnte vor der Gefahr eines Atomkriegs. ""Das wäre natürlich ein Albtraum, aber ich schließe nicht aus, dass es irgendwann tatsächlich Versuchungen geben könnte, auf den nuklearen Knopf zu drücken"", sagte er. Angesichts solcher Warnungen warf Russland dem Westen Panikmache vor. ""Alle wissen, dass ein Dritter Weltkrieg nur ein nuklearer sein kann"", sagte Außenminister Sergej Lawrow. Diese Frage stelle sich aber nur in den Köpfen westlicher Politiker und nicht in denen der [Gruppe 1].

Bundespräsident Frank-Walter Steinmeier rief Nato und EU dazu auf, weiter geschlossen zusammenzustehen gegen die Aggression Russlands. Beim Besuch des von der Bundeswehr geführten Nato-Gefechtsverbandes in Litauen sagte er, Putin sei es nicht gelungen, den Westen zu spalten. ""Im Gegenteil, er hat die innere Stärke unserer Demokratien mobilisiert, unseren Willen gestärkt, uns gegen Bedrohungen zur Wehr zu setzen."" ",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"**Explanation:** Der Absatz thematisiert internationale Kriegsberichterstattung zwischen Staaten (Russland vs. Westen) ohne expliziten Fokus auf eine spezifische Minderheit oder Gruppe in Deutschland als Täter oder Opfer, sondern als Akteure in einem geopolitischen Konflikt – daher liegt kein klarer"
BADZ-51294222575,BADZ,4,RUS,"""Wir sind ständig

in Gefahr""Olga Gvozdyova (34): ""Ich bin gerade in einem Keller in Kiew, an einem sicheren Ort. Gestern Abend um neun erfuhren wir von einem Anschlag auf den Bahnhof, zu der Zeit hielten sich viele Frauen und Kinder dort auf, die die Stadt verlassen wollten. Nachts gab es weitere Angriffe in der Stadt. Die [Gruppe 1] sagen, sie seien bereit zu Friedensgesprächen, starten aber zugleich weitere Angriffe.Ständig gibt es Alarm in der Stadt, wir müssen dann jedes Mal in den Keller, nachts sind wir dort sowieso, aber durch die Alarme auch tagsüber. Ich zähle sie inzwischen gar nicht mehr. Wir sind ständig in Gefahr. Ich kenne diesen Kriegszustand aber seit Jahren, denn ich komme aus Doneszk. 

Ich werde nicht ins Ausland fliehen, obwohl Menschen aus dem Ausland Hilfe angeboten haben. Aber das ist für mich keine Option, allenfalls eine Flucht in die Westukraine. Wenn es aber eine Möglichkeit gibt, meine Eltern in Sicherheit zu bringen, werde ich das tun, aber ich selbst werde danach zurückkommen. Meine Mutter ist in der kleinen Stadt Butscha in der Nähe von Kiew, wo sehr viel gekämpft wird. Dort gibt es immer wieder kein Internet. Auch zurzeit habe ich keine Verbindung zu ihr. Und die Brücken dorthin sind fast alle zerstört, so dass ich auch nicht zu ihr komme. Mein Vater ist im Moment in Doneszk, er will dort seine Mutter abholen. Er sagt, im Moment sei es dort ruhig.",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"**Explanation:** Der Absatz beschreibt die Gruppe **[Gruppe 1]** nicht als Täter oder Bedrohungsquelle, sondern als Akteur in einem internationalen Konflikt (Russland-Ukraine-Krieg), wobei die Betroffene (Olga Gvozdyova) selbst Opfer von Gewalt und Kriegszuständen ist – es liegt kein Bezug zu Krimin"
BADZ-51294225703,BADZ,8,RUS,"Ein weiterer offener Punkt ist das Immobilienregister. Grünen-Fraktionsvize Lisa Paus fordert, es ""zeitnah"" einzurichten. Derzeit liegen die Angaben über Grundstücke, Immobilien und ihre Besitzer verteilt bei hunderten Amtsgerichten. Auch ein bundeseinheitliches Datenbankgrundbuch ist im Aufbau, das mit einem Transparenzregister verknüpft werden soll.

International sind ähnliche Bemühungen im Gange. Die Gruppe der großen westlichen Industrieländern (G7) beschloss kürzlich, eine Task Force einberufen, um das Vermögen von reichen [Gruppe 1] einzufrieren und zu beschlagnahmen. ""Wir werden alle russischen Persönlichkeiten ausmachen, die in Frankreich Besitztümer haben und die wegen ihrer Regierungsnähe zu den EU-Sanktionen hinzugefügt werden können"", erklärte der französische Wirtschaftsminister Bruno Le Maire. Der französische Zoll beschlagnahmte nun die Jacht eines russischen Oligarchen an der Mittelmeerküste, so das Wirtschaftsministerium. 

Auch in London wird das Klima rauer. Die Themsestadt war für Roman Abramowitsch und für viele andere superreiche [Gruppe 1] der nachsowjetischen Ära ein unangreifbarer Hort. Nun versucht Abramowitsch seinen Londoner Fußballklub, den Chelsea FC, zu verkaufen. Drei Milliarden Pfund (rund 3,6 Milliarden Euro) soll das bringen. Die 1,5-Milliarden-Schuld, die der Klub bei Abramowitsch hat, ist dieser bereit abzuschreiben. Der Verkauf soll schnell erledigt werden. Der Erlös soll als wohltätige Gabe an ""Opfer des Krieges in der Ukraine"" gehen. ",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,NOT_SECURITY_CRIME,"**Explanation:** Der Absatz beschreibt zwar Sanktionen und Vermögensbeschlagnahmungen gegen russische Oligarchen als Teil internationaler Sicherheitsmaßnahmen (G7-Task Force, französische Zollaktion), fokussiert sich aber primär auf die **wirtschaftlichen und rechtlichen Konsequenzen** dieser Maßnah"
BADZ-51294225703,BADZ,9,RUS,"International sind ähnliche Bemühungen im Gange. Die Gruppe der großen westlichen Industrieländern (G7) beschloss kürzlich, eine Task Force einberufen, um das Vermögen von reichen [Gruppe 1] einzufrieren und zu beschlagnahmen. ""Wir werden alle russischen Persönlichkeiten ausmachen, die in Frankreich Besitztümer haben und die wegen ihrer Regierungsnähe zu den EU-Sanktionen hinzugefügt werden können"", erklärte der französische Wirtschaftsminister Bruno Le Maire. Der französische Zoll beschlagnahmte nun die Jacht eines russischen Oligarchen an der Mittelmeerküste, so das Wirtschaftsministerium. 

Auch in London wird das Klima rauer. Die Themsestadt war für Roman Abramowitsch und für viele andere superreiche [Gruppe 1] der nachsowjetischen Ära ein unangreifbarer Hort. Nun versucht Abramowitsch seinen Londoner Fußballklub, den Chelsea FC, zu verkaufen. Drei Milliarden Pfund (rund 3,6 Milliarden Euro) soll das bringen. Die 1,5-Milliarden-Schuld, die der Klub bei Abramowitsch hat, ist dieser bereit abzuschreiben. Der Verkauf soll schnell erledigt werden. Der Erlös soll als wohltätige Gabe an ""Opfer des Krieges in der Ukraine"" gehen. 

Indessen haben auch die USA Sanktionen gegen zahlreiche russische Oligarchen angekündigt. Grund sei, dass die Betroffenen Putin ""trotz seiner brutalen Invasion in die Ukraine weiterhin unterstützen"", teilte das Weiße Haus mit. ",SECURITY_NEGATIVE,NOT_SECURITY_CRIME,SECURITY_NEGATIVE,"**Explanation:** Der Absatz beschreibt explizit eine Gruppe ([Gruppe 1] = russische Oligarchen) als **Täter**, die durch Sanktionen, Vermögensbeschlagnahmungen und wirtschaftliche Maßnahmen als Bedrohung oder Unterstützer eines aggressiven Staates (Russland) dargestellt werden, ohne dass eine Sicher"
